,Vorname,Nachname,Liga,Saison,Team,Spiele,Tore,Vorlagen,Punkte,Strafminuten,Tore pro Spiel,Vorlagen pro Spiel,Punkte pro Spiel,Strafminuten pro Spiel
1216,Effi Johanna,Bauer,U15 Junioren Regionalliga Ost,23/24,USV Halle Saalebiber,12,6,7,13,0,0.5,0.5833333333333334,1.0833333333333333,0.0
1217,Effi Johanna,Bauer,U15 Juniorinnen Kleinfeld Regionalliga Ost,23/24,SG Saalemädels,7,9,15,24,0,1.2857142857142858,2.142857142857143,3.4285714285714284,0.0
1220,Effi Johanna,Bauer,,Total,,146,91,63,154,8,0.6232876712328768,0.4315068493150685,1.0547945205479452,0.0547945205479452
1244,Liselotte Hieronyma,Bauer,Playdowns RL U11 Kleintor,17/18,USV Halle Saalebiber,3,0,0,0,0,0.0,0.0,0.0,0.0
1245,Liselotte Hieronyma,Bauer,Regionalliga U11 Junioren Kleintor St. 1,17/18,USV Halle Saalebiber,10,0,2,2,0,0.0,0.2,0.2,0.0
1221,Liselotte Hieronyma,Bauer,Regionalliga Ost U11 Junioren Kleintor St. 1,18/19,USV Halle Saalebiber II,14,5,1,6,0,0.35714285714285715,0.07142857142857142,0.42857142857142855,0.0
1222,Liselotte Hieronyma,Bauer,Regionalliga Ost U11 Junioren Kleinfeld Meisterrunde,19/20,USV Halle Saalebiber I,4,0,0,0,0,0.0,0.0,0.0,0.0
1223,Liselotte Hieronyma,Bauer,Regionalliga Ost U11 Junioren Kleinfeld Vorrunde St. 1,19/20,USV Halle Saalebiber I,5,6,1,7,0,1.2,0.2,1.4,0.0
1224,Liselotte Hieronyma,Bauer,Regionalliga Ost U13 Junioren,20/21,USV Halle Saalebiber,4,1,0,1,0,0.25,0.0,0.25,0.0
1225,Liselotte Hieronyma,Bauer,Regionalliga Ost U13 Junioren Kleinfeld St. 2,20/21,USV Halle Saalebiber,2,0,0,0,0,0.0,0.0,0.0,0.0
1226,Liselotte Hieronyma,Bauer,U15 Juniorinnen Kleinfeld Deutsche Meisterschaft,21/22,SG Weißenfels/Jena,4,3,0,3,2,0.75,0.0,0.75,0.5
1227,Liselotte Hieronyma,Bauer,Regionalliga Ost U15 Junioren,21/22,USV Halle Saalebiber,13,2,0,2,0,0.15384615384615385,0.0,0.15384615384615385,0.0
1228,Liselotte Hieronyma,Bauer,Regionalliga Ost U15 Juniorinnen Kleinfeld,21/22,SG Weißenfels/Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
1229,Liselotte Hieronyma,Bauer,Playoffs Regionalliga Ost U13 Junioren Kleinfeld,21/22,USV Halle Saalebiber,2,1,0,1,0,0.5,0.0,0.5,0.0
1230,Liselotte Hieronyma,Bauer,Regionalliga Ost U13 Junioren Kleinfeld St. 2,21/22,USV Halle Saalebiber,3,0,0,0,0,0.0,0.0,0.0,0.0
1231,Liselotte Hieronyma,Bauer,U17-Trophy Juniorinnen (Sommer),22/23,Team Sachsen-Anhalt,4,0,1,1,0,0.0,0.25,0.25,0.0
1232,Liselotte Hieronyma,Bauer,U17 Juniorinnen Kleinfeld Deutsche Meisterschaft,22/23,SG Saalemädels,4,0,0,0,0,0.0,0.0,0.0,0.0
1233,Liselotte Hieronyma,Bauer,Regionalliga Ost U17 Juniorinnen Kleinfeld,22/23,SG Saalemädels,6,8,0,8,2,1.3333333333333333,0.0,1.3333333333333333,0.3333333333333333
1234,Liselotte Hieronyma,Bauer,Regionalliga Ost U15 Junioren,22/23,USV Halle Saalebiber,13,0,0,0,2,0.0,0.0,0.0,0.15384615384615385
1235,Liselotte Hieronyma,Bauer,Deutsche Meisterschaft U17 Juniorinnen Kleinfeld,23/24,SG Saalemädels,4,5,2,7,0,1.25,0.5,1.75,0.0
1236,Liselotte Hieronyma,Bauer,Deutsche Meisterschaft U15 Junioren,23/24,USV Halle Saalebiber,3,0,0,0,0,0.0,0.0,0.0,0.0
1237,Liselotte Hieronyma,Bauer,U17 Juniorinnen Kleinfeld Regionalliga Ost Playoffs,23/24,SG Saalemädels,2,3,0,3,0,1.5,0.0,1.5,0.0
1238,Liselotte Hieronyma,Bauer,U17 Juniorinnen Kleinfeld Regionalliga Ost,23/24,SG Saalemädels,8,7,5,12,0,0.875,0.625,1.5,0.0
1239,Liselotte Hieronyma,Bauer,U17 Junioren Kleinfeld Regionalliga Ost,23/24,USV Halle Saalebiber,2,0,0,0,0,0.0,0.0,0.0,0.0
1240,Liselotte Hieronyma,Bauer,U15 Junioren DM Quali,23/24,USV Halle Saalebiber,1,0,0,0,0,0.0,0.0,0.0,0.0
1241,Liselotte Hieronyma,Bauer,U15 Junioren Regionalliga Ost Playoffs,23/24,USV Halle Saalebiber,2,1,1,2,0,0.5,0.5,1.0,0.0
1242,Liselotte Hieronyma,Bauer,U15 Junioren Regionalliga Ost,23/24,USV Halle Saalebiber,14,6,6,12,2,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.14285714285714285
1243,Liselotte Hieronyma,Bauer,U15 Juniorinnen Kleinfeld Regionalliga Ost,23/24,SG Saalemädels,7,25,8,33,0,3.5714285714285716,1.1428571428571428,4.714285714285714,0.0
1246,Liselotte Hieronyma,Bauer,,Total,,136,73,27,100,8,0.5367647058823529,0.19852941176470587,0.7352941176470589,0.058823529411764705
433,Tobias ,Beck,Playdowns Regionalliga Ost U13 Junioren Kleinfeld,18/19,Floorball Pinguine Jena,2,0,0,0,0,0.0,0.0,0.0,0.0
434,Tobias ,Beck,Regionalliga Ost U13 Junioren Kleinfeld St. 1,18/19,Floorball Pinguine Jena,10,1,3,4,0,0.1,0.3,0.4,0.0
435,Tobias ,Beck,Regionalliga Ost U15 Junioren Kleinfeld St. 2,19/20,Floorball Pinguine Jena,12,0,1,1,2,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666
436,Tobias ,Beck,Regionalliga Ost U13 Junioren Kleinfeld St. 2,19/20,Floorball Pinguine Jena,4,1,1,2,0,0.25,0.25,0.5,0.0
437,Tobias ,Beck,Regionalliga Ost U15 Junioren,20/21,Floorball Pinguine Jena,2,1,0,1,0,0.5,0.0,0.5,0.0
438,Tobias ,Beck,Regionalliga Ost U13 Junioren Kleinfeld St. 1,20/21,Floorball Pinguine Jena,2,2,1,3,0,1.0,0.5,1.5,0.0
439,Tobias ,Beck,Regionalliga Ost U15 Junioren,21/22,Floorball Pinguine Jena,8,0,0,0,0,0.0,0.0,0.0,0.0
440,Tobias ,Beck,Regionalliga Ost U17 Junioren Kleinfeld,22/23,Floorball Pinguine Jena,4,5,3,8,0,1.25,0.75,2.0,0.0
441,Tobias ,Beck,Platzierungsrunde Regionalliga Ost U15 Junioren Kleinfeld,22/23,Floorball Pinguine Jena,7,28,20,48,4,4.0,2.857142857142857,6.857142857142857,0.5714285714285714
442,Tobias ,Beck,Herren Verbandsliga Ost,23/24,USV Jena,4,0,0,0,0,0.0,0.0,0.0,0.0
443,Tobias ,Beck,,Total,,55,38,29,67,6,0.6909090909090909,0.5272727272727272,1.2181818181818183,0.10909090909090909
39,Nathalie,Berger,Verbandsliga Herren Kleinfeld,15/16,TSV Rangsdorf,5,4,0,4,0,0.8,0.0,0.8,0.0
40,Nathalie,Berger,Damen Regionalliga Nord,15/16,SG Berlin,2,1,1,2,0,0.5,0.5,1.0,0.0
41,Nathalie,Berger,Regionalliga Ost Damen KF,15/16,SG Berlin,2,1,2,3,0,0.5,1.0,1.5,0.0
42,Nathalie,Berger,Regionalliga Ost U17 Juniorinnen KF,15/16,SG Berlin,4,3,0,3,0,0.75,0.0,0.75,0.0
43,Nathalie,Berger,Verbandsliga Herren Kleinfeld,16/17,TSV Rangsdorf,10,7,4,11,0,0.7,0.4,1.1,0.0
44,Nathalie,Berger,Damen Regionalliga Nord,16/17,SG Berlin,4,3,1,4,0,0.75,0.25,1.0,0.0
45,Nathalie,Berger,Herren Kleinfeld Verbandsliga,17/18,TSV Rangsdorf,1,2,2,4,0,2.0,2.0,4.0,0.0
46,Nathalie,Berger,Verbandsliga Herren St. 2,17/18,USV Jena,6,1,1,2,0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0
47,Nathalie,Berger,Regionalliga Damen,17/18,SG Berlin,1,0,0,0,0,0.0,0.0,0.0,0.0
48,Nathalie,Berger,Regionalliga Herren Kleinfeld St. 1,17/18,USV Jena,4,1,3,4,0,0.25,0.75,1.0,0.0
49,Nathalie,Berger,Regionalliga Damen Kleinfeld,17/18,USV Jena,10,14,5,19,0,1.4,0.5,1.9,0.0
22,Nathalie,Berger,FD-Pokal Herren,18/19,USV Jena,1,6,3,9,0,6.0,3.0,9.0,0.0
23,Nathalie,Berger,Playoffs Verbandsliga Ost Herren KF,18/19,USV Jena,2,1,0,1,2,0.5,0.0,0.5,1.0
24,Nathalie,Berger,Verbandsliga Ost Herren St. 1,18/19,USV Jena,9,2,1,3,2,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.2222222222222222
25,Nathalie,Berger,Verbandsliga Ost Herren Kleinfeld,18/19,USV Jena,10,8,3,11,0,0.8,0.3,1.1,0.0
26,Nathalie,Berger,Regionalliga Ost Damen Kleinfeld,18/19,USV Jena,8,11,1,12,0,1.375,0.125,1.5,0.0
