"league_id","game_id","date","home_team_name","guest_team_name","home_goals","guest_goals","overtime","forfait"
783,17956,"2020-01-12","SC DHfK Leipzig","Sportvg Feuerbach",10,0,"False","False"
780,17661,"2020-01-12","MFBC Leipzig","ETV Piranhhas Hamburg",7,6,"True","False"
782,17752,"2020-01-12","BSV Roxel","Tollwut Ebersgöns",8,10,"False","False"
780,17666,"2020-02-08","Floor Fighters Chemnitz","VfL Red Hocks Kaufering",11,7,"False","False"
780,17664,"2020-02-08","DJK Holzbüttgen","Red Devils Wernigerode",5,6,"True","False"
780,17663,"2020-02-08","UHC Sparkasse Weißenfels","ETV Piranhhas Hamburg",12,3,"False","False"
780,17662,"2020-02-08","Berlin Rockets","MFBC Leipzig",2,14,"False","False"
780,17665,"2020-02-08","TV Schriesheim","SSF Dragons Bonn",10,9,"False","False"
782,17753,"2020-02-08","Dümptener Füchse","Blau-Weiß 96 Schenefeld",4,9,"False","False"
782,17754,"2020-02-08","TV Eiche Horn Bremen","Hannover Mustangs",15,8,"False","False"
783,17957,"2020-02-08","Sportvg Feuerbach","SCS Berlin",5,6,"False","False"
783,17958,"2020-02-08","FC Rennsteig Avalanche","Unihockey Igels Dresden",5,8,"False","False"
783,17959,"2020-02-08","SC DHfK Leipzig","USV Halle Saalebiber",5,9,"False","False"
782,17755,"2020-02-09","Tollwut Ebersgöns","Blau-Weiß 96 Schenefeld",6,8,"False","False"
783,17960,"2020-02-09","Donau-Floorball Ingolstadt/Nordheim","SCS Berlin",4,6,"False","False"
780,17667,"2020-02-09","MFBC Leipzig","Floor Fighters Chemnitz",11,6,"False","False"
780,17669,"2020-02-09","Red Devils Wernigerode","UHC Sparkasse Weißenfels",1,4,"False","False"
780,17670,"2020-02-15","TV Schriesheim","MFBC Leipzig",8,7,"False","False"
780,17673,"2020-02-15","Floor Fighters Chemnitz","Berlin Rockets",5,4,"False","False"
780,17672,"2020-02-15","DJK Holzbüttgen","VfL Red Hocks Kaufering",5,6,"False","False"
780,17671,"2020-02-15","Red Devils Wernigerode","ETV Piranhhas Hamburg",7,6,"False","False"
780,17674,"2020-02-16","UHC Sparkasse Weißenfels","SSF Dragons Bonn",13,3,"False","False"
780,17675,"2020-02-16","ETV Piranhhas Hamburg","Berlin Rockets",3,2,"False","False"
780,17676,"2020-02-16","VfL Red Hocks Kaufering","TV Schriesheim",6,5,"True","False"
783,17961,"2020-02-22","SCS Berlin","FC Rennsteig Avalanche",6,5,"True","False"
782,17758,"2020-02-22","Baltic Storms","TV Eiche Horn Bremen",8,7,"False","False"
782,17757,"2020-02-22","Blau-Weiß 96 Schenefeld","BSV Roxel",17,1,"False","False"
783,17962,"2020-02-22","PSV 90 Dessau","USV Halle Saalebiber",3,2,"False","False"
783,17963,"2020-02-22","SC DHfK Leipzig","Donau-Floorball Ingolstadt/Nordheim",11,6,"False","False"
780,17679,"2020-02-22","VfL Red Hocks Kaufering","UHC Sparkasse Weißenfels",8,5,"False","False"
780,17678,"2020-02-22","SSF Dragons Bonn","Red Devils Wernigerode",6,7,"False","False"
780,17677,"2020-02-22","MFBC Leipzig","DJK Holzbüttgen",13,4,"False","False"
780,17680,"2020-02-22","ETV Piranhhas Hamburg","Floor Fighters Chemnitz",7,5,"False","False"
780,17681,"2020-02-23","Berlin Rockets","TV Schriesheim",5,6,"True","False"
782,17759,"2020-02-23","Hannover Mustangs","Tollwut Ebersgöns",7,17,"False","False"
783,17964,"2020-02-23","Unihockey Igels Dresden","Donau-Floorball Ingolstadt/Nordheim",6,5,"False","False"
782,17756,"2020-02-28","BSV Roxel","Dümptener Füchse",4,6,"False","False"
780,17682,"2020-02-29","SSF Dragons Bonn","ETV Piranhhas Hamburg",7,6,"False","False"
780,17683,"2020-02-29","Red Devils Wernigerode","VfL Red Hocks Kaufering",5,4,"False","False"
780,17685,"2020-02-29","DJK Holzbüttgen","Berlin Rockets",5,4,"True","False"
780,17686,"2020-02-29","TV Schriesheim","Floor Fighters Chemnitz",5,4,"False","False"
783,17966,"2020-02-29","FC Rennsteig Avalanche","Donau-Floorball Ingolstadt/Nordheim",12,9,"False","False"
782,17760,"2020-02-29","Tollwut Ebersgöns","Baltic Storms",9,6,"False","False"
780,17684,"2020-02-29","UHC Sparkasse Weißenfels","MFBC Leipzig",6,6,"True","False"
783,17967,"2020-02-29","USV Halle Saalebiber","Sportvg Feuerbach",8,5,"False","False"
783,17965,"2020-02-29","PSV 90 Dessau","SCS Berlin",8,5,"False","False"
782,17762,"2020-03-01","Dümptener Füchse","Baltic Storms",5,4,"True","False"
782,17761,"2020-03-01","BSV Roxel","Hannover Mustangs",6,11,"False","False"
783,17968,"2020-03-01","Unihockey Igels Dresden","SC DHfK Leipzig",4,6,"False","False"
783,17971,"2020-03-07","SC DHfK Leipzig","PSV 90 Dessau",5,4,"False","False"
780,17687,"2020-03-07","TV Schriesheim","ETV Piranhhas Hamburg",9,8,"False","False"
782,17763,"2020-03-07","TV Eiche Horn Bremen","Dümptener Füchse",8,3,"False","False"
783,17969,"2020-03-07","SCS Berlin","Unihockey Igels Dresden",6,7,"False","False"
780,17689,"2020-03-07","VfL Red Hocks Kaufering","SSF Dragons Bonn",5,4,"False","False"
780,17688,"2020-03-07","Berlin Rockets","UHC Sparkasse Weißenfels",3,5,"False","False"
783,17970,"2020-03-07","Sportvg Feuerbach","FC Rennsteig Avalanche",7,8,"False","False"
780,17690,"2020-03-08","Floor Fighters Chemnitz","DJK Holzbüttgen",6,7,"True","False"
782,17765,"2020-03-08","Hannover Mustangs","Blau-Weiß 96 Schenefeld",4,10,"False","False"
782,17764,"2020-03-08","Baltic Storms","BSV Roxel",8,6,"False","False"
783,17972,"2020-03-08","Donau-Floorball Ingolstadt/Nordheim","USV Halle Saalebiber",3,4,"False","False"
780,17691,"2020-03-08","MFBC Leipzig","Red Devils Wernigerode",19,4,"False","False"
944,22165,"2020-09-12","SSF Dragons Bonn","TV Schriesheim",8,9,"False","False"
944,22164,"2020-09-12","DJK Holzbüttgen","Floor Fighters Chemnitz",6,5,"False","False"
944,22163,"2020-09-12","Berlin Rockets","UHC Sparkasse Weißenfels",3,10,"False","False"
944,22162,"2020-09-12","Blau-Weiß 96 Schenefeld","MFBC Leipzig",3,11,"False","False"
944,22166,"2020-09-12","Red Devils Wernigerode","ETV Piranhhas Hamburg",3,4,"False","False"
946,22216,"2020-09-19","Hannover Mustangs","Dümptener Füchse",8,7,"False","False"
946,22217,"2020-09-19","TV Eiche Horn Bremen","Baltic Storms",12,6,"False","False"
944,22169,"2020-09-19","Berlin Rockets","Floor Fighters Chemnitz",4,4,"True","False"
948,21511,"2020-09-19","USV Halle Saalebiber","SCS Berlin",8,4,"False","False"
944,22168,"2020-09-19","Blau-Weiß 96 Schenefeld","UHC Sparkasse Weißenfels",3,8,"False","False"
944,22170,"2020-09-19","DJK Holzbüttgen","SSF Dragons Bonn",11,6,"False","False"
944,22171,"2020-09-19","Red Devils Wernigerode","MFBC Leipzig",1,13,"False","False"
944,22172,"2020-09-19","SC DHfK Leipzig","ETV Piranhhas Hamburg",7,15,"False","False"
944,22173,"2020-09-19","TV Schriesheim","VfL Red Hocks Kaufering",8,4,"False","False"
947,22343,"2020-09-19","Sportvg Feuerbach","Donau-Floorball Ingolstadt/Nordheim",1,18,"False","False"
948,21509,"2020-09-19","PSV 90 Dessau","USV TU Dresden",11,9,"False","False"
944,22175,"2020-09-20","TV Schriesheim","DJK Holzbüttgen",5,12,"False","False"
944,22176,"2020-09-20","UHC Sparkasse Weißenfels","Red Devils Wernigerode",13,5,"False","False"
944,22174,"2020-09-20","Floor Fighters Chemnitz","SC DHfK Leipzig",11,3,"False","False"
944,22177,"2020-09-26","MFBC Leipzig","Floor Fighters Chemnitz",6,2,"False","False"
944,22180,"2020-09-26","Red Devils Wernigerode","Blau-Weiß 96 Schenefeld",5,6,"False","False"
944,22182,"2020-09-26","SSF Dragons Bonn","SC DHfK Leipzig",6,3,"False","False"
944,22181,"2020-09-26","TV Schriesheim","ETV Piranhhas Hamburg",7,8,"False","False"
944,22179,"2020-09-26","UHC Sparkasse Weißenfels","VfL Red Hocks Kaufering",9,4,"False","False"
944,22178,"2020-09-26","DJK Holzbüttgen","Berlin Rockets",11,2,"False","False"
946,22219,"2020-09-26","Baltic Storms","Hannover Mustangs",10,15,"False","False"
948,21513,"2020-09-26","TSG Füchse Quedlinburg","USV Halle Saalebiber",6,2,"False","False"
947,22345,"2020-09-26","FC Rennsteig Avalanche","FC Stern München",5,10,"False","False"
948,21512,"2020-09-26","SCS Berlin","FBC Havel",9,7,"False","False"
946,22218,"2020-09-26","Lilienthaler Wölfe","TV Eiche Horn Bremen",6,5,"True","False"
944,22184,"2020-09-27","MFBC Leipzig","VfL Red Hocks Kaufering",12,7,"False","False"
944,22183,"2020-09-27","SSF Dragons Bonn","Berlin Rockets",5,2,"False","False"
948,21514,"2020-09-27","USV TU Dresden","Unihockey Igels Dresden",2,18,"False","False"
947,22347,"2020-10-03","FC Rennsteig Avalanche","Donau-Floorball Ingolstadt/Nordheim",8,12,"False","False"
944,22256,"2020-10-03","VfL Red Hocks Kaufering","DJK Holzbüttgen",9,10,"False","False"
944,22255,"2020-10-03","Berlin Rockets","MFBC Leipzig",5,7,"False","False"
948,21515,"2020-10-03","Unihockey Igels Dresden","PSV 90 Dessau",14,1,"False","False"
947,22346,"2020-10-03","FC Stern München","Sportvg Feuerbach",13,1,"False","False"
946,22221,"2020-10-03","TV Eiche Horn Bremen","Hannover Mustangs",12,7,"False","False"
946,22220,"2020-10-03","Dümptener Füchse","Lilienthaler Wölfe",4,2,"False","False"
944,22260,"2020-10-04","SC DHfK Leipzig","Blau-Weiß 96 Schenefeld",10,6,"False","False"
944,22259,"2020-10-04","UHC Sparkasse Weißenfels","ETV Piranhhas Hamburg",7,6,"False","False"
944,22257,"2020-10-04","SSF Dragons Bonn","Floor Fighters Chemnitz",6,7,"False","False"
948,21516,"2020-10-04","FBC Havel","TSG Füchse Quedlinburg",2,14,"False","False"
948,21517,"2020-10-04","USV TU Dresden","USV Halle Saalebiber",3,4,"True","False"
948,21518,"2020-10-24","PSV 90 Dessau","USV Halle Saalebiber",4,8,"False","False"
948,21519,"2020-10-24","TSG Füchse Quedlinburg","SCS Berlin",14,6,"False","False"
947,22349,"2020-10-25","Sportvg Feuerbach","FC Rennsteig Avalanche",6,11,"False","False"
944,22269,"2020-10-25","SC DHfK Leipzig","Red Devils Wernigerode",7,8,"False","False"
1047,23999,"2021-09-11","PSV 90 Dessau","Unihockey Igels Dresden",3,6,"False","False"
1044,24427,"2021-09-11","Blau-Weiß 96 Schenefeld","ETV Piranhhas Hamburg",7,9,"False","False"
1046,24106,"2021-09-11","TV Eiche Horn Bremen","Hannover Mustangs",8,6,"False","False"
1048,24175,"2021-09-11","FC Rennsteig Avalanche","ESV Ingolstadt Schanzer Ducks",7,10,"False","False"
1044,24428,"2021-09-11","TV Schriesheim","UHC Sparkasse Weißenfels",5,6,"False","False"
1044,24426,"2021-09-11","MFBC Leipzig","SSF Dragons Bonn",13,4,"False","False"
1046,24108,"2021-09-12","BSV Roxel","Dümptener Füchse",6,7,"False","False"
1047,24000,"2021-09-12","FBC Havel","TSG Füchse Quedlinburg",5,8,"False","False"
1047,24001,"2021-09-12","USV TU Dresden","SCS Berlin",6,4,"False","False"
1048,24176,"2021-09-12","TSV Calw Lions","Tollwut Ebersgöns",6,16,"False","False"
1044,24429,"2021-09-12","SC DHfK Leipzig","VfL Red Hocks Kaufering",6,5,"False","False"
1044,24430,"2021-09-12","Floor Fighters Chemnitz","DJK Holzbüttgen",4,6,"False","False"
1044,24431,"2021-09-12","Berlin Rockets","Red Devils Wernigerode",5,8,"False","False"
1046,24107,"2021-09-12","Gettorf Seahawks","Baltic Storms",19,10,"False","False"
1044,24432,"2021-09-18","Red Devils Wernigerode","Blau-Weiß 96 Schenefeld",8,4,"False","False"
1044,24433,"2021-09-18","MFBC Leipzig","SC DHfK Leipzig",6,4,"False","False"
1044,24435,"2021-09-19","VfL Red Hocks Kaufering","Floor Fighters Chemnitz",4,5,"False","False"
1044,24436,"2021-09-19","DJK Holzbüttgen","ETV Piranhhas Hamburg",4,6,"False","False"
1044,24434,"2021-09-19","UHC Sparkasse Weißenfels","SSF Dragons Bonn",11,10,"True","False"
1044,24437,"2021-09-19","Berlin Rockets","TV Schriesheim",9,7,"False","False"
1044,24442,"2021-09-25","UHC Sparkasse Weißenfels","VfL Red Hocks Kaufering",8,4,"False","False"
1044,24441,"2021-09-25","MFBC Leipzig","DJK Holzbüttgen",7,4,"False","False"
1044,24438,"2021-09-25","Blau-Weiß 96 Schenefeld","Berlin Rockets",10,4,"False","False"
1044,24439,"2021-09-25","TV Schriesheim","Red Devils Wernigerode",6,4,"False","False"
1044,24440,"2021-09-25","SC DHfK Leipzig","ETV Piranhhas Hamburg",3,10,"False","False"
1044,24443,"2021-09-26","Floor Fighters Chemnitz","SSF Dragons Bonn",15,4,"False","False"
1046,24109,"2021-10-02","Dümptener Füchse","Baltic Storms",6,3,"False","False"
1046,24110,"2021-10-02","Lilienthaler Wölfe","BSV Roxel",10,2,"False","False"
1046,24111,"2021-10-02","TV Eiche Horn Bremen","Gettorf Seahawks",5,6,"True","False"
1047,24002,"2021-10-02","SCS Berlin","FBC Havel",6,7,"True","False"
1044,24444,"2021-10-02","Blau-Weiß 96 Schenefeld","TV Schriesheim",5,4,"False","False"
1044,24445,"2021-10-02","ETV Piranhhas Hamburg","UHC Sparkasse Weißenfels",4,7,"False","False"
1044,24446,"2021-10-02","Red Devils Wernigerode","Floor Fighters Chemnitz",3,8,"False","False"
1044,24447,"2021-10-02","DJK Holzbüttgen","Berlin Rockets",10,1,"False","False"
1047,24004,"2021-10-03","TSG Füchse Quedlinburg","USV Halle Saalebiber",6,8,"False","False"
1044,24448,"2021-10-03","VfL Red Hocks Kaufering","MFBC Leipzig",6,5,"True","False"
1048,24177,"2021-10-03","Tollwut Ebersgöns","FC Stern München",3,2,"False","False"
1044,24449,"2021-10-03","SSF Dragons Bonn","SC DHfK Leipzig",5,3,"False","False"
1047,24003,"2021-10-03","Unihockey Igels Dresden","USV TU Dresden",18,4,"False","False"
1044,24450,"2021-10-09","MFBC Leipzig","UHC Sparkasse Weißenfels",7,8,"False","False"
1046,24112,"2021-10-09","Baltic Storms","TV Eiche Horn Bremen",10,4,"False","False"
1047,24005,"2021-10-09","PSV 90 Dessau","USV TU Dresden",8,7,"True","False"
1047,24006,"2021-10-09","FBC Havel","Unihockey Igels Dresden",5,9,"False","False"
1047,24007,"2021-10-09","USV Halle Saalebiber","SCS Berlin",11,3,"False","False"
1048,24178,"2021-10-09","FC Stern München","TSV Calw Lions",7,8,"True","False"
1044,24453,"2021-10-10","TV Schriesheim","ETV Piranhhas Hamburg",4,9,"False","False"
1044,24454,"2021-10-10","Floor Fighters Chemnitz","SC DHfK Leipzig",13,4,"False","False"
1044,24455,"2021-10-10","SSF Dragons Bonn","Red Devils Wernigerode",8,11,"False","False"
1046,24114,"2021-10-10","BSV Roxel","Hannover Mustangs",9,10,"False","False"
1044,24451,"2021-10-10","DJK Holzbüttgen","Blau-Weiß 96 Schenefeld",10,1,"False","False"
1046,24113,"2021-10-10","Gettorf Seahawks","Lilienthaler Wölfe",7,10,"False","False"
1044,24452,"2021-10-10","Berlin Rockets","VfL Red Hocks Kaufering",4,4,"True","False"
1044,24458,"2021-10-23","VfL Red Hocks Kaufering","ETV Piranhhas Hamburg",4,8,"False","False"
1044,24456,"2021-10-23","Blau-Weiß 96 Schenefeld","UHC Sparkasse Weißenfels",2,10,"False","False"
1044,24459,"2021-10-23","TV Schriesheim","SC DHfK Leipzig",13,4,"False","False"
1044,24460,"2021-10-23","Red Devils Wernigerode","DJK Holzbüttgen",6,7,"True","False"
1044,24457,"2021-10-23","Berlin Rockets","SSF Dragons Bonn",6,7,"True","False"
1044,24461,"2021-10-24","Floor Fighters Chemnitz","MFBC Leipzig",5,6,"True","False"
1044,24472,"2021-10-30","SC DHfK Leipzig","DJK Holzbüttgen",7,6,"False","False"
1048,24180,"2021-10-30","FC Rennsteig Avalanche","FC Stern München",3,11,"False","False"
1044,24473,"2021-10-30","ETV Piranhhas Hamburg","Floor Fighters Chemnitz",4,1,"False","False"
1046,24116,"2021-10-30","Baltic Storms","Hannover Mustangs",8,12,"False","False"
1046,24115,"2021-10-30","Lilienthaler Wölfe","Dümptener Füchse",5,4,"False","False"
1048,24181,"2021-10-30","ESV Ingolstadt Schanzer Ducks","Tollwut Ebersgöns",2,6,"False","False"
1044,24474,"2021-10-30","Berlin Rockets","MFBC Leipzig",7,8,"True","False"
1044,24475,"2021-10-30","UHC Sparkasse Weißenfels","Red Devils Wernigerode",13,1,"False","False"
1047,24008,"2021-10-30","PSV 90 Dessau","FBC Havel",16,8,"False","False"
1044,24470,"2021-10-30","VfL Red Hocks Kaufering","Blau-Weiß 96 Schenefeld",8,7,"False","False"
1044,24471,"2021-10-30","SSF Dragons Bonn","TV Schriesheim",3,5,"False","False"
1044,24478,"2021-10-31","UHC Sparkasse Weißenfels","Berlin Rockets",11,1,"False","False"
1044,24476,"2021-10-31","MFBC Leipzig","ETV Piranhhas Hamburg",6,7,"True","False"
1046,24117,"2021-10-31","Gettorf Seahawks","BSV Roxel",9,8,"False","False"
1047,24010,"2021-10-31","Unihockey Igels Dresden","USV Halle Saalebiber",5,0,"False","False"
1047,24009,"2021-10-31","SCS Berlin","TSG Füchse Quedlinburg",1,9,"False","False"
1044,24477,"2021-10-31","Red Devils Wernigerode","SC DHfK Leipzig",7,4,"False","False"
1048,24182,"2021-11-06","ESV Ingolstadt Schanzer Ducks","FC Stern München",4,8,"False","False"
1044,24483,"2021-11-06","UHC Sparkasse Weißenfels","Floor Fighters Chemnitz",12,7,"False","False"
1044,24480,"2021-11-06","SSF Dragons Bonn","VfL Red Hocks Kaufering",7,4,"False","False"
1044,24481,"2021-11-06","DJK Holzbüttgen","TV Schriesheim",9,5,"False","False"
1044,24482,"2021-11-06","ETV Piranhhas Hamburg","Red Devils Wernigerode",11,4,"False","False"
1047,24011,"2021-11-06","TSG Füchse Quedlinburg","Unihockey Igels Dresden",6,13,"False","False"
1046,24118,"2021-11-06","Dümptener Füchse","Gettorf Seahawks",7,4,"False","False"
1047,24012,"2021-11-06","USV Halle Saalebiber","PSV 90 Dessau",4,8,"False","False"
1044,24479,"2021-11-06","Blau-Weiß 96 Schenefeld","MFBC Leipzig",8,7,"True","False"
1044,24487,"2021-11-07","SSF Dragons Bonn","DJK Holzbüttgen",5,4,"False","False"
1047,24013,"2021-11-07","FBC Havel","USV TU Dresden",7,13,"False","False"
1046,24119,"2021-11-07","BSV Roxel","TV Eiche Horn Bremen",2,8,"False","False"
1044,24485,"2021-11-07","Floor Fighters Chemnitz","Blau-Weiß 96 Schenefeld",11,3,"False","False"
1044,24486,"2021-11-07","TV Schriesheim","VfL Red Hocks Kaufering",8,9,"True","False"
1046,24120,"2021-11-07","Hannover Mustangs","Lilienthaler Wölfe",5,6,"False","False"
1044,24484,"2021-11-07","Berlin Rockets","SC DHfK Leipzig",10,2,"False","False"
1044,24490,"2022-01-15","SSF Dragons Bonn","ETV Piranhhas Hamburg",4,6,"False","False"
1044,24488,"2022-01-15","DJK Holzbüttgen","UHC Sparkasse Weißenfels",10,3,"False","False"
1047,24014,"2022-01-15","PSV 90 Dessau","TSG Füchse Quedlinburg",7,8,"False","False"
1044,24489,"2022-01-15","SC DHfK Leipzig","Blau-Weiß 96 Schenefeld",5,4,"True","False"
1046,24121,"2022-01-15","Lilienthaler Wölfe","TV Eiche Horn Bremen",5,3,"False","False"
1048,24185,"2022-01-16","Tollwut Ebersgöns","TSV Calw Lions",11,6,"False","False"
1046,24123,"2022-01-16","Hannover Mustangs","Dümptener Füchse",9,8,"False","False"
1044,24493,"2022-01-16","Floor Fighters Chemnitz","Berlin Rockets",8,7,"False","False"
1044,24491,"2022-01-16","MFBC Leipzig","TV Schriesheim",8,5,"False","False"
1047,24015,"2022-01-16","Unihockey Igels Dresden","SCS Berlin",14,3,"False","False"
1046,24122,"2022-01-16","Baltic Storms","BSV Roxel",4,6,"False","False"
1048,24186,"2022-01-22","TSV Calw Lions","FC Rennsteig Avalanche",8,5,"False","False"
1048,24187,"2022-01-22","FC Stern München","Tollwut Ebersgöns",6,5,"False","False"
1047,24016,"2022-01-23","USV TU Dresden","USV Halle Saalebiber",3,7,"False","False"
1048,24184,"2022-02-06","ESV Ingolstadt Schanzer Ducks","FC Rennsteig Avalanche",11,3,"False","False"
1044,24497,"2022-02-12","VfL Red Hocks Kaufering","DJK Holzbüttgen",2,8,"False","False"
1047,24017,"2022-02-12","TSG Füchse Quedlinburg","USV TU Dresden",14,8,"False","False"
1047,24018,"2022-02-12","USV Halle Saalebiber","FBC Havel",2,4,"False","False"
1048,24188,"2022-02-12","FC Rennsteig Avalanche","TSV Calw Lions",8,11,"False","False"
1044,24499,"2022-02-12","UHC Sparkasse Weißenfels","SC DHfK Leipzig",6,5,"False","False"
1046,24124,"2022-02-12","TV Eiche Horn Bremen","Dümptener Füchse",3,4,"True","False"
1044,24494,"2022-02-12","Berlin Rockets","ETV Piranhhas Hamburg",6,7,"True","False"
1044,24498,"2022-02-12","Blau-Weiß 96 Schenefeld","SSF Dragons Bonn",7,6,"False","False"
1044,24495,"2022-02-12","Red Devils Wernigerode","MFBC Leipzig",6,8,"False","False"
1044,24496,"2022-02-12","TV Schriesheim","Floor Fighters Chemnitz",7,6,"True","False"
1046,24125,"2022-02-12","Lilienthaler Wölfe","Baltic Storms",14,3,"False","False"
1046,24126,"2022-02-13","Hannover Mustangs","Gettorf Seahawks",9,20,"False","False"
1047,24019,"2022-02-13","SCS Berlin","PSV 90 Dessau",5,2,"False","False"
1048,24189,"2022-02-13","ESV Ingolstadt Schanzer Ducks","FC Stern München",0,6,"False","False"
1044,24503,"2022-02-19","UHC Sparkasse Weißenfels","TV Schriesheim",11,6,"False","False"
1047,24020,"2022-02-19","TSG Füchse Quedlinburg","FBC Havel",20,7,"False","False"
1044,24500,"2022-02-19","ETV Piranhhas Hamburg","Blau-Weiß 96 Schenefeld",8,4,"False","False"
1046,24127,"2022-02-19","Baltic Storms","Dümptener Füchse",5,8,"False","False"
1046,24128,"2022-02-20","Gettorf Seahawks","TV Eiche Horn Bremen",11,5,"False","False"
1046,24129,"2022-02-20","BSV Roxel","Lilienthaler Wölfe",3,16,"False","False"
1044,24504,"2022-02-20","VfL Red Hocks Kaufering","SC DHfK Leipzig",14,6,"False","False"
1044,24505,"2022-02-20","Red Devils Wernigerode","Berlin Rockets",7,9,"False","False"
1047,24022,"2022-02-20","Unihockey Igels Dresden","PSV 90 Dessau",8,6,"False","False"
1048,24191,"2022-02-20","Tollwut Ebersgöns","ESV Ingolstadt Schanzer Ducks",9,7,"False","False"
1048,24193,"2022-02-26","FC Rennsteig Avalanche","Tollwut Ebersgöns",3,33,"False","False"
1044,24506,"2022-02-26","Blau-Weiß 96 Schenefeld","Red Devils Wernigerode",6,5,"False","False"
1044,24509,"2022-02-26","TV Schriesheim","Berlin Rockets",5,7,"False","False"
1044,24510,"2022-02-26","SC DHfK Leipzig","MFBC Leipzig",9,10,"False","False"
1048,24192,"2022-02-26","TSV Calw Lions","FC Stern München",2,6,"False","False"
1047,24023,"2022-02-26","FBC Havel","SCS Berlin",6,11,"False","False"
1047,24024,"2022-02-26","USV Halle Saalebiber","TSG Füchse Quedlinburg",4,7,"False","False"
1044,24511,"2022-02-27","Floor Fighters Chemnitz","VfL Red Hocks Kaufering",9,4,"False","False"
1046,24136,"2022-02-27","Dümptener Füchse","BSV Roxel",6,4,"False","False"
1046,24133,"2022-02-27","Hannover Mustangs","TV Eiche Horn Bremen",7,2,"False","False"
1046,24130,"2022-02-27","Baltic Storms","Gettorf Seahawks",7,17,"False","False"
1044,24514,"2022-03-12","DJK Holzbüttgen","MFBC Leipzig",9,6,"False","False"
1046,24138,"2022-03-12","Dümptener Füchse","Lilienthaler Wölfe",6,6,"True","False"
1044,24513,"2022-03-12","ETV Piranhhas Hamburg","SC DHfK Leipzig",17,5,"False","False"
1044,24512,"2022-03-12","Berlin Rockets","Blau-Weiß 96 Schenefeld",2,3,"False","False"
1047,24027,"2022-03-13","SCS Berlin","USV Halle Saalebiber",4,6,"False","False"
1046,24146,"2022-03-13","Hannover Mustangs","Baltic Storms",11,12,"False","False"
1048,24194,"2022-03-13","ESV Ingolstadt Schanzer Ducks","TSV Calw Lions",5,4,"False","False"
1044,24516,"2022-03-13","Red Devils Wernigerode","TV Schriesheim",9,11,"False","False"
1046,24143,"2022-03-13","BSV Roxel","Gettorf Seahawks",8,10,"False","False"
1047,24026,"2022-03-13","USV TU Dresden","PSV 90 Dessau",5,7,"False","False"
1048,24195,"2022-03-13","Tollwut Ebersgöns","FC Stern München",7,5,"False","False"
1047,24028,"2022-03-13","Unihockey Igels Dresden","FBC Havel",12,5,"False","False"
1046,24155,"2022-03-19","TV Eiche Horn Bremen","BSV Roxel",6,7,"True","False"
1047,24029,"2022-03-19","FBC Havel","PSV 90 Dessau",4,11,"False","False"
1047,24030,"2022-03-19","USV Halle Saalebiber","Unihockey Igels Dresden",3,7,"False","False"
1044,24518,"2022-03-19","Berlin Rockets","DJK Holzbüttgen",5,9,"False","False"
1044,24519,"2022-03-19","Floor Fighters Chemnitz","Red Devils Wernigerode",13,5,"False","False"
1044,24520,"2022-03-19","SC DHfK Leipzig","SSF Dragons Bonn",8,11,"False","False"
1044,24522,"2022-03-19","UHC Sparkasse Weißenfels","ETV Piranhhas Hamburg",4,3,"False","False"
1044,24521,"2022-03-19","TV Schriesheim","Blau-Weiß 96 Schenefeld",10,3,"False","False"
1048,24196,"2022-03-19","FC Stern München","FC Rennsteig Avalanche",17,6,"False","False"
1046,24157,"2022-03-20","Gettorf Seahawks","Dümptener Füchse",3,10,"False","False"
1048,24190,"2022-03-20","FC Stern München","FC Rennsteig Avalanche",14,3,"False","False"
1044,24523,"2022-03-20","MFBC Leipzig","VfL Red Hocks Kaufering",8,5,"False","False"
1047,24031,"2022-03-20","TSG Füchse Quedlinburg","SCS Berlin",15,4,"False","False"
1048,24197,"2022-03-20","Tollwut Ebersgöns","ESV Ingolstadt Schanzer Ducks",12,3,"False","False"
1048,24198,"2022-03-26","TSV Calw Lions","FC Rennsteig Avalanche",19,7,"False","False"
1044,24527,"2022-03-26","SC DHfK Leipzig","Floor Fighters Chemnitz",5,12,"False","False"
1044,24528,"2022-03-26","Red Devils Wernigerode","SSF Dragons Bonn",6,4,"False","False"
1048,24199,"2022-03-26","FC Stern München","ESV Ingolstadt Schanzer Ducks",6,4,"False","False"
1044,24524,"2022-03-26","Blau-Weiß 96 Schenefeld","DJK Holzbüttgen",4,8,"False","False"
1044,24526,"2022-03-26","VfL Red Hocks Kaufering","Berlin Rockets",4,8,"False","False"
1044,24525,"2022-03-26","ETV Piranhhas Hamburg","TV Schriesheim",11,9,"False","False"
1047,24032,"2022-03-26","PSV 90 Dessau","USV Halle Saalebiber",7,4,"False","False"
1047,24033,"2022-03-27","Unihockey Igels Dresden","TSG Füchse Quedlinburg",7,4,"False","False"
1047,24034,"2022-03-27","USV TU Dresden","FBC Havel",12,6,"False","False"
1044,24492,"2022-03-27","Red Devils Wernigerode","VfL Red Hocks Kaufering",8,5,"False","False"
1046,24168,"2022-03-27","Dümptener Füchse","TV Eiche Horn Bremen",6,3,"False","False"
1046,24164,"2022-03-27","Gettorf Seahawks","Hannover Mustangs",18,11,"False","False"
1044,24529,"2022-03-27","UHC Sparkasse Weißenfels","MFBC Leipzig",7,4,"False","False"
