"league_id","game_id","date","home_team_name","guest_team_name","home_goals","guest_goals","overtime","forfait"
1044,24534,"2022-04-02","MFBC Leipzig","Floor Fighters Chemnitz",6,7,"True","False"
1044,24531,"2022-04-02","SSF Dragons Bonn","Berlin Rockets",4,5,"False","False"
1044,24530,"2022-04-02","SC DHfK Leipzig","TV Schriesheim",7,8,"True","False"
1047,24036,"2022-04-02","USV Halle Saalebiber","USV TU Dresden",4,2,"False","False"
1047,24035,"2022-04-02","SCS Berlin","Unihockey Igels Dresden",3,13,"False","False"
1044,24535,"2022-04-02","UHC Sparkasse Weißenfels","Blau-Weiß 96 Schenefeld",8,3,"False","False"
1044,24533,"2022-04-02","DJK Holzbüttgen","Red Devils Wernigerode",8,4,"False","False"
1046,24169,"2022-04-02","TV Eiche Horn Bremen","Baltic Storms",4,5,"True","False"
1048,24201,"2022-04-02","FC Stern München","TSV Calw Lions",7,4,"False","False"
1047,24037,"2022-04-02","TSG Füchse Quedlinburg","PSV 90 Dessau",6,5,"False","False"
1044,24532,"2022-04-02","ETV Piranhhas Hamburg","VfL Red Hocks Kaufering",8,6,"False","False"
1046,24171,"2022-04-03","Lilienthaler Wölfe","Gettorf Seahawks",10,9,"True","False"
1044,24536,"2022-04-03","Blau-Weiß 96 Schenefeld","VfL Red Hocks Kaufering",5,8,"False","False"
1044,24537,"2022-04-03","Floor Fighters Chemnitz","ETV Piranhhas Hamburg",4,2,"False","False"
1044,24538,"2022-04-03","Red Devils Wernigerode","UHC Sparkasse Weißenfels",3,5,"False","False"
1044,24502,"2022-04-03","SSF Dragons Bonn","MFBC Leipzig",5,7,"False","False"
1046,24170,"2022-04-03","Hannover Mustangs","BSV Roxel",13,7,"False","False"
1047,24025,"2022-04-07","USV TU Dresden","Unihockey Igels Dresden",5,6,"True","False"
1044,24539,"2022-04-09","VfL Red Hocks Kaufering","TV Schriesheim",8,4,"False","False"
1046,24172,"2022-04-09","Dümptener Füchse","Hannover Mustangs",7,1,"False","False"
1044,24540,"2022-04-09","SC DHfK Leipzig","Red Devils Wernigerode",8,9,"False","False"
1044,24541,"2022-04-09","ETV Piranhhas Hamburg","MFBC Leipzig",9,8,"False","False"
1044,24542,"2022-04-09","DJK Holzbüttgen","SSF Dragons Bonn",7,4,"False","False"
1047,24038,"2022-04-09","PSV 90 Dessau","SCS Berlin",3,3,"True","False"
1044,24543,"2022-04-09","Berlin Rockets","UHC Sparkasse Weißenfels",5,13,"False","False"
1048,24203,"2022-04-09","FC Rennsteig Avalanche","ESV Ingolstadt Schanzer Ducks",4,21,"False","False"
1048,24202,"2022-04-09","TSV Calw Lions","Tollwut Ebersgöns",3,15,"False","False"
1047,24039,"2022-04-10","FBC Havel","USV Halle Saalebiber",2,15,"False","False"
1047,24040,"2022-04-10","USV TU Dresden","TSG Füchse Quedlinburg",3,5,"False","False"
1044,24547,"2022-04-10","TV Schriesheim","SSF Dragons Bonn",6,3,"False","False"
1044,24546,"2022-04-10","MFBC Leipzig","Berlin Rockets",4,5,"False","False"
1044,24545,"2022-04-10","Blau-Weiß 96 Schenefeld","Floor Fighters Chemnitz",5,9,"False","False"
1044,24544,"2022-04-10","DJK Holzbüttgen","SC DHfK Leipzig",8,5,"False","False"
1046,24174,"2022-04-10","BSV Roxel","Baltic Storms",10,6,"False","False"
1044,24508,"2022-04-15","ETV Piranhhas Hamburg","DJK Holzbüttgen",2,9,"False","False"
1044,24517,"2022-04-16","SSF Dragons Bonn","Floor Fighters Chemnitz",6,12,"False","False"
1048,24204,"2022-04-16","TSV Calw Lions","ESV Ingolstadt Schanzer Ducks",7,8,"False","False"
1046,24167,"2022-04-16","Baltic Storms","Lilienthaler Wölfe",4,16,"False","False"
1044,24501,"2022-04-17","DJK Holzbüttgen","Floor Fighters Chemnitz",9,8,"False","False"
1048,24200,"2022-04-23","Tollwut Ebersgöns","FC Rennsteig Avalanche",20,3,"False","False"
1046,24150,"2022-04-24","Hannover Mustangs","Lilienthaler Wölfe",7,14,"False","False"
1048,26136,"2022-04-24","Tollwut Ebersgöns","FC Rennsteig Avalanche",18,5,"False","False"
1047,24021,"2022-04-24","SCS Berlin","USV TU Dresden",6,3,"False","False"
1044,24548,"2022-04-30","MFBC Leipzig","Blau-Weiß 96 Schenefeld",7,4,"False","False"
1044,24549,"2022-04-30","Red Devils Wernigerode","ETV Piranhhas Hamburg",7,12,"False","False"
1044,24551,"2022-04-30","Floor Fighters Chemnitz","UHC Sparkasse Weißenfels",4,5,"True","False"
1156,26767,"2022-04-30","PSV 90 Dessau","Lilienthaler Wölfe",5,8,"False","False"
1156,26774,"2022-04-30","Gettorf Seahawks","Tollwut Ebersgöns",10,9,"True","False"
1044,24550,"2022-04-30","TV Schriesheim","DJK Holzbüttgen",5,6,"True","False"
1044,24552,"2022-04-30","SC DHfK Leipzig","Berlin Rockets",5,7,"False","False"
1156,26776,"2022-05-01","TSG Füchse Quedlinburg","FC Stern München",8,6,"False","False"
1156,26775,"2022-05-01","Dümptener Füchse","Unihockey Igels Dresden",3,7,"False","False"
1044,24553,"2022-05-01","VfL Red Hocks Kaufering","SSF Dragons Bonn",5,9,"False","False"
1156,26781,"2022-05-07","FC Stern München","TSG Füchse Quedlinburg",5,4,"False","False"
1044,24554,"2022-05-07","Blau-Weiß 96 Schenefeld","SC DHfK Leipzig",5,3,"False","False"
1156,26771,"2022-05-07","Lilienthaler Wölfe","PSV 90 Dessau",11,3,"False","False"
1156,26777,"2022-05-07","Unihockey Igels Dresden","Dümptener Füchse",5,0,"False","True"
1156,26779,"2022-05-07","Tollwut Ebersgöns","Gettorf Seahawks",5,0,"False","True"
1044,24557,"2022-05-07","UHC Sparkasse Weißenfels","DJK Holzbüttgen",5,6,"True","False"
1044,24555,"2022-05-07","TV Schriesheim","MFBC Leipzig",10,6,"False","False"
1044,24556,"2022-05-07","VfL Red Hocks Kaufering","Red Devils Wernigerode",6,1,"False","False"
1044,24515,"2022-05-08","VfL Red Hocks Kaufering","UHC Sparkasse Weißenfels",4,12,"False","False"
1044,24559,"2022-05-08","ETV Piranhhas Hamburg","SSF Dragons Bonn",3,5,"False","False"
1156,26782,"2022-05-08","FC Stern München","TSG Füchse Quedlinburg",3,11,"False","False"
1156,26780,"2022-05-08","Tollwut Ebersgöns","Gettorf Seahawks",5,0,"False","True"
1044,24558,"2022-05-08","Berlin Rockets","Floor Fighters Chemnitz",7,4,"False","False"
1156,26991,"2022-05-14","TSG Füchse Quedlinburg","Lilienthaler Wölfe",5,7,"False","False"
1156,26990,"2022-05-14","Unihockey Igels Dresden","Tollwut Ebersgöns",11,8,"False","False"
1044,24563,"2022-05-14","DJK Holzbüttgen","VfL Red Hocks Kaufering",8,5,"False","False"
1044,24564,"2022-05-14","SSF Dragons Bonn","Blau-Weiß 96 Schenefeld",5,3,"False","False"
1044,24562,"2022-05-14","Floor Fighters Chemnitz","TV Schriesheim",9,4,"False","False"
1044,24561,"2022-05-14","SC DHfK Leipzig","UHC Sparkasse Weißenfels",4,9,"False","False"
1044,24560,"2022-05-14","MFBC Leipzig","Red Devils Wernigerode",7,4,"False","False"
1044,24565,"2022-05-14","ETV Piranhhas Hamburg","Berlin Rockets",14,9,"False","False"
1044,24507,"2022-05-15","SSF Dragons Bonn","UHC Sparkasse Weißenfels",6,5,"True","False"
1156,27000,"2022-05-21","Lilienthaler Wölfe","TSG Füchse Quedlinburg",16,13,"False","False"
1156,26999,"2022-05-21","Tollwut Ebersgöns","Unihockey Igels Dresden",3,10,"False","False"
1156,27043,"2022-05-28","Lilienthaler Wölfe","Unihockey Igels Dresden",6,8,"False","False"
1190,27031,"2022-06-04","SC DHfK Leipzig","VfL Red Hocks Kaufering",7,6,"False","False"
1189,27030,"2022-06-04","ETV Piranhhas Hamburg","DJK Holzbüttgen",5,6,"True","False"
1156,27044,"2022-06-04","Unihockey Igels Dresden","Lilienthaler Wölfe",5,3,"False","False"
1189,27029,"2022-06-05","Floor Fighters Chemnitz","UHC Sparkasse Weißenfels",8,11,"False","False"
1189,27037,"2022-06-11","DJK Holzbüttgen","ETV Piranhhas Hamburg",5,9,"False","False"
1189,27036,"2022-06-11","UHC Sparkasse Weißenfels","Floor Fighters Chemnitz",6,5,"False","False"
1190,27032,"2022-06-11","VfL Red Hocks Kaufering","SC DHfK Leipzig",7,6,"True","False"
1190,27033,"2022-06-12","VfL Red Hocks Kaufering","SC DHfK Leipzig",4,2,"False","False"
1189,27039,"2022-06-12","DJK Holzbüttgen","ETV Piranhhas Hamburg",6,5,"False","False"
1189,27144,"2022-06-18","DJK Holzbüttgen","UHC Sparkasse Weißenfels",6,5,"True","False"
1198,27140,"2022-06-18","VfL Red Hocks Kaufering","Lilienthaler Wölfe",13,2,"False","False"
1189,27143,"2022-06-18","ETV Piranhhas Hamburg","Floor Fighters Chemnitz",2,13,"False","False"
1189,27147,"2022-06-25","UHC Sparkasse Weißenfels","DJK Holzbüttgen",3,4,"True","False"
1198,27141,"2022-06-25","Lilienthaler Wölfe","VfL Red Hocks Kaufering",7,8,"True","False"
1204,27610,"2022-09-10","Unihockey Igels Dresden","Berlin Rockets",6,5,"False","False"
1204,27614,"2022-09-10","UHC Sparkasse Weißenfels","Red Devils Wernigerode",10,3,"False","False"
1204,27613,"2022-09-10","TV Schriesheim","ETV Piranhhas Hamburg",3,6,"False","False"
1204,27612,"2022-09-10","Floor Fighters Chemnitz","DJK Holzbüttgen",6,8,"False","False"
1204,27611,"2022-09-10","SSF Dragons Bonn","Blau-Weiß 96 Schenefeld",8,3,"False","False"
1204,27615,"2022-09-11","VfL Red Hocks Kaufering","MFBC Leipzig",2,8,"False","False"
1204,27616,"2022-09-17","Blau-Weiß 96 Schenefeld","Unihockey Igels Dresden",6,7,"True","False"
1204,27619,"2022-09-17","Berlin Rockets","SSF Dragons Bonn",8,5,"False","False"
1204,27618,"2022-09-17","Red Devils Wernigerode","Floor Fighters Chemnitz",9,13,"False","False"
1204,27617,"2022-09-17","VfL Red Hocks Kaufering","TV Schriesheim",5,8,"False","False"
1204,27621,"2022-09-18","MFBC Leipzig","ETV Piranhhas Hamburg",9,5,"False","False"
1204,27620,"2022-09-18","DJK Holzbüttgen","UHC Sparkasse Weißenfels",10,3,"False","False"
1204,27624,"2022-09-24","Unihockey Igels Dresden","TV Schriesheim",4,12,"False","False"
1207,28067,"2022-09-24","FC Stern München","TSV Tollwut Ebersgöns",12,4,"False","False"
1207,28068,"2022-09-24","FC Rennsteig Avalanche","TSG Erlensee",15,13,"False","False"
1206,27205,"2022-09-24","Lilienthaler Wölfe","TV Eiche Horn Bremen",6,5,"True","False"
1206,27204,"2022-09-24","Dümptener Füchse","BSV Roxel",5,4,"False","False"
1208,27261,"2022-09-24","TSG Füchse Quedlinburg","SC DHfK Leipzig",6,11,"False","False"
1208,27260,"2022-09-24","PSV 90 Dessau","USV TU Dresden",14,3,"False","False"
1204,27622,"2022-09-24","Berlin Rockets","Floor Fighters Chemnitz",9,7,"False","False"
1204,27623,"2022-09-24","MFBC Leipzig","Blau-Weiß 96 Schenefeld",13,6,"False","False"
1204,27625,"2022-09-24","SSF Dragons Bonn","VfL Red Hocks Kaufering",7,4,"False","False"
1204,27626,"2022-09-24","DJK Holzbüttgen","Red Devils Wernigerode",8,6,"False","False"
1204,27627,"2022-09-24","ETV Piranhhas Hamburg","UHC Sparkasse Weißenfels",7,4,"False","False"
1204,27632,"2022-09-25","SSF Dragons Bonn","MFBC Leipzig",4,5,"True","False"
1204,27633,"2022-09-25","Red Devils Wernigerode","Unihockey Igels Dresden",6,7,"True","False"
1208,27262,"2022-09-25","USV Halle Saalebiber","FBC Havel",12,5,"False","False"
1204,27629,"2022-09-25","UHC Sparkasse Weißenfels","TV Schriesheim",7,5,"False","False"
1204,27630,"2022-09-25","ETV Piranhhas Hamburg","Berlin Rockets",8,10,"False","False"
1204,27631,"2022-09-25","Blau-Weiß 96 Schenefeld","DJK Holzbüttgen",5,10,"False","False"
1207,28069,"2022-09-25","Frankfurt Falcons","TSV Calw Lions",10,6,"False","False"
1206,27206,"2022-09-25","Gettorf Seahawks","Hannover Mustangs",10,8,"False","False"
1206,27207,"2022-09-25","MTV Mittelnkirchen","Baltic Storms",9,6,"False","False"
1204,27628,"2022-09-25","Floor Fighters Chemnitz","VfL Red Hocks Kaufering",6,11,"False","False"
1206,27210,"2022-10-08","Baltic Storms","Gettorf Seahawks",4,8,"False","False"
1208,27263,"2022-10-08","FBC Havel","TSG Füchse Quedlinburg",9,8,"False","False"
1204,27634,"2022-10-08","Blau-Weiß 96 Schenefeld","Red Devils Wernigerode",11,7,"False","False"
1204,27635,"2022-10-08","Unihockey Igels Dresden","ETV Piranhhas Hamburg",3,5,"False","False"
1204,27637,"2022-10-08","VfL Red Hocks Kaufering","DJK Holzbüttgen",5,7,"False","False"
1204,27638,"2022-10-08","SSF Dragons Bonn","TV Schriesheim",4,7,"False","False"
1204,27639,"2022-10-08","UHC Sparkasse Weißenfels","Floor Fighters Chemnitz",10,2,"False","False"
1206,27208,"2022-10-08","TV Eiche Horn Bremen","Dümptener Füchse",4,2,"False","False"
1207,28070,"2022-10-08","FC Rennsteig Avalanche","TSV Calw Lions",13,11,"False","False"
1207,28071,"2022-10-08","TSG Erlensee","Frankfurt Falcons",6,7,"False","False"
1208,27264,"2022-10-08","SC DHfK Leipzig","PSV 90 Dessau",2,9,"False","False"
1204,27636,"2022-10-08","Berlin Rockets","MFBC Leipzig",7,6,"True","False"
1206,27209,"2022-10-08","Hannover Mustangs","Lilienthaler Wölfe",4,14,"False","False"
1208,27265,"2022-10-09","USV TU Dresden","USV Halle Saalebiber",5,4,"True","False"
1204,27645,"2022-10-09","MFBC Leipzig","Unihockey Igels Dresden",13,2,"False","False"
1204,27644,"2022-10-09","VfL Red Hocks Kaufering","UHC Sparkasse Weißenfels",5,6,"False","False"
1204,27643,"2022-10-09","Floor Fighters Chemnitz","ETV Piranhhas Hamburg",7,7,"True","False"
1204,27642,"2022-10-09","Red Devils Wernigerode","SSF Dragons Bonn",5,6,"False","False"
1204,27641,"2022-10-09","Berlin Rockets","Blau-Weiß 96 Schenefeld",4,3,"False","False"
1204,27640,"2022-10-09","TV Schriesheim","DJK Holzbüttgen",9,12,"False","False"
1206,27211,"2022-10-09","BSV Roxel","MTV Mittelnkirchen",8,4,"False","False"
1204,27650,"2022-10-15","ETV Piranhhas Hamburg","Blau-Weiß 96 Schenefeld",9,2,"False","False"
1204,27649,"2022-10-15","TV Schriesheim","Berlin Rockets",8,7,"True","False"
1204,27648,"2022-10-15","DJK Holzbüttgen","SSF Dragons Bonn",8,1,"False","False"
1204,27647,"2022-10-15","Unihockey Igels Dresden","UHC Sparkasse Weißenfels",6,9,"False","False"
1204,27646,"2022-10-15","MFBC Leipzig","Floor Fighters Chemnitz",14,4,"False","False"
1204,27651,"2022-10-15","Red Devils Wernigerode","VfL Red Hocks Kaufering",2,5,"False","False"
1208,27267,"2022-10-22","USV Halle Saalebiber","TSG Füchse Quedlinburg",4,7,"False","False"
1208,27266,"2022-10-22","PSV 90 Dessau","FBC Havel",16,3,"False","False"
1206,27213,"2022-10-22","Lilienthaler Wölfe","BSV Roxel",8,6,"False","False"
1206,27214,"2022-10-22","MTV Mittelnkirchen","Hannover Mustangs",10,11,"False","False"
1204,27652,"2022-10-22","MFBC Leipzig","Red Devils Wernigerode",16,2,"False","False"
1204,27653,"2022-10-22","VfL Red Hocks Kaufering","Unihockey Igels Dresden",7,2,"False","False"
1207,28073,"2022-10-22","FC Rennsteig Avalanche","Frankfurt Falcons",14,13,"False","False"
1207,28072,"2022-10-22","FC Stern München","TSV Calw Lions",12,4,"False","False"
1206,27212,"2022-10-22","Dümptener Füchse","Baltic Storms",4,3,"True","False"
1206,27215,"2022-10-23","Gettorf Seahawks","TV Eiche Horn Bremen",4,5,"False","False"
1208,27268,"2022-10-23","USV TU Dresden","SC DHfK Leipzig",7,14,"False","False"
1204,27654,"2022-10-23","DJK Holzbüttgen","ETV Piranhhas Hamburg",8,4,"False","False"
1204,27655,"2022-10-23","Blau-Weiß 96 Schenefeld","TV Schriesheim",7,10,"False","False"
1204,27656,"2022-10-23","Floor Fighters Chemnitz","SSF Dragons Bonn",6,7,"True","False"
1204,27657,"2022-10-23","UHC Sparkasse Weißenfels","Berlin Rockets",7,3,"False","False"
1207,28074,"2022-10-23","TSV Tollwut Ebersgöns","ESV Ingolstadt Schanzer Ducks",13,9,"False","False"
1207,28075,"2022-10-30","TSV Tollwut Ebersgöns","TSV Calw Lions",5,2,"False","False"
1207,28076,"2022-11-05","ESV Ingolstadt Schanzer Ducks","FC Stern München",3,17,"False","False"
1208,27269,"2022-11-26","SC DHfK Leipzig","USV Halle Saalebiber",14,4,"False","False"
1207,28078,"2022-11-26","ESV Ingolstadt Schanzer Ducks","FC Rennsteig Avalanche",15,10,"False","False"
1207,28077,"2022-11-26","TSV Calw Lions","TSG Erlensee",9,5,"False","False"
1206,27217,"2022-11-26","BSV Roxel","Gettorf Seahawks",8,3,"False","False"
1204,27658,"2022-11-26","Berlin Rockets","DJK Holzbüttgen",5,8,"False","False"
1204,27660,"2022-11-26","TV Schriesheim","MFBC Leipzig",9,10,"False","False"
1204,27661,"2022-11-26","Unihockey Igels Dresden","Floor Fighters Chemnitz",7,9,"False","False"
1204,27662,"2022-11-26","Red Devils Wernigerode","ETV Piranhhas Hamburg",8,7,"False","False"
1204,27663,"2022-11-26","SSF Dragons Bonn","UHC Sparkasse Weißenfels",6,8,"False","False"
1206,27216,"2022-11-26","TV Eiche Horn Bremen","MTV Mittelnkirchen",3,6,"False","False"
1204,27659,"2022-11-26","Blau-Weiß 96 Schenefeld","VfL Red Hocks Kaufering",7,10,"False","False"
1208,27270,"2022-11-26","FBC Havel","USV TU Dresden",3,12,"False","False"
1206,27219,"2022-11-27","Baltic Storms","Lilienthaler Wölfe",3,9,"False","False"
1206,27218,"2022-11-27","Hannover Mustangs","Dümptener Füchse",9,13,"False","False"
1207,28079,"2022-11-27","TSV Tollwut Ebersgöns","Frankfurt Falcons",5,5,"True","False"
1204,27666,"2022-11-27","MFBC Leipzig","DJK Holzbüttgen",9,5,"False","False"
1204,27667,"2022-11-27","UHC Sparkasse Weißenfels","Blau-Weiß 96 Schenefeld",9,4,"False","False"
1204,27669,"2022-11-27","SSF Dragons Bonn","Unihockey Igels Dresden",5,9,"False","False"
1204,27668,"2022-11-27","Floor Fighters Chemnitz","TV Schriesheim",6,7,"False","False"
1204,27664,"2022-11-27","ETV Piranhhas Hamburg","VfL Red Hocks Kaufering",6,5,"False","False"
1204,27665,"2022-11-27","Berlin Rockets","Red Devils Wernigerode",8,7,"True","False"
1208,27271,"2022-11-27","TSG Füchse Quedlinburg","PSV 90 Dessau",6,5,"False","False"
1204,27672,"2022-12-03","DJK Holzbüttgen","Unihockey Igels Dresden",10,4,"False","False"
1208,27272,"2022-12-03","PSV 90 Dessau","USV Halle Saalebiber",7,6,"True","False"
1208,27273,"2022-12-03","FBC Havel","SC DHfK Leipzig",10,8,"False","False"
1206,27222,"2022-12-03","Baltic Storms","TV Eiche Horn Bremen",7,10,"False","False"
1206,27221,"2022-12-03","Hannover Mustangs","BSV Roxel",14,13,"False","False"
1206,27220,"2022-12-03","MTV Mittelnkirchen","Dümptener Füchse",4,8,"False","False"
1207,28080,"2022-12-03","FC Stern München","Frankfurt Falcons",15,0,"False","False"
1207,28081,"2022-12-03","TSG Erlensee","ESV Ingolstadt Schanzer Ducks",7,4,"False","False"
1204,27670,"2022-12-03","MFBC Leipzig","UHC Sparkasse Weißenfels",7,5,"False","False"
1204,27671,"2022-12-03","VfL Red Hocks Kaufering","Berlin Rockets",6,7,"True","False"
1204,27673,"2022-12-03","ETV Piranhhas Hamburg","SSF Dragons Bonn",7,6,"True","False"
1204,27674,"2022-12-03","Blau-Weiß 96 Schenefeld","Floor Fighters Chemnitz",4,5,"False","False"
1208,27274,"2022-12-04","USV TU Dresden","TSG Füchse Quedlinburg",4,5,"False","False"
1206,27223,"2022-12-04","Gettorf Seahawks","Lilienthaler Wölfe",10,12,"False","False"
1204,27675,"2022-12-04","Red Devils Wernigerode","TV Schriesheim",7,8,"False","False"
1206,27225,"2022-12-10","TV Eiche Horn Bremen","Hannover Mustangs",9,7,"False","False"
1207,28084,"2022-12-10","TSG Erlensee","FC Stern München",8,13,"False","False"
1207,28083,"2022-12-10","FC Rennsteig Avalanche","TSV Tollwut Ebersgöns",14,13,"True","False"
1207,28082,"2022-12-10","Frankfurt Falcons","ESV Ingolstadt Schanzer Ducks",5,4,"False","False"
1208,27275,"2022-12-10","TSG Füchse Quedlinburg","FBC Havel",12,5,"False","False"
1206,27224,"2022-12-10","Dümptener Füchse","Gettorf Seahawks",11,8,"False","False"
1204,27679,"2022-12-10","Red Devils Wernigerode","DJK Holzbüttgen",3,5,"False","False"
1204,27678,"2022-12-10","VfL Red Hocks Kaufering","SSF Dragons Bonn",6,5,"False","False"
1204,27677,"2022-12-10","Blau-Weiß 96 Schenefeld","MFBC Leipzig",4,14,"False","False"
1206,27226,"2022-12-10","MTV Mittelnkirchen","Lilienthaler Wölfe",8,13,"False","False"
1204,27680,"2022-12-10","TV Schriesheim","Unihockey Igels Dresden",9,10,"False","False"
1204,27685,"2022-12-11","DJK Holzbüttgen","Blau-Weiß 96 Schenefeld",3,6,"False","False"
1204,27686,"2022-12-11","Unihockey Igels Dresden","MFBC Leipzig",5,14,"False","False"
1206,27227,"2022-12-11","Baltic Storms","BSV Roxel",7,12,"False","False"
1208,27276,"2022-12-11","USV TU Dresden","PSV 90 Dessau",4,8,"False","False"
1204,27683,"2022-12-11","TV Schriesheim","SSF Dragons Bonn",10,8,"False","False"
1206,27228,"2023-01-07","Dümptener Füchse","Lilienthaler Wölfe",4,5,"True","False"
1204,27687,"2023-01-07","Red Devils Wernigerode","Berlin Rockets",8,11,"False","False"
1204,27689,"2023-01-07","VfL Red Hocks Kaufering","Blau-Weiß 96 Schenefeld",20,2,"False","False"
1204,27688,"2023-01-07","SSF Dragons Bonn","ETV Piranhhas Hamburg",4,9,"False","False"
1204,27691,"2023-01-07","Floor Fighters Chemnitz","Unihockey Igels Dresden",6,5,"False","False"
1207,28085,"2023-01-07","FC Stern München","FC Rennsteig Avalanche",22,4,"False","False"
1204,27692,"2023-01-08","MFBC Leipzig","TV Schriesheim",9,5,"False","False"
1207,28086,"2023-01-08","ESV Ingolstadt Schanzer Ducks","TSV Calw Lions",5,3,"False","False"
1206,27231,"2023-01-08","BSV Roxel","TV Eiche Horn Bremen",9,3,"False","False"
1206,27230,"2023-01-08","Hannover Mustangs","Baltic Storms",21,17,"False","False"
1206,27229,"2023-01-08","Gettorf Seahawks","MTV Mittelnkirchen",11,12,"False","False"
1204,27676,"2023-01-08","Floor Fighters Chemnitz","Berlin Rockets",7,10,"False","False"
1204,27690,"2023-01-08","UHC Sparkasse Weißenfels","DJK Holzbüttgen",5,4,"False","False"
1204,27695,"2023-01-14","Unihockey Igels Dresden","SSF Dragons Bonn",4,5,"False","False"
1204,27694,"2023-01-14","Blau-Weiß 96 Schenefeld","ETV Piranhhas Hamburg",5,10,"False","False"
1204,27693,"2023-01-14","Floor Fighters Chemnitz","Red Devils Wernigerode",5,7,"False","False"
1204,27696,"2023-01-14","Berlin Rockets","VfL Red Hocks Kaufering",4,9,"False","False"
1204,27698,"2023-01-14","UHC Sparkasse Weißenfels","MFBC Leipzig",7,5,"False","False"
1206,27233,"2023-01-14","TV Eiche Horn Bremen","BSV Roxel",6,9,"False","False"
1207,28087,"2023-01-14","TSV Tollwut Ebersgöns","FC Stern München",4,6,"False","False"
1208,27277,"2023-01-14","FBC Havel","USV Halle Saalebiber",6,7,"False","False"
1207,28088,"2023-01-14","TSV Calw Lions","Frankfurt Falcons",9,6,"False","False"
1206,27234,"2023-01-14","Baltic Storms","MTV Mittelnkirchen",7,6,"False","False"
1206,27235,"2023-01-14","Lilienthaler Wölfe","Hannover Mustangs",12,7,"False","False"
1206,27232,"2023-01-14","Gettorf Seahawks","Dümptener Füchse",3,11,"False","False"
1207,28089,"2023-01-14","TSG Erlensee","FC Rennsteig Avalanche",14,10,"False","False"
1204,27697,"2023-01-14","DJK Holzbüttgen","TV Schriesheim",8,4,"False","False"
1204,27701,"2023-01-15","TV Schriesheim","Floor Fighters Chemnitz",10,6,"False","False"
1204,27703,"2023-01-15","SSF Dragons Bonn","Berlin Rockets",8,11,"False","False"
1204,27700,"2023-01-15","UHC Sparkasse Weißenfels","VfL Red Hocks Kaufering",7,6,"False","False"
1204,27699,"2023-01-15","ETV Piranhhas Hamburg","MFBC Leipzig",12,3,"False","False"
1208,27278,"2023-01-15","SC DHfK Leipzig","TSG Füchse Quedlinburg",10,7,"False","False"
1204,27702,"2023-01-15","Red Devils Wernigerode","Blau-Weiß 96 Schenefeld",4,3,"False","False"
1204,27704,"2023-01-15","Unihockey Igels Dresden","DJK Holzbüttgen",5,10,"False","False"
1204,27684,"2023-01-22","ETV Piranhhas Hamburg","Red Devils Wernigerode",8,7,"True","False"
1204,27682,"2023-01-22","VfL Red Hocks Kaufering","Floor Fighters Chemnitz",4,9,"False","False"
1207,28090,"2023-01-28","Frankfurt Falcons","FC Rennsteig Avalanche",12,3,"False","False"
1207,28091,"2023-01-28","ESV Ingolstadt Schanzer Ducks","TSV Tollwut Ebersgöns",6,11,"False","False"
1204,27709,"2023-01-28","DJK Holzbüttgen","Floor Fighters Chemnitz",10,5,"False","False"
1204,27708,"2023-01-28","ETV Piranhhas Hamburg","Unihockey Igels Dresden",6,3,"False","False"
1204,27707,"2023-01-28","Berlin Rockets","TV Schriesheim",9,3,"False","False"
1204,27706,"2023-01-28","MFBC Leipzig","SSF Dragons Bonn",12,0,"False","False"
1206,27237,"2023-01-28","MTV Mittelnkirchen","BSV Roxel",8,5,"False","False"
1204,27705,"2023-01-28","Blau-Weiß 96 Schenefeld","UHC Sparkasse Weißenfels",4,7,"False","False"
1208,27280,"2023-01-28","USV Halle Saalebiber","USV TU Dresden",10,6,"False","False"
1206,27238,"2023-01-28","Lilienthaler Wölfe","Dümptener Füchse",9,4,"False","False"
1208,27279,"2023-01-28","PSV 90 Dessau","SC DHfK Leipzig",7,6,"True","False"
1207,28092,"2023-01-28","TSV Calw Lions","FC Stern München",3,10,"False","False"
1206,27236,"2023-01-29","Gettorf Seahawks","Baltic Storms",2,0,"False","False"
1204,29335,"2023-01-29","Berlin Rockets","UHC Sparkasse Weißenfels",2,9,"False","False"
1204,27710,"2023-01-29","VfL Red Hocks Kaufering","Red Devils Wernigerode",9,8,"True","False"
1206,27239,"2023-01-29","Hannover Mustangs","TV Eiche Horn Bremen",8,7,"False","False"
1204,27711,"2023-01-29","SSF Dragons Bonn","Floor Fighters Chemnitz",7,9,"False","False"
1207,28093,"2023-02-05","TSV Tollwut Ebersgöns","TSG Erlensee",7,12,"False","False"
1206,27242,"2023-02-11","TV Eiche Horn Bremen","Baltic Storms",8,3,"False","False"
1206,27241,"2023-02-11","BSV Roxel","Lilienthaler Wölfe",3,12,"False","False"
1206,27240,"2023-02-11","Dümptener Füchse","Hannover Mustangs",10,5,"False","False"
1204,27712,"2023-02-11","SSF Dragons Bonn","DJK Holzbüttgen",3,5,"False","False"
1204,27713,"2023-02-11","ETV Piranhhas Hamburg","Floor Fighters Chemnitz",10,6,"False","False"
1204,27714,"2023-02-11","TV Schriesheim","Red Devils Wernigerode",7,8,"False","False"
1207,28094,"2023-02-11","Frankfurt Falcons","TSV Tollwut Ebersgöns",7,6,"True","False"
1207,28095,"2023-02-11","TSV Calw Lions","FC Rennsteig Avalanche",7,8,"False","False"
1208,27281,"2023-02-11","FBC Havel","PSV 90 Dessau",8,5,"False","False"
