ID,Date,League,Team1,Team2,GT1,GT2,HGF,DGF
13372,2018-04-21,1. FBL - Playoffs,UHC Sparkasse Weißenfels,ETV Piranhhas Hamburg,9,4,T,F
13316,2018-04-21,Herren Großfeld Regionalliga Playoffs,SCS Berlin,SG Potsdam/Mellensee,6,3,T,F
13376,2018-04-22,1. FBL - Playoffs,TV Lilienthal,Red Devils Wernigerode,9,3,T,F
13389,2018-04-22,2. FBL - Playoffs,TV Eiche Horn Bremen,DJK Holzbüttgen,2,3,T,F
13410,2018-04-22,Herren Großfeld Regionalliga Playoffs,SG Potsdam/Mellensee,BAT Berlin III,4,6,T,F
13411,2018-04-22,Herren Großfeld Regionalliga Playoffs,SCS Berlin,Floorball Turtles Berlin,8,7,T,F
13379,2018-04-22,1. FBL - Playdowns,Blau-Weiß 96 Schenefeld,TV Schriesheim,7,6,T,F
13467,2018-05-05,Relegation RL/VL Herren,UV Zwigge 07,SG Harzgerode/Großörner,4,6,T,F
13428,2018-05-05,1. FBL - Playoffs,TV Lilienthal,UHC Sparkasse Weißenfels,5,7,T,F
13427,2018-05-06,1. FBL - Playoffs,Red Devils Wernigerode,ETV Piranhhas Hamburg,9,5,T,F
13433,2018-05-06,Relegation 1. FBL / 2. FBL,Blau-Weiß 96 Schenefeld,TV Eiche Horn Bremen,8,7,T,F
13429,2018-05-12,1. FBL - Playoffs,UHC Sparkasse Weißenfels,TV Lilienthal,11,6,T,F
13431,2018-05-12,Relegation 1. FBL / 2. FBL,TV Eiche Horn Bremen,Blau-Weiß 96 Schenefeld,3,8,T,F
13468,2018-05-12,Relegation RL/VL Herren,SG Harzgerode/Großörner,UV Zwigge 07,9,7,T,F
13421,2018-05-13,Regionalligameisterschaft Süd/Ost,FC Stern München I,PSV 90 Dessau,4,2,T,F
13422,2018-05-13,Regionalligameisterschaft Süd/Ost,SCS Berlin,TSV Calw Lions,10,5,T,F
13563,2018-05-19,Regionalligameisterschaft Süd/Ost,FC Stern München I,SCS Berlin,4,7,T,F
13620,2018-05-27,Relegation 2. FBL / RL,USV TU Dresden,FC Stern München I,6,7,T,F
13621,2018-06-02,Relegation 2. FBL / RL,FC Stern München I,USV TU Dresden,12,5,T,F
14316,2018-09-08,1. FBL,TV Lilienthal,MFBC Leipzig,6,15,T,F
15079,2018-09-08,FD-Pokal Herren,BTG Teutonia Bielefeld,SG Mellensee/Rangsdorf,2,1,T,F
15074,2018-09-08,FD-Pokal Herren,TSV Hochdahl,TV Schriesheim,1,13,T,F
14315,2018-09-08,1. FBL,Blau-Weiß 96 Schenefeld,UHC Sparkasse Weißenfels,7,15,T,F
15084,2018-09-08,FD-Pokal Herren,Hannover 96 II,TV Eiche Horn Bremen,0,28,T,F
14314,2018-09-09,1. FBL,DJK Holzbüttgen,ETV Piranhhas Hamburg,2,7,T,F
15085,2018-09-09,FD-Pokal Herren,Black Pitballs Sankt. Wendel,FC Stern München,1,29,T,F
14317,2018-09-09,1. FBL,BAT Berlin,Floor Fighters Chemnitz,5,4,T,F
15078,2018-09-09,FD-Pokal Herren,Floorball Mainz,Floorball Bautzen,1,6,T,F
14318,2018-09-09,1. FBL,Red Devils Wernigerode,VfL Red Hocks Kaufering,13,6,T,F
14461,2018-09-15,2. FBL Süd/Ost,FC Rennsteig Avalanche,USV Halle Saalebiber,11,5,T,F
13924,2018-09-15,Herren Regionalliga Nord,ETV Piranhhas 2,Seabulls,5,6,T,F
13925,2018-09-15,Herren Regionalliga Nord,SG Bordesholm/Preetz/Gaarden,PSV Flensburg,4,1,T,F
13926,2018-09-15,Herren Regionalliga Nord,TSC Wellingsbüttel,BW96 Schenefeld 2,11,5,T,F
14405,2018-09-15,2. FBL Nord/West,Baltic Storms,TV Eiche Horn Bremen,3,6,T,F
14322,2018-09-15,1. FBL,ETV Piranhhas Hamburg,TV Lilienthal,4,7,T,F
14320,2018-09-15,1. FBL,Red Devils Wernigerode,MFBC Leipzig,4,6,T,F
14319,2018-09-15,1. FBL,Blau-Weiß 96 Schenefeld,DJK Holzbüttgen,8,4,T,F
14630,2018-09-15,RL West (Hessen) - Herren GF,TSV 1899 Griedel,Floorball Mainz,13,5,T,F
14631,2018-09-15,RL West (Hessen) - Herren GF,Frankfurt Falcons,TSG Erlensee 1874,2,10,T,F
15274,2018-09-15,Regionalliga Ost Herren,UHC Sparkasse Weißenfels II,MFBC Schkeuditz/Leipzig,2,8,T,F
15273,2018-09-15,Regionalliga Ost Herren,USV TU Dresden,Floor Fighters Chemnitz II,4,6,T,F
14323,2018-09-16,1. FBL,Floor Fighters Chemnitz,UHC Sparkasse Weißenfels,5,10,T,F
14324,2018-09-16,1. FBL,VfL Red Hocks Kaufering,BAT Berlin,2,4,T,F
14406,2018-09-16,2. FBL Nord/West,Tollwut Ebersgöns,SSF Dragons Bonn,3,4,T,F
14408,2018-09-16,2. FBL Nord/West,BSV Roxel,Dümptener Füchse,3,8,T,F
14407,2018-09-16,2. FBL Nord/West,Gettorf Seahawks,Hannover 96,8,3,T,F
15275,2018-09-16,Regionalliga Ost Herren,Red Devils Wernigerode U23,USV Halle Saalebiber II,9,3,T,F
14462,2018-09-16,2. FBL Süd/Ost,Donau-Floorball Ingolstadt/Nordheim,USV Halle Saalebiber,5,8,T,F
14463,2018-09-16,2. FBL Süd/Ost,SC DHfK Leipzig,UHC Döbeln 06,8,6,T,F
14464,2018-09-16,2. FBL Süd/Ost,Unihockey Igels Dresden,SCS Berlin,5,4,T,F
14465,2018-09-16,2. FBL Süd/Ost,TV Schriesheim,FC Stern München,15,5,T,F
15276,2018-09-16,Regionalliga Ost Herren,PSV 90 Dessau,TSG Füchse I,8,3,T,F
14410,2018-09-22,2. FBL Nord/West,Dümptener Füchse,SSF Dragons Bonn,5,6,T,F
15278,2018-09-22,Regionalliga Ost Herren,MFBC Schkeuditz/Leipzig,USV TU Dresden,3,6,T,F
14469,2018-09-22,2. FBL Süd/Ost,FC Stern München,Unihockey Igels Dresden,9,6,T,F
14468,2018-09-22,2. FBL Süd/Ost,USV Halle Saalebiber,UHC Döbeln 06,8,6,T,F
14467,2018-09-22,2. FBL Süd/Ost,FC Rennsteig Avalanche,Donau-Floorball Ingolstadt/Nordheim,12,5,T,F
14466,2018-09-22,2. FBL Süd/Ost,SCS Berlin,TV Schriesheim,3,15,T,F
14325,2018-09-22,1. FBL,TV Lilienthal,Blau-Weiß 96 Schenefeld,6,4,T,F
14327,2018-09-22,1. FBL,Red Devils Wernigerode,ETV Piranhhas Hamburg,8,4,T,F
14409,2018-09-22,2. FBL Nord/West,Hannover 96,Baltic Storms,5,10,T,F
14328,2018-09-22,1. FBL,BAT Berlin,MFBC Leipzig,2,4,T,F
14329,2018-09-22,1. FBL,VfL Red Hocks Kaufering,Floor Fighters Chemnitz,6,6,T,F
15277,2018-09-22,Regionalliga Ost Herren,UHC Elster,Floor Fighters Chemnitz II,4,6,T,F
14411,2018-09-22,2. FBL Nord/West,TV Eiche Horn Bremen,Gettorf Seahawks,9,2,T,F
14326,2018-09-22,1. FBL,UHC Sparkasse Weißenfels,DJK Holzbüttgen,18,5,T,F
14330,2018-09-23,1. FBL,DJK Holzbüttgen,TV Lilienthal,3,4,T,F
14331,2018-09-23,1. FBL,MFBC Leipzig,Floor Fighters Chemnitz,13,4,T,F
14470,2018-09-23,2. FBL Süd/Ost,SC DHfK Leipzig,TV Schriesheim,8,7,T,F
14332,2018-09-23,1. FBL,ETV Piranhhas Hamburg,BAT Berlin,1,2,T,F
15280,2018-09-23,Regionalliga Ost Herren,PSV 90 Dessau,USV Halle Saalebiber II,8,5,T,F
15279,2018-09-23,Regionalliga Ost Herren,TSG Füchse I,Red Devils Wernigerode U23,8,8,T,F
14333,2018-09-29,1. FBL,BAT Berlin,Blau-Weiß 96 Schenefeld,4,5,T,F
14472,2018-09-29,2. FBL Süd/Ost,TV Schriesheim,UHC Döbeln 06,17,0,T,F
14473,2018-09-29,2. FBL Süd/Ost,USV Halle Saalebiber,SC DHfK Leipzig,4,3,T,F
15282,2018-09-29,Regionalliga Ost Herren,Red Devils Wernigerode U23,UHC Elster,8,0,T,F
14334,2018-09-29,1. FBL,UHC Sparkasse Weißenfels,TV Lilienthal,7,6,T,F
14471,2018-09-29,2. FBL Süd/Ost,FC Stern München,SCS Berlin,3,4,T,F
14335,2018-09-29,1. FBL,Red Devils Wernigerode,DJK Holzbüttgen,9,4,T,F
16053,2018-09-29,Jamasi Regionalliga Nordwest Herren,TV Eiche Horn Bremen,ATS Buntentor Knights,5,8,T,F
16052,2018-09-29,Jamasi Regionalliga Nordwest Herren,SG Seebergen/Lilienthal,Hannover Mustangs,9,14,T,F
15214,2018-09-29,Verbandsliga Ost Herren St. 1,Floorball Bautzen,SSV Heidenau,7,6,T,F
14336,2018-09-29,1. FBL,VfL Red Hocks Kaufering,MFBC Leipzig,6,12,T,F
13779,2018-09-29,Regionalliga Süd Staffel Bayern Süd,Donau Floorball Ingolstadt/Nordheim II / Haunwöhr,TV Augsburg,12,2,T,F
13778,2018-09-29,Regionalliga Süd Staffel Bayern Süd,Nut´s 04 Nürnberg,VfL Red Hocks Kaufering II,3,5,T,F
14826,2018-09-29,Regionalliga Süd: Staffel BW,United Lakers Konstanz,TSV Calw Lions,4,3,T,F
14825,2018-09-29,Regionalliga Süd: Staffel BW,Sportvg Feuerbach 2,DJK Giants Karlsruhe-Ost,1,6,T,F
15281,2018-09-29,Regionalliga Ost Herren,PSV 90 Dessau,UHC Sparkasse Weißenfels II,6,7,T,F
14413,2018-09-29,2. FBL Nord/West,Dümptener Füchse,TV Eiche Horn Bremen,5,3,T,F
14414,2018-09-29,2. FBL Nord/West,SSF Dragons Bonn,Baltic Storms,5,1,T,F
15213,2018-09-29,Verbandsliga Ost Herren St. 1,Unihockey Igels Dresden II,UHC Döbeln 06 II,9,3,T,F
14632,2018-09-29,RL West (Hessen) - Herren GF,MTV 1846 Gießen,SV Espenau Rangers,1,10,T,F
14635,2018-09-30,RL West (Hessen) - Herren GF,TSV 1899 Griedel,MTV 1846 Gießen,19,1,T,F
14908,2018-09-30,Regionalliga NRW Herren,SSF Dragons Bonn 2,DJK Holzbüttgen 2,5,4,T,F
14910,2018-09-30,Regionalliga NRW Herren,TSV Hochdahl,DJK Holzbüttgen 2,0,1,T,F
14634,2018-09-30,RL West (Hessen) - Herren GF,Frankfurt Falcons,Floorball Mainz,11,8,T,F
14633,2018-09-30,RL West (Hessen) - Herren GF,TSG Erlensee 1874,SV Espenau Rangers,10,1,T,F
14909,2018-09-30,Regionalliga NRW Herren,TSV Hochdahl,SSF Dragons Bonn 2,2,3,T,F
14416,2018-09-30,2. FBL Nord/West,BSV Roxel,Hannover 96,9,4,T,F
15284,2018-09-30,Regionalliga Ost Herren,USV Halle Saalebiber II,USV TU Dresden,3,8,T,F
15244,2018-09-30,Verbandsliga Ost Herren St. 2,TSG Füchse II,Floorball Grizzlys Salzwedel,3,2,T,F
15243,2018-09-30,Verbandsliga Ost Herren St. 2,Floorball Tigers Magdeburg,Black Lions Landsberg,6,4,T,F
14475,2018-09-30,2. FBL Süd/Ost,SC DHfK Leipzig,Unihockey Igels Dresden,4,2,T,F
14474,2018-09-30,2. FBL Süd/Ost,Donau-Floorball Ingolstadt/Nordheim,SCS Berlin,5,4,T,F
14337,2018-09-30,1. FBL,Blau-Weiß 96 Schenefeld,Red Devils Wernigerode,6,11,T,F
14338,2018-09-30,1. FBL,Floor Fighters Chemnitz,ETV Piranhhas Hamburg,9,4,T,F
14339,2018-09-30,1. FBL,VfL Red Hocks Kaufering,UHC Sparkasse Weißenfels,7,8,T,F
14415,2018-09-30,2. FBL Nord/West,Tollwut Ebersgöns,Baltic Storms,9,5,T,F
15283,2018-09-30,Regionalliga Ost Herren,Floor Fighters Chemnitz II,TSG Füchse I,3,7,T,F
16195,2018-10-06,FD-Pokal Herren,VfL Red Hocks Kaufering II,Frankfurt Falcons,10,0,T,F
16182,2018-10-06,FD-Pokal Herren,SG UHC Berlin/VfL Tegel,BTG Teutonia Bielefeld,7,1,T,F
16183,2018-10-06,FD-Pokal Herren,MTV Mittelnkirchen,Hannover 96,4,10,T,F
16184,2018-10-06,FD-Pokal Herren,ASV Köln,TV Schriesheim,1,18,T,F
16185,2018-10-06,FD-Pokal Herren,Floorball Bautzen,Floor Fighters Chemnitz,3,11,T,F
16186,2018-10-06,FD-Pokal Herren,SV Espenau Rangers,FC Rennsteig Avalanche,8,21,T,F
16187,2018-10-06,FD-Pokal Herren,Black Panthers Altenbochum,UHC Elster,1,11,T,F
16189,2018-10-06,FD-Pokal Herren,Gettorf Seahawks,Dümptener Füchse,6,5,T,F
16190,2018-10-06,FD-Pokal Herren,Unihockey Igels Dresden,SSF Dragons Bonn,3,12,T,F
16191,2018-10-06,FD-Pokal Herren,TB Uphusen Vikings,BAT Berlin,3,11,T,F
16198,2018-10-06,FD-Pokal Herren,Floorball Tigers Magdeburg,Blau-Weiß 96 Schenefeld,4,13,T,F
16197,2018-10-06,FD-Pokal Herren,USV Halle Saalebiber,SCS Berlin,12,2,T,F
16196,2018-10-06,FD-Pokal Herren,Hannover Mustangs,BSV Roxel,16,10,T,F
16192,2018-10-06,FD-Pokal Herren,SG Seebergen/Lilienthal,Floorball Grizzlys Salzwedel,16,2,T,F
16181,2018-10-06,FD-Pokal Herren,MFBC Schkeuditz/Leipzig,Tollwut Ebersgöns,5,9,T,F
16180,2018-10-06,FD-Pokal Herren,SSF Dragons Bonn 2,TSG Erlensee 1874,4,9,T,F
16193,2018-10-06,FD-Pokal Herren,ETV Piranhhas Hamburg,TV Lilienthal,5,9,T,F
16270,2018-10-06,FD-Pokal Herren,Black Lions Landsberg,SC Potsdam,7,4,T,F
16207,2018-10-06,FD-Pokal Herren,USV Jena,Elbfüchse Radebeul,43,0,T,F
16194,2018-10-06,FD-Pokal Herren,Red Devils Wernigerode U23,Baltic Storms,5,11,T,F
16210,2018-10-06,FD-Pokal Herren,BAT U21 Berlin,TV Dinklage,5,2,T,F
16271,2018-10-06,FD-Pokal Herren,ETV Piranhhas 2,Eisbären Juniors,8,4,T,F
16203,2018-10-07,FD-Pokal Herren,VfL Red Hocks Kaufering,SC DHfK Leipzig,6,2,T,F
16202,2018-10-07,FD-Pokal Herren,TSV 1899 Griedel,DJK Holzbüttgen,6,7,T,F
16201,2018-10-07,FD-Pokal Herren,TV Augsburg,UHC Sparkasse Weißenfels,3,31,T,F
16208,2018-10-07,FD-Pokal Herren,SG Schriesheim/Mannheim,MFBC Leipzig,1,19,T,F
16209,2018-10-07,FD-Pokal Herren,Sportvg Feuerbach,TSV Calw Lions,4,3,T,F
16206,2018-10-07,FD-Pokal Herren,TSC Wellingsbüttel,TV Eiche Horn Bremen,2,22,T,F
16204,2018-10-07,FD-Pokal Herren,UHC Sparkasse Weißenfels II,UHC Döbeln 06,5,3,T,F
16200,2018-10-07,FD-Pokal Herren,Donau-Floorball Ingolstadt/Nordheim,FC Stern München,12,8,T,F
16199,2018-10-07,FD-Pokal Herren,SV 03 Tübingen Sharks,Lumberjacks Rohrdorf,6,5,T,F
16205,2018-10-07,FD-Pokal Herren,PSV 90 Dessau,Red Devils Wernigerode,6,15,T,F
15215,2018-10-13,Verbandsliga Ost Herren St. 1,UV Zwigge 07,UHC Döbeln 06 II,5,4,T,F
13781,2018-10-13,Regionalliga Süd Staffel Bayern Süd,VfL Red Hocks Kaufering II,Lumberjacks Rohrdorf,5,6,T,F
16054,2018-10-13,Jamasi Regionalliga Nordwest Herren,TV Eiche Horn Bremen,MTV Mittelnkirchen,2,3,T,F
16055,2018-10-13,Jamasi Regionalliga Nordwest Herren,ATS Buntentor Knights,Hannover Mustangs,4,7,T,F
16056,2018-10-13,Jamasi Regionalliga Nordwest Herren,Hannover 96 III,Hannover 96 II,3,10,T,F
13780,2018-10-13,Regionalliga Süd Staffel Bayern Süd,TV Augsburg,Nut´s 04 Nürnberg,4,3,T,F
15991,2018-10-13,Herren Großfeld Regionalliga,SG UHC Berlin/VfL Tegel,BAT U21 Berlin,5,4,T,F
15992,2018-10-13,Herren Großfeld Regionalliga,SSV Rapid,SC Potsdam,4,5,T,F
15993,2018-10-13,Herren Großfeld Regionalliga,BAT III Berlin,Floorball Turtles Berlin,3,0,T,F
15216,2018-10-13,Verbandsliga Ost Herren St. 1,USV Jena,Unihockey Igels Dresden II,5,7,T,F
14419,2018-10-13,2. FBL Nord/West,TV Eiche Horn Bremen,SSF Dragons Bonn,7,6,T,F
15286,2018-10-13,Regionalliga Ost Herren,Red Devils Wernigerode U23,USV TU Dresden,1,7,T,F
14418,2018-10-13,2. FBL Nord/West,Hannover 96,Tollwut Ebersgöns,3,7,T,F
14417,2018-10-13,2. FBL Nord/West,Gettorf Seahawks,Dümptener Füchse,5,6,T,F
14343,2018-10-13,1. FBL,Red Devils Wernigerode,TV Lilienthal,8,7,T,F
14342,2018-10-13,1. FBL,ETV Piranhhas Hamburg,VfL Red Hocks Kaufering,4,5,T,F
14340,2018-10-13,1. FBL,Blau-Weiß 96 Schenefeld,Floor Fighters Chemnitz,6,7,T,F
14913,2018-10-13,Regionalliga NRW Herren,DJK Holzbüttgen 2,ASV Köln,2,3,T,F
14636,2018-10-13,RL West (Hessen) - Herren GF,Frankfurt Falcons,SV Espenau Rangers,13,9,T,F
14912,2018-10-13,Regionalliga NRW Herren,DJK Holzbüttgen 2,TSV Hochdahl,0,2,T,F
14911,2018-10-13,Regionalliga NRW Herren,TSV Hochdahl,ASV Köln,2,2,T,F
15285,2018-10-13,Regionalliga Ost Herren,TSG Füchse I,MFBC Schkeuditz/Leipzig,7,5,T,F
14477,2018-10-13,2. FBL Süd/Ost,Donau-Floorball Ingolstadt/Nordheim,TV Schriesheim,5,19,T,F
14478,2018-10-13,2. FBL Süd/Ost,SC DHfK Leipzig,FC Rennsteig Avalanche,14,9,T,F
14479,2018-10-13,2. FBL Süd/Ost,UHC Döbeln 06,FC Stern München,4,7,T,F
14637,2018-10-13,RL West (Hessen) - Herren GF,Floorball Mainz,MTV 1846 Gießen,5,14,T,F
14638,2018-10-13,RL West (Hessen) - Herren GF,TSG Erlensee 1874,TSV 1899 Griedel,5,8,T,F
14341,2018-10-13,1. FBL,MFBC Leipzig,UHC Sparkasse Weißenfels,4,5,T,F
14420,2018-10-14,2. FBL Nord/West,Baltic Storms,Dümptener Füchse,4,6,T,F
14827,2018-10-14,Regionalliga Süd: Staffel BW,Sportvg Feuerbach 2,SV 03 Tübingen Sharks,2,3,T,F
14639,2018-10-14,RL West (Hessen) - Herren GF,Frankfurt Falcons,MTV 1846 Gießen,8,7,T,F
14829,2018-10-14,Regionalliga Süd: Staffel BW,TSV Calw Lions,DJK Giants Karlsruhe-Ost,3,4,T,F
14828,2018-10-14,Regionalliga Süd: Staffel BW,Sportvg Feuerbach 1,United Lakers Konstanz,5,4,T,F
14641,2018-10-14,RL West (Hessen) - Herren GF,Floorball Mainz,TSG Erlensee 1874,5,6,T,F
14481,2018-10-14,2. FBL Süd/Ost,Unihockey Igels Dresden,USV Halle Saalebiber,4,7,T,F
14345,2018-10-14,1. FBL,DJK Holzbüttgen,BAT Berlin,3,2,T,F
14344,2018-10-14,1. FBL,UHC Sparkasse Weißenfels,Red Devils Wernigerode,5,2,T,F
14480,2018-10-14,2. FBL Süd/Ost,SCS Berlin,FC Rennsteig Avalanche,5,7,T,F
14346,2018-10-14,1. FBL,Blau-Weiß 96 Schenefeld,VfL Red Hocks Kaufering,5,3,T,F
15246,2018-10-14,Verbandsliga Ost Herren St. 2,Black Lions Landsberg,FBC Phönix Leipzig,8,5,T,F
15245,2018-10-14,Verbandsliga Ost Herren St. 2,MFBC Leipzig/Schkeuditz,Floorball Grizzlys Salzwedel,0,3,T,F
15287,2018-10-14,Regionalliga Ost Herren,UHC Elster,PSV 90 Dessau,4,12,T,F
14347,2018-10-14,1. FBL,MFBC Leipzig,ETV Piranhhas Hamburg,12,5,T,F
14640,2018-10-14,RL West (Hessen) - Herren GF,SV Espenau Rangers,TSV 1899 Griedel,5,6,T,F
16057,2018-10-14,Jamasi Regionalliga Nordwest Herren,SG Seebergen/Lilienthal,TB Uphusen Vikings,7,5,T,F
15288,2018-10-14,Regionalliga Ost Herren,USV Halle Saalebiber II,UHC Sparkasse Weißenfels II,4,8,T,F
14878,2018-10-21,Verbandsliga NRW Herren,Black Panthers Altenbochum,ASV Köln 2,3,2,T,F
15247,2018-10-21,Verbandsliga Ost Herren St. 2,MFBC Leipzig/Schkeuditz,TSG Füchse II,13,2,T,F
15248,2018-10-21,Verbandsliga Ost Herren St. 2,FBC Phönix Leipzig,Floorball Tigers Magdeburg,7,8,T,F
14880,2018-10-21,Verbandsliga NRW Herren,BSV Roxel 2,ASV Köln 2,2,7,T,F
14879,2018-10-21,Verbandsliga NRW Herren,BSV Roxel 2,BTG Teutonia Bielefeld,5,4,T,F
14881,2018-10-21,Verbandsliga NRW Herren,BTG Teutonia Bielefeld,Black Panthers Altenbochum,3,4,T,F
14482,2018-10-27,2. FBL Süd/Ost,Donau-Floorball Ingolstadt/Nordheim,SC DHfK Leipzig,4,8,T,F
14483,2018-10-27,2. FBL Süd/Ost,SCS Berlin,USV Halle Saalebiber,5,8,T,F
14484,2018-10-27,2. FBL Süd/Ost,FC Rennsteig Avalanche,Unihockey Igels Dresden,11,8,T,F
13783,2018-10-27,Regionalliga Süd Staffel Bayern Süd,TV Augsburg,Lumberjacks Rohrdorf,1,6,T,F
14422,2018-10-27,2. FBL Nord/West,Dümptener Füchse,Hannover 96,8,2,T,F
14421,2018-10-27,2. FBL Nord/West,Tollwut Ebersgöns,Gettorf Seahawks,7,6,T,F
15217,2018-10-27,Verbandsliga Ost Herren St. 1,USV Jena,Floorball Bautzen,2,9,T,F
14349,2018-10-27,1. FBL,TV Lilienthal,Floor Fighters Chemnitz,12,1,T,F
15218,2018-10-27,Verbandsliga Ost Herren St. 1,SSV Heidenau,UV Zwigge 07,7,6,T,F
16059,2018-10-27,Jamasi Regionalliga Nordwest Herren,TB Uphusen Vikings,TV Eiche Horn Bremen,6,5,T,F
16058,2018-10-27,Jamasi Regionalliga Nordwest Herren,MTV Mittelnkirchen,SG Seebergen/Lilienthal,7,11,T,F
15249,2018-10-27,Verbandsliga Ost Herren St. 2,TSG Füchse II,Black Lions Landsberg,1,4,T,F
14348,2018-10-27,1. FBL,Blau-Weiß 96 Schenefeld,MFBC Leipzig,4,13,T,F
15250,2018-10-27,Verbandsliga Ost Herren St. 2,MFBC Leipzig/Schkeuditz,FBC Phönix Leipzig,3,2,T,F
13782,2018-10-27,Regionalliga Süd Staffel Bayern Süd,Nut´s 04 Nürnberg,Donau Floorball Ingolstadt/Nordheim II / Haunwöhr,6,2,T,F
14352,2018-10-27,1. FBL,DJK Holzbüttgen,VfL Red Hocks Kaufering,2,7,T,F
14351,2018-10-27,1. FBL,Red Devils Wernigerode,BAT Berlin,5,1,T,F
14350,2018-10-27,1. FBL,ETV Piranhhas Hamburg,UHC Sparkasse Weißenfels,6,10,T,F
14831,2018-10-28,Regionalliga Süd: Staffel BW,DJK Giants Karlsruhe-Ost,Sportvg Feuerbach 1,5,5,T,F
14485,2018-10-28,2. FBL Süd/Ost,FC Stern München,SC DHfK Leipzig,2,6,T,F
13955,2018-10-28,Herren Verbandsliga Nord,SG Schwarzenbek/Glinde,TSV Bordesholm 2,15,1,T,F
13954,2018-10-28,Herren Verbandsliga Nord,SVE Hamburg,Sport-Club Itzehoe,5,8,T,F
14486,2018-10-28,2. FBL Süd/Ost,TV Schriesheim,Unihockey Igels Dresden,16,2,T,F
14830,2018-10-28,Regionalliga Süd: Staffel BW,TSV Calw Lions,Sportvg Feuerbach 2,6,3,T,F
14423,2018-10-28,2. FBL Nord/West,BSV Roxel,TV Eiche Horn Bremen,4,7,T,F
14883,2018-10-28,Verbandsliga NRW Herren,Dümptener Füchse 2,Black Panthers Altenbochum,3,5,T,F
14884,2018-10-28,Verbandsliga NRW Herren,Dümptener Füchse 2,ASV Köln 2,3,4,T,F
14885,2018-10-28,Verbandsliga NRW Herren,Black Panthers Altenbochum,DJK Holzbüttgen 3,5,4,T,F
14476,2018-10-28,2. FBL Süd/Ost,FC Rennsteig Avalanche,UHC Döbeln 06,20,8,T,F
13929,2018-10-28,Herren Regionalliga Nord,BW96 Schenefeld 2,ETV Piranhhas 2,4,6,T,F
13928,2018-10-28,Herren Regionalliga Nord,PSV Flensburg,TSC Wellingsbüttel,4,13,T,F
14424,2018-10-28,2. FBL Nord/West,SSF Dragons Bonn,Gettorf Seahawks,12,7,T,F
16060,2018-10-28,Jamasi Regionalliga Nordwest Herren,Hannover 96 II,ATS Buntentor Knights,11,3,T,F
14353,2018-10-28,1. FBL,BAT Berlin,TV Lilienthal,5,7,T,F
16061,2018-10-28,Jamasi Regionalliga Nordwest Herren,Hannover Mustangs,Hannover 96 III,15,4,T,F
13927,2018-10-28,Herren Regionalliga Nord,Seabulls,SG Bordesholm/Preetz/Gaarden,11,12,T,F
15289,2018-10-28,Regionalliga Ost Herren,MFBC Schkeuditz/Leipzig,Red Devils Wernigerode U23,5,10,T,F
15290,2018-10-28,Regionalliga Ost Herren,TSG Füchse I,USV Halle Saalebiber II,7,2,T,F
15291,2018-10-28,Regionalliga Ost Herren,UHC Elster,USV TU Dresden,4,17,T,F
14882,2018-10-28,Verbandsliga NRW Herren,ASV Köln 2,DJK Holzbüttgen 3,10,1,T,F
15292,2018-10-28,Regionalliga Ost Herren,Floor Fighters Chemnitz II,UHC Sparkasse Weißenfels II,8,3,T,F
16694,2018-11-03,FD-Pokal Herren,UHC Sparkasse Weißenfels,Floor Fighters Chemnitz,14,2,T,F
16695,2018-11-03,FD-Pokal Herren,VfL Red Hocks Kaufering,Tollwut Ebersgöns,8,4,T,F
16713,2018-11-03,FD-Pokal Herren,Black Lions Landsberg,Red Devils Wernigerode,1,31,T,F
16712,2018-11-03,FD-Pokal Herren,Hannover Mustangs,SG Seebergen/Lilienthal,6,7,T,F
16711,2018-11-03,FD-Pokal Herren,TV Eiche Horn Bremen,Blau-Weiß 96 Schenefeld,5,7,T,F
16714,2018-11-03,FD-Pokal Herren,USV Halle Saalebiber,Hannover 96,3,4,T,F
16691,2018-11-03,FD-Pokal Herren,Sportvg Feuerbach,DJK Holzbüttgen,3,16,T,F
16692,2018-11-03,FD-Pokal Herren,Donau-Floorball Ingolstadt/Nordheim,MFBC Leipzig,3,10,T,F
16693,2018-11-03,FD-Pokal Herren,UHC Sparkasse Weißenfels II,TSG Erlensee 1874,4,11,T,F
16709,2018-11-03,FD-Pokal Herren,ETV Piranhhas 2,BAT Berlin,1,11,T,F
16715,2018-11-04,FD-Pokal Herren,SG UHC Berlin/VfL Tegel,UHC Elster,8,6,T,F
16720,2018-11-04,FD-Pokal Herren,SSF Dragons Bonn,FC Rennsteig Avalanche,17,7,T,F
16716,2018-11-04,FD-Pokal Herren,SV 03 Tübingen Sharks,TV Schriesheim,2,21,T,F
16717,2018-11-04,FD-Pokal Herren,USV Jena,VfL Red Hocks Kaufering II,1,12,T,F
16718,2018-11-04,FD-Pokal Herren,Baltic Storms,Gettorf Seahawks,7,5,T,F
16719,2018-11-04,FD-Pokal Herren,BAT U21 Berlin,TV Lilienthal,0,22,T,F
15252,2018-11-10,Verbandsliga Ost Herren St. 2,Floorball Grizzlys Salzwedel,Black Lions Landsberg,4,3,T,F
15293,2018-11-10,Regionalliga Ost Herren,UHC Elster,TSG Füchse I,2,13,T,F
15251,2018-11-10,Verbandsliga Ost Herren St. 2,Floorball Tigers Magdeburg,TSG Füchse II,12,3,T,F
15295,2018-11-10,Regionalliga Ost Herren,Floor Fighters Chemnitz II,USV Halle Saalebiber II,8,1,T,F
