ID,Date,League,Team1,Team2,GT1,GT2,HGF,DGF
8674,2015-12-06,1. FBL Herren,Red Devils Wernigerode,MFBC Leipzig,9,8,T,F
1725,2015-12-06,2. FBL Herren Nord/West,Hannover 96,Kieler Floorball Klub,3,3,T,F
2037,2015-12-06,2. FBL Herren Nord/West,Westfälischer Floorball Club,TSV Neuwittenbek,6,4,T,F
4628,2015-12-06,Verbandsliga Ost Herren St. 1,Unihockey Igels Dresden II,Floorball-Team Lausitzer Wölfe,9,7,T,F
3425,2015-12-06,Regionalliga Süd Bayern,PSV Wikinger München,ESV Ingolstadt Floorball,11,7,T,F
4907,2015-12-06,1. FBL Herren,BAT Berlin,Floor Fighters Chemnitz,6,7,T,F
7560,2015-12-06,Regionalliga Herren Großfeld,SG FTC+ Berlin,SC Potsdam,11,2,T,F
2225,2015-12-06,Regionalliga Süd Bayern,VfL Red Hocks Kaufering II,SG Rohrdorf / Nürnberg,2,7,T,F
2374,2015-12-12,Regionalliga West,Frankfurt Falcons,SV Espenau Rangers,6,3,T,F
2355,2015-12-12,Regionalliga Ost Herren,UV Zwigge 07,MFBC Leipzig/Grimma II,4,5,T,F
2533,2015-12-12,Regionalliga West,ASV Köln,Frankfurt Falcons,2,4,T,F
1919,2015-12-12,2. FBL Herren Nord/West,DJK Holzbüttgen,Hannover 96,8,5,T,F
8608,2015-12-12,Regionalliga Ost Herren,Floor Fighters Chemnitz II,UHC Sparkasse Weißenfels II,7,11,T,F
8067,2015-12-12,Regionalliga West,SV Espenau Rangers,ASV Köln,7,1,T,F
7344,2015-12-13,Jamasi Regionalliga Nordwest Herren,SG Mittelnkirchen/Stade,ATS Buntentor Knights,20,5,T,F
530,2015-12-13,Herren Verbandsliga Nord,ETV PiranHHas 3,TSV Schwarzenbek,2,12,T,F
1373,2015-12-13,Herren Regionalliga Nord,SG Kölln-Reisiek,PSV Flensburg,8,5,T,F
9336,2015-12-13,Herren Regionalliga Nord,SG Tetenbüll/Siems,ETV PiranHHas 2,10,11,T,F
4821,2015-12-13,Herren Regionalliga Nord,SG Bordesholm/Preetz,Gettorfer TV 1,3,11,T,F
8482,2015-12-13,Verbandsliga Nordwest Herren,SG Osnabrück/Dinklage,Hannover 96 II,1,3,T,F
1294,2015-12-13,Verbandsliga Ost Herren St. 1,SG Heidenau/Graupa,UHC Döbeln 06 II,3,2,T,F
5695,2015-12-13,Verbandsliga Ost Herren St. 3,SG Harzgerode/Großörner,Partisan Connewitz,7,3,T,F
439,2015-12-13,Herren Verbandsliga Nord,SG Gettorf / Barkelsby,BW96 Schenefeld 2,6,19,T,F
3786,2015-12-13,Herren Verbandsliga Nord,TSC Wellingsbüttel,Kieler Floorball Klub 2,5,4,T,F
4589,2015-12-13,Verbandsliga Nordwest Herren,TV Eiche Horn U21,TSV Lesum-Burgdamm,3,0,T,F
259,2015-12-13,Verbandsliga Ost Herren St. 3,MFBC Grimma (D),Floorball Grizzlys Salzwedel,2,8,T,F
8404,2015-12-13,Verbandsliga Ost Herren St. 1,USV TU Dresden II,Floorball-Team Lausitzer Wölfe,9,4,T,F
9252,2015-12-19,Verbandsliga Baden-Württemberg,VBC Olympia 72 Ludwigshafen,Floorball Club Heidelberg,6,1,T,F
7052,2015-12-19,Stena Line FD-Pokal Herren,TV 1883 Schriesheim,ETV Piranhhas Hamburg,9,2,T,F
642,2015-12-19,Regionalliga West,TSG Erlensee,SV Espenau Rangers,6,2,T,F
8488,2015-12-19,Stena Line FD-Pokal Herren,USV Halle Saalebiber,TV Eiche Horn Bremen,7,8,T,F
7045,2015-12-19,Stena Line FD-Pokal Herren,TSV Calw Lions,UHC Weißenfels,2,23,T,F
6995,2015-12-19,Regionalliga West,SV Espenau Rangers,Marburger Elche,2,11,T,F
3336,2015-12-19,Verbandsliga Baden-Württemberg,DJK Giants Karlsruhe-Ost,Floorball Mannheim,4,17,T,F
4006,2015-12-19,Stena Line FD-Pokal Herren,TV Lilienthal,BAT Berlin,5,6,T,F
7474,2015-12-19,Verbandsliga Baden-Württemberg,Floorball Mannheim,VBC Olympia 72 Ludwigshafen,4,4,T,F
1127,2015-12-19,Verbandsliga Baden-Württemberg,Floorball Club Heidelberg,DJK Giants Karlsruhe-Ost,19,5,T,F
5629,2015-12-19,Regionalliga West,Marburger Elche,TSG Erlensee,5,8,T,F
8365,2015-12-20,Jamasi Regionalliga Nordwest Herren,SG Mittelnkirchen/Stade,TB Uphusen Vikings,12,7,T,F
8506,2015-12-20,Stena Line FD-Pokal Herren,UHC Sparkasse Weißenfels II,Red Hocks Kaufering,3,9,T,F
1112,2015-12-20,Stena Line FD-Pokal Herren,Floorball Grizzlys Salzwedel,Red Devils Wernigerode,3,13,T,F
5688,2016-01-09,Regionalliga Süd: Staffel Baden-Württemberg,DJK Giants Karlsruhe-Ost,TSV Calw Lions,2,4,T,F
1569,2016-01-09,2. FBL Herren Nord/West,Blau-Weiß 96 Schenefeld,DJK Holzbüttgen,7,5,T,F
8001,2016-01-09,Regionalliga Süd: Staffel Baden-Württemberg,Sportvg Feuerbach,Tübingen Sharks,5,4,T,F
7297,2016-01-09,Verbandsliga Ost Herren St. 2,USV Jena,Phönix Leipzig,2,3,T,F
7094,2016-01-09,2. FBL Herren Nord/West,Dümptener Füchse,Westfälischer Floorball Club,5,2,T,F
4032,2016-01-09,1. FBL Herren,TV Lilienthal,MFBC Leipzig,4,3,T,F
3617,2016-01-09,2. FBL Herren Süd/Ost,UHC Döbeln 06,Floorball Tigers Magdeburg,7,2,T,F
7243,2016-01-09,1. FBL Herren,BAT Berlin,USV Halle Saalebiber,12,4,T,F
780,2016-01-09,1. FBL Herren,SC DHfK Leipzig,ETV Piranhhas Hamburg,5,6,T,F
5678,2016-01-09,2. FBL Herren Nord/West,TV Eiche Horn Bremen,Hannover 96,8,4,T,F
7794,2016-01-10,Regionalliga Herren Großfeld,Floorball Turtles Berlin,SC Potsdam,17,3,T,F
4381,2016-01-10,2. FBL Herren Süd/Ost,USV TU Dresden,Unihockey Igels Dresden,7,4,T,F
9655,2016-01-10,Herren Verbandsliga Nord,TSV Schwarzenbek,SG Wyk/Husum,9,8,T,F
3629,2016-01-10,Verbandsliga Ost Herren St. 1,USV TU Dresden II,Unihockey Igels Dresden II,4,3,T,F
4277,2016-01-10,Regionalliga Süd Bayern,ESV Ingolstadt Floorball,SG Nordheim / Augsburg,7,4,T,F
5833,2016-01-10,Verbandsliga Herren,TG Teutonia Bielefeld,BSV Roxel 2,5,2,T,F
2532,2016-01-10,Verbandsliga Ost Herren St. 3,USV Halle Saalebiber II,SG Harzgerode/Großörner,7,5,T,F
8285,2016-01-10,1. FBL Herren,Floor Fighters Chemnitz,UHC Weißenfels,4,19,T,F
13,2016-01-10,Herren Verbandsliga Nord,BW96 Schenefeld 2,TSC Wellingsbüttel,3,8,T,F
2164,2016-01-10,Regionalliga Herren Großfeld,SG Floorball Nordost,SG FTC+ Berlin,6,7,T,F
9102,2016-01-10,Regionalliga Ost Herren,Red Devils Wernigerode U23,MFBC Leipzig/Grimma II,5,4,T,F
607,2016-01-10,Herren Verbandsliga Nord,Kieler Floorball Klub 2,ETV PiranHHas 3,4,2,T,F
3880,2016-01-10,Regionalliga Süd Bayern,Post/Süd Panther Regensburg,VfL Red Hocks Kaufering II,7,5,T,F
7911,2016-01-10,Verbandsliga Ost Herren St. 3,Partisan Connewitz,MFBC Grimma (D),6,4,T,F
3662,2016-01-10,Verbandsliga Ost Herren St. 1,SG Heidenau/Graupa,Floorball-Team Lausitzer Wölfe,6,5,T,F
2495,2016-01-10,1. FBL Herren,Red Devils Wernigerode,Red Hocks Kaufering,10,5,T,F
9350,2016-01-10,Verbandsliga Herren,BSV Roxel 2,Black Panthers Frisch-Auf Altenbochum,5,4,T,F
1440,2016-01-10,Regionalliga Herren Großfeld,BAT Berlin II,Berliner FK,8,3,T,F
2728,2016-01-10,Verbandsliga Herren,TB Burgsteinfurt 1862,TG Teutonia Bielefeld,0,10,T,F
3436,2016-01-10,Regionalliga Süd Bayern,FC Stern München,PSV Wikinger München,8,6,T,F
3342,2016-01-10,Verbandsliga Herren,Black Panthers Frisch-Auf Altenbochum,TB Burgsteinfurt 1862,3,0,T,F
9334,2016-01-16,Stena Line FD-Pokal Herren,Red Devils Wernigerode,BAT Berlin,7,2,T,F
2141,2016-01-16,Verbandsliga Ost Herren St. 1,UHC Döbeln 06 II,USV TU Dresden II,6,7,T,F
8330,2016-01-16,2. FBL Herren Nord/West,Dragons Bonn,TV Eiche Horn Bremen,3,10,T,F
6050,2016-01-16,Jamasi Regionalliga Nordwest Herren,SG Seebergen/Lilienthal,SG Mittelnkirchen/Stade,2,4,T,F
4403,2016-01-16,2. FBL Herren Nord/West,DJK Holzbüttgen,Westfälischer Floorball Club,7,6,T,F
8833,2016-01-16,Verbandsliga Ost Herren St. 3,USV Halle Saalebiber II,Partisan Connewitz,3,5,T,F
910,2016-01-16,Verbandsliga Ost Herren St. 3,Floorball Grizzlys Salzwedel,MFBC Grimma (D),12,2,T,F
4655,2016-01-16,Regionalliga Süd Bayern,PSV Wikinger München,SG Nordheim / Augsburg,6,0,T,F
2362,2016-01-16,Regionalliga Süd Bayern,ESV Ingolstadt Floorball,Post/Süd Panther Regensburg,9,6,T,F
6062,2016-01-16,2. FBL Herren Nord/West,Kieler Floorball Klub,Hannover 96,5,6,T,F
1045,2016-01-16,Verbandsliga Ost Herren St. 1,Unihockey Igels Dresden II,Floorball-Team Lausitzer Wölfe,7,3,T,F
3486,2016-01-16,Stena Line FD-Pokal Herren,TV 1883 Schriesheim,UHC Weißenfels,1,11,T,F
1501,2016-01-17,Jamasi Regionalliga Nordwest Herren,SG Bloherfelde/Sedelsberg,ATS Buntentor Knights,8,10,T,F
9059,2016-01-17,Regionalliga Herren Großfeld,Berliner FK,BAT Berlin II,4,8,T,F
1450,2016-01-17,Regionalliga Herren Großfeld,SG Floorball Nordost,Floorball Turtles Berlin,1,13,T,F
1683,2016-01-17,Verbandsliga Ost Herren St. 2,SC DHfK Leipzig II,UHC Sparkasse Weißenfels (D),11,2,T,F
4166,2016-01-23,1. FBL Herren,USV Halle Saalebiber,Floor Fighters Chemnitz,6,8,T,F
9313,2016-01-23,1. FBL Herren,Red Hocks Kaufering,TV Lilienthal,5,6,T,F
4573,2016-01-23,2. FBL Herren Nord/West,TV Eiche Horn Bremen,TSV Neuwittenbek,12,5,T,F
2718,2016-01-23,2. FBL Herren Süd/Ost,PTSV United Lakers Konstanz,USV TU Dresden,3,7,T,F
879,2016-01-23,Verbandsliga Herren,TG Teutonia Bielefeld,Black Panthers Frisch-Auf Altenbochum,3,4,T,F
7645,2016-01-23,Verbandsliga Herren,BSV Roxel 2,ASV Köln,2,2,T,F
5627,2016-01-23,2. FBL Herren Nord/West,Dümptener Füchse,DJK Holzbüttgen,5,6,T,F
225,2016-01-23,1. FBL Herren,ETV Piranhhas Hamburg,BAT Berlin,5,7,T,F
2499,2016-01-23,Verbandsliga Ost Herren St. 3,Partisan Connewitz,USV Halle Saalebiber II,1,3,T,F
2584,2016-01-23,Regionalliga Ost Herren,UHC Sparkasse Weißenfels II,Red Devils Wernigerode U23,5,6,T,F
5816,2016-01-23,2. FBL Herren Süd/Ost,Floorball Tigers Magdeburg,Black Lions Landsberg,7,3,T,F
5105,2016-01-23,1. FBL Herren,UHC Weißenfels,Red Devils Wernigerode,12,4,T,F
7430,2016-01-23,Verbandsliga Herren,Black Panthers Frisch-Auf Altenbochum,BSV Roxel 2,3,2,T,F
5544,2016-01-23,Verbandsliga Herren,ASV Köln,TG Teutonia Bielefeld,2,3,T,F
1151,2016-01-24,Herren Regionalliga Nord,ETV PiranHHas 2,SG Bordesholm/Preetz,14,4,T,F
4244,2016-01-24,Verbandsliga Ost Herren St. 1,Unihockey Igels Dresden II,UHC Döbeln 06 II,4,8,T,F
7288,2016-01-24,Herren Verbandsliga Nord,SG Gettorf / Barkelsby,TSV Schwarzenbek,3,19,T,F
4231,2016-01-24,Regionalliga Süd: Staffel Baden-Württemberg,Sportvg Feuerbach,DJK Giants Karlsruhe-Ost,1,2,T,F
4948,2016-01-24,2. FBL Herren Nord/West,Kieler Floorball Klub,Dragons Bonn,10,11,T,F
754,2016-01-24,Regionalliga Süd: Staffel Baden-Württemberg,TSV Calw Lions,Tübingen Sharks,5,3,T,F
8985,2016-01-24,Herren Verbandsliga Nord,SG Wyk/Husum,Kieler Floorball Klub 2,4,3,T,F
87,2016-01-24,2. FBL Herren Süd/Ost,TV 1883 Schriesheim,USV TU Dresden,13,1,T,F
2600,2016-01-24,Herren Regionalliga Nord,PSV Flensburg,SG Tetenbüll/Siems,3,12,T,F
5288,2016-01-24,Regionalliga Süd Bayern,SG Nordheim / Augsburg,PSV Wikinger München,4,8,T,F
7444,2016-01-24,Regionalliga Süd Bayern,Post/Süd Panther Regensburg,ESV Ingolstadt Floorball,11,12,T,F
7926,2016-01-24,Herren Verbandsliga Nord,BW96 Schenefeld 2,TSC Wellingsbüttel,5,8,T,F
1987,2016-01-24,1. FBL Herren,MFBC Leipzig,SC DHfK Leipzig,7,3,T,F
9230,2016-01-24,Regionalliga Süd Bayern,FC Stern München,SG Rohrdorf / Nürnberg,3,7,T,F
3378,2016-01-24,Herren Regionalliga Nord,Gettorfer TV 1,SG Kölln-Reisiek,3,1,T,F
2819,2016-01-24,2. FBL Herren Nord/West,Blau-Weiß 96 Schenefeld,Hannover 96,3,1,T,F
6802,2016-01-24,Verbandsliga Ost Herren St. 1,SG Heidenau/Graupa,USV TU Dresden II,5,2,T,F
7046,2016-01-30,Verbandsliga Nordwest Herren,SG Osnabrück/Dinklage,TV Eiche Horn U21,1,6,T,F
6247,2016-01-30,Verbandsliga Ost Herren St. 3,Floorball Grizzlys Salzwedel,SG Harzgerode/Großörner,7,5,T,F
4312,2016-01-30,Verbandsliga Ost Herren St. 3,MFBC Grimma (D),USV Halle Saalebiber II,2,4,T,F
4020,2016-01-30,Verbandsliga Nordwest Herren,TSV Lesum-Burgdamm,Hannover 96 II,6,3,T,F
5,2016-01-30,Regionalliga West,Frankfurt Falcons,SV Floorball Butzbach 04 e.V.,6,5,T,F
9470,2016-01-30,Regionalliga West,SV Floorball Butzbach 04 e.V.,Marburger Elche,2,6,T,F
3747,2016-01-30,Regionalliga West,Marburger Elche,Frankfurt Falcons,6,3,T,F
8313,2016-01-31,Verbandsliga Baden-Württemberg,DJK Giants Karlsruhe-Ost,TSV Calw Lions,4,18,T,F
341,2016-01-31,Regionalliga Ost Herren,MFBC Leipzig/Grimma II,Floor Fighters Chemnitz II,9,6,T,F
525,2016-01-31,Verbandsliga Baden-Württemberg,Floorball Club Heidelberg,Floorball Mannheim,8,9,T,F
4046,2016-01-31,Jamasi Regionalliga Nordwest Herren,TB Uphusen Vikings,SG Bloherfelde/Sedelsberg,4,16,T,F
1251,2016-01-31,Verbandsliga Baden-Württemberg,Floorball Mannheim,DJK Giants Karlsruhe-Ost,3,7,T,F
908,2016-01-31,Verbandsliga Baden-Württemberg,TSV Calw Lions,Tübingen Sharks,7,5,T,F
4321,2016-01-31,Verbandsliga Baden-Württemberg,Floorball Club Heidelberg,Tübingen Sharks,6,7,T,F
9496,2016-01-31,Regionalliga Ost Herren,UV Zwigge 07,UHC Sparkasse Weißenfels II,3,11,T,F
3179,2016-02-06,2. FBL Herren Süd/Ost,Black Lions Landsberg,USV TU Dresden,3,11,T,F
828,2016-02-13,Herren Regionalliga Nord,SG Bordesholm/Preetz,SG Tetenbüll/Siems,9,6,T,F
6333,2016-02-13,Herren Verbandsliga Nord,SG Gettorf / Barkelsby,TSC Wellingsbüttel,3,5,T,F
6303,2016-02-13,1. FBL Herren,SC DHfK Leipzig,Red Hocks Kaufering,3,5,T,F
302,2016-02-13,Verbandsliga Ost Herren St. 1,UHC Döbeln 06 II,Unihockey Igels Dresden II,7,5,T,F
5875,2016-02-13,Regionalliga West,SG Bonn/Refrath,TSV Hochdahl,3,2,T,F
2027,2016-02-13,2. FBL Herren Nord/West,Kieler Floorball Klub,DJK Holzbüttgen,1,5,T,F
2724,2016-02-13,Regionalliga Herren Großfeld,Floorball Turtles Berlin,SG FTC+ Berlin,9,5,T,F
8004,2016-02-13,Regionalliga West,TSV Hochdahl,SV Espenau Rangers,4,1,T,F
6060,2016-02-13,Herren Regionalliga Nord,Gettorfer TV 1,PSV Flensburg,7,2,T,F
3590,2016-02-13,2. FBL Herren Süd/Ost,UHC Döbeln 06,PTSV United Lakers Konstanz,12,9,T,F
3548,2016-02-13,2. FBL Herren Nord/West,TV Eiche Horn Bremen,Blau-Weiß 96 Schenefeld,4,3,T,F
4609,2016-02-13,1. FBL Herren,BAT Berlin,MFBC Leipzig,6,8,T,F
1788,2016-02-13,1. FBL Herren,TV Lilienthal,Red Devils Wernigerode,6,3,T,F
6112,2016-02-13,Regionalliga Herren Großfeld,SG Floorball Nordost,Berliner FK,7,4,T,F
430,2016-02-13,Verbandsliga Ost Herren St. 2,SC DHfK Leipzig II,USV Jena,8,2,T,F
8396,2016-02-13,Herren Verbandsliga Nord,TSV Schwarzenbek,SG Wyk/Husum,10,4,T,F
1736,2016-02-13,1. FBL Herren,USV Halle Saalebiber,UHC Weißenfels,5,14,T,F
6385,2016-02-13,Regionalliga Herren Großfeld,SC Potsdam,BAT Berlin II,1,9,T,F
2948,2016-02-13,Herren Regionalliga Nord,ETV PiranHHas 2,SG Kölln-Reisiek,10,3,T,F
3065,2016-02-13,1. FBL Herren,Floor Fighters Chemnitz,ETV Piranhhas Hamburg,4,6,T,F
8518,2016-02-13,Regionalliga Ost Herren,UV Zwigge 07,Floor Fighters Chemnitz II,3,9,T,F
4230,2016-02-13,Regionalliga West,SV Espenau Rangers,SG Bonn/Refrath,6,7,T,F
180,2016-02-13,Verbandsliga Ost Herren St. 2,Phönix Leipzig,UHC Sparkasse Weißenfels (D),5,2,T,F
5051,2016-02-13,Verbandsliga Ost Herren St. 1,Floorball-Team Lausitzer Wölfe,USV TU Dresden II,5,13,T,F
8536,2016-02-13,Herren Verbandsliga Nord,ETV PiranHHas 3,BW96 Schenefeld 2,3,6,T,F
4845,2016-02-13,Regionalliga Ost Herren,Red Devils Wernigerode U23,MFBC Leipzig/Grimma II,11,4,T,F
9444,2016-02-14,Regionalliga West,ASV Köln,SV Floorball Butzbach 04 e.V.,4,5,T,F
6682,2016-02-14,Regionalliga West,SV Floorball Butzbach 04 e.V.,SG Bonn/Refrath,5,3,T,F
3956,2016-02-14,2. FBL Herren Nord/West,Westfälischer Floorball Club,Dümptener Füchse,4,5,T,F
8280,2016-02-14,Regionalliga West,SG Bonn/Refrath,ASV Köln,1,5,T,F
4873,2016-02-14,Regionalliga Süd Bayern,VfL Red Hocks Kaufering II,FC Stern München,10,5,T,F
9600,2016-02-14,Regionalliga Süd: Staffel Baden-Württemberg,Sportvg Feuerbach,TSV Calw Lions,5,3,T,F
7719,2016-02-14,Regionalliga Süd Bayern,PSV Wikinger München,Post/Süd Panther Regensburg,4,3,T,F
5641,2016-02-14,2. FBL Herren Nord/West,TSV Neuwittenbek,DJK Holzbüttgen,4,10,T,F
9407,2016-02-14,Jamasi Regionalliga Nordwest Herren,SG Mittelnkirchen/Stade,SG Bloherfelde/Sedelsberg,10,5,T,F
7833,2016-02-14,Regionalliga Süd Bayern,SG Nordheim / Augsburg,SG Rohrdorf / Nürnberg,3,5,T,F
8786,2016-02-14,2. FBL Herren Süd/Ost,Black Lions Landsberg,PTSV United Lakers Konstanz,6,4,T,F
3968,2016-02-14,Regionalliga Süd: Staffel Baden-Württemberg,Tübingen Sharks,DJK Giants Karlsruhe-Ost,3,5,T,F
4172,2016-02-14,2. FBL Herren Süd/Ost,Unihockey Igels Dresden,TV 1883 Schriesheim,6,14,T,F
2811,2016-02-20,1. FBL Herren,MFBC Leipzig,Floor Fighters Chemnitz,9,4,T,F
5771,2016-02-20,Regionalliga West,TSG Erlensee,Frankfurt Falcons,6,5,T,F
8800,2016-02-20,1. FBL Herren,UHC Weißenfels,TV Lilienthal,16,5,T,F
5826,2016-02-20,2. FBL Herren Süd/Ost,Black Lions Landsberg,UHC Döbeln 06,5,10,T,F
3124,2016-02-20,Regionalliga West,TSV Hochdahl,Marburger Elche,3,3,T,F
3985,2016-02-20,Regionalliga West,SG Bonn/Refrath,TSG Erlensee,5,6,T,F
8476,2016-02-20,2. FBL Herren Nord/West,Dragons Bonn,Dümptener Füchse,5,1,T,F
7640,2016-02-20,Regionalliga West,Marburger Elche,ASV Köln,4,0,T,F
3872,2016-02-20,Regionalliga West,ASV Köln,TSV Hochdahl,3,1,T,F
4091,2016-02-20,Regionalliga West,Frankfurt Falcons,SG Bonn/Refrath,12,1,T,F
1372,2016-02-21,1. FBL Herren,BAT Berlin,Red Hocks Kaufering,9,5,T,F
3524,2016-02-21,Verbandsliga Ost Herren St. 3,SG Harzgerode/Großörner,USV Halle Saalebiber II,4,2,T,F
7954,2016-02-21,Verbandsliga Ost Herren St. 3,Partisan Connewitz,MFBC Grimma (D),7,6,T,F
6091,2016-02-21,Verbandsliga Ost Herren St. 2,USV Jena,SC DHfK Leipzig II,3,4,T,F
657,2016-02-21,2. FBL Herren Nord/West,Hannover 96,TSV Neuwittenbek,3,6,T,F
1558,2016-02-21,2. FBL Herren Nord/West,Westfälischer Floorball Club,TV Eiche Horn Bremen,1,6,T,F
1227,2016-02-21,Regionalliga Süd Bayern,ESV Ingolstadt Floorball,VfL Red Hocks Kaufering II,10,7,T,F
1004,2016-02-21,Regionalliga Süd Bayern,SG Rohrdorf / Nürnberg,PSV Wikinger München,1,3,T,F
1751,2016-02-21,Regionalliga Süd: Staffel Baden-Württemberg,DJK Giants Karlsruhe-Ost,TSV Calw Lions,6,5,T,F
6183,2016-02-21,2. FBL Herren Süd/Ost,PTSV United Lakers Konstanz,Unihockey Igels Dresden,5,7,T,F
9003,2016-02-21,Regionalliga Süd Bayern,FC Stern München,SG Nordheim / Augsburg,2,4,T,F
8730,2016-02-21,Regionalliga Ost Herren,Red Devils Wernigerode U23,UV Zwigge 07,3,5,T,F
6489,2016-02-21,Regionalliga Süd: Staffel Baden-Württemberg,Tübingen Sharks,Sportvg Feuerbach,4,6,T,F
7299,2016-02-21,1. FBL Herren,ETV Piranhhas Hamburg,USV Halle Saalebiber,7,1,T,F
9031,2016-02-21,1. FBL Herren,Red Devils Wernigerode,SC DHfK Leipzig,13,2,T,F
958,2016-02-26,1. FBL,UHC Sparkasse Weißenfels,Red Devils Wernigerode,7,8,T,F
2655,2016-02-27,Regionalliga West,Frankfurt Falcons,TSV Hochdahl,4,3,T,F
9167,2016-02-27,2. FBL Herren Süd/Ost,UHC Döbeln 06,TV 1883 Schriesheim,2,8,T,F
2100,2016-02-27,2. FBL Herren Nord/West,TV Eiche Horn Bremen,Kieler Floorball Klub,13,2,T,F
3079,2016-02-27,Regionalliga Süd Bayern,VfL Red Hocks Kaufering II,SG Nordheim / Augsburg,11,2,T,F
3663,2016-02-27,Regionalliga Süd Bayern,Post/Süd Panther Regensburg,SG Rohrdorf / Nürnberg,1,6,T,F
5238,2016-02-27,Regionalliga Süd Bayern,FC Stern München,ESV Ingolstadt Floorball,5,11,T,F
928,2016-02-27,Regionalliga West,TSV Tollwut Ebersgöns,Frankfurt Falcons,3,4,T,F
7547,2016-02-27,2. FBL Herren Süd/Ost,Floorball Tigers Magdeburg,USV TU Dresden,5,10,T,F
2548,2016-02-27,Regionalliga West,TSV Hochdahl,TSV Tollwut Ebersgöns,2,7,T,F
2131,2016-02-27,Verbandsliga Ost Herren St. 3,Floorball Grizzlys Salzwedel,USV Halle Saalebiber II,4,5,T,F
1889,2016-02-27,Verbandsliga Ost Herren St. 3,SG Harzgerode/Großörner,MFBC Grimma (D),5,2,T,F
4518,2016-02-27,1. FBL Herren,USV Halle Saalebiber,MFBC Leipzig,3,10,T,F
3335,2016-02-27,1. FBL Herren,BAT Berlin,Red Devils Wernigerode,4,4,T,F
2155,2016-02-27,2. FBL Herren Nord/West,TSV Neuwittenbek,Dragons Bonn,6,5,T,F
7732,2016-02-27,1. FBL Herren,ETV Piranhhas Hamburg,UHC Weißenfels,3,24,T,F
5037,2016-02-28,Herren Verbandsliga Nord,Kieler Floorball Klub 2,BW96 Schenefeld 2,8,15,T,F
8321,2016-02-28,Herren Verbandsliga Nord,ETV PiranHHas 3,TSC Wellingsbüttel,1,4,T,F
9601,2016-02-28,1. FBL Herren,Floor Fighters Chemnitz,Red Hocks Kaufering,8,6,T,F
197,2016-02-28,Herren Regionalliga Nord,SG Kölln-Reisiek,SG Bordesholm/Preetz,1,2,T,F
5520,2016-02-28,Verbandsliga Nordwest Herren,Hannover 96 II,TV Eiche Horn U21,1,4,T,F
825,2016-02-28,Herren Regionalliga Nord,PSV Flensburg,ETV PiranHHas 2,3,7,T,F
4011,2016-02-28,1. FBL Herren,SC DHfK Leipzig,TV Lilienthal,5,8,T,F
3348,2016-02-28,2. FBL Herren Nord/West,Hannover 96,Dümptener Füchse,3,5,T,F
2352,2016-02-28,Verbandsliga Ost Herren St. 2,Phönix Leipzig,USV Jena,6,5,T,F
8973,2016-02-28,Verbandsliga Nordwest Herren,SG Osnabrück/Dinklage,TSV Lesum-Burgdamm,1,6,T,F
5989,2016-02-28,Herren Verbandsliga Nord,SG Wyk/Husum,SG Gettorf / Barkelsby,7,6,T,F
5762,2016-02-28,Herren Regionalliga Nord,SG Tetenbüll/Siems,Gettorfer TV 1,2,7,T,F
6234,2016-03-05,Verbandsliga Baden-Württemberg,Floorball Club Heidelberg,VBC Olympia 72 Ludwigshafen,3,7,T,F
2385,2016-03-05,Verbandsliga Ost Herren St. 3,MFBC Grimma (D),SG Harzgerode/Großörner,1,6,T,F
7880,2016-03-05,Jamasi Regionalliga Nordwest Herren,ATS Buntentor Knights,SG Mittelnkirchen/Stade,4,8,T,F
4401,2016-03-05,Verbandsliga Baden-Württemberg,Tübingen Sharks,TSV Calw Lions,4,5,T,F
4161,2016-03-05,Verbandsliga Baden-Württemberg,VBC Olympia 72 Ludwigshafen,Tübingen Sharks,6,6,T,F
991,2016-03-05,Verbandsliga Baden-Württemberg,Floorball Mannheim,Floorball Club Heidelberg,8,11,T,F
4382,2016-03-05,Verbandsliga Baden-Württemberg,TSV Calw Lions,Floorball Mannheim,6,6,T,F
1152,2016-03-06,Regionalliga West,TSV Tollwut Ebersgöns,SV Espenau Rangers,6,1,T,F
4819,2016-03-06,Regionalliga Ost Herren,Red Devils Wernigerode U23,UV Zwigge 07,8,2,T,F
8016,2016-03-06,2. FBL Herren Nord/West,TSV Neuwittenbek,Blau-Weiß 96 Schenefeld,4,5,T,F
2180,2016-03-06,Regionalliga West,SV Espenau Rangers,SV Floorball Butzbach 04 e.V.,2,6,T,F
4317,2016-03-06,Verbandsliga Ost Herren St. 3,SG Harzgerode/Großörner,Partisan Connewitz,4,7,T,F
7459,2016-03-06,Regionalliga Ost Herren,UHC Sparkasse Weißenfels II,Floor Fighters Chemnitz II,10,2,T,F
6423,2016-03-06,2. FBL Herren Süd/Ost,Black Lions Landsberg,Floorball Tigers Magdeburg,5,4,T,F
7375,2016-03-06,Verbandsliga Ost Herren St. 3,MFBC Grimma (D),Floorball Grizzlys Salzwedel,3,6,T,F
2109,2016-03-06,Regionalliga West,SV Floorball Butzbach 04 e.V.,TSV Tollwut Ebersgöns,2,3,T,F
2250,2016-03-12,2. FBL Herren Nord/West,Hannover 96,TV Eiche Horn Bremen,4,7,T,F
9466,2016-03-12,1. FBL Herren,TV Lilienthal,BAT Berlin,8,3,T,F
1748,2016-03-12,Regionalliga Süd Bayern,ESV Ingolstadt Floorball,SG Rohrdorf / Nürnberg,13,7,T,F
