,ID,Date,League,GT1,GT2,T1ID,T2ID
2871,14318,2018-09-09,1. FBL,13,6,97,217
2872,14461,2018-09-15,2. FBL Süd/Ost,11,5,45,210
2873,13924,2018-09-15,Herren Regionalliga Nord,5,6,39,106
2874,13925,2018-09-15,Herren Regionalliga Nord,4,1,111,93
2875,13926,2018-09-15,Herren Regionalliga Nord,11,5,175,23
2876,14405,2018-09-15,2. FBL Nord/West,3,6,4,194
2877,14322,2018-09-15,1. FBL,4,7,38,76
2878,14320,2018-09-15,1. FBL,4,6,97,80
2879,14319,2018-09-15,1. FBL,8,4,19,26
2880,14630,2018-09-15,RL West (Hessen) - Herren GF,13,5,54,56
2881,14631,2018-09-15,RL West (Hessen) - Herren GF,2,10,64,176
2882,15274,2018-09-15,Regionalliga Ost Herren,2,8,205,83
2883,15273,2018-09-15,Regionalliga Ost Herren,4,6,213,49
2884,14323,2018-09-16,1. FBL,5,10,48,203
2885,14324,2018-09-16,1. FBL,2,4,217,11
2886,14406,2018-09-16,2. FBL Nord/West,3,4,174,158
2887,14408,2018-09-16,2. FBL Nord/West,3,8,20,32
2888,14407,2018-09-16,2. FBL Nord/West,8,3,66,68
2889,15275,2018-09-16,Regionalliga Ost Herren,9,3,98,211
2890,14462,2018-09-16,2. FBL Süd/Ost,5,8,31,210
2891,14463,2018-09-16,2. FBL Süd/Ost,8,6,99,200
2892,14464,2018-09-16,2. FBL Süd/Ost,5,4,207,105
2893,14465,2018-09-16,2. FBL Süd/Ost,15,5,197,46
2894,15276,2018-09-16,Regionalliga Ost Herren,8,3,90,178
2895,14410,2018-09-22,2. FBL Nord/West,5,6,32,158
2896,15278,2018-09-22,Regionalliga Ost Herren,3,6,83,213
2897,14469,2018-09-22,2. FBL Süd/Ost,9,6,46,207
2898,14468,2018-09-22,2. FBL Süd/Ost,8,6,210,200
2899,14467,2018-09-22,2. FBL Süd/Ost,12,5,45,31
2900,14466,2018-09-22,2. FBL Süd/Ost,3,15,105,197
2901,14325,2018-09-22,1. FBL,6,4,76,19
2902,14327,2018-09-22,1. FBL,8,4,97,38
2903,14409,2018-09-22,2. FBL Nord/West,5,10,68,4
2904,14328,2018-09-22,1. FBL,2,4,11,80
2905,14329,2018-09-22,1. FBL,6,6,217,48
2906,15277,2018-09-22,Regionalliga Ost Herren,4,6,202,49
2907,14411,2018-09-22,2. FBL Nord/West,9,2,194,66
2908,14326,2018-09-22,1. FBL,18,5,203,26
2909,14330,2018-09-23,1. FBL,3,4,26,76
2910,14331,2018-09-23,1. FBL,13,4,80,48
2911,14470,2018-09-23,2. FBL Süd/Ost,8,7,99,197
2912,14332,2018-09-23,1. FBL,1,2,38,11
2913,15280,2018-09-23,Regionalliga Ost Herren,8,5,90,211
2914,15279,2018-09-23,Regionalliga Ost Herren,8,8,178,98
2915,14333,2018-09-29,1. FBL,4,5,11,19
2916,14472,2018-09-29,2. FBL Süd/Ost,17,0,197,200
2917,14473,2018-09-29,2. FBL Süd/Ost,4,3,210,99
2918,15282,2018-09-29,Regionalliga Ost Herren,8,0,98,202
2919,14334,2018-09-29,1. FBL,7,6,203,76
2920,14471,2018-09-29,2. FBL Süd/Ost,3,4,46,105
2921,14335,2018-09-29,1. FBL,9,4,97,26
2922,16053,2018-09-29,Jamasi Regionalliga Nordwest Herren,5,8,194,3
2923,16052,2018-09-29,Jamasi Regionalliga Nordwest Herren,9,14,145,71
2924,15214,2018-09-29,Verbandsliga Ost Herren St. 1,7,6,51,161
2925,14336,2018-09-29,1. FBL,6,12,217,80
2926,13779,2018-09-29,Regionalliga Süd Staffel Bayern Süd,12,2,30,192
2927,13778,2018-09-29,Regionalliga Süd Staffel Bayern Süd,3,5,86,219
2928,14826,2018-09-29,Regionalliga Süd: Staffel BW,4,3,209,183
2929,14825,2018-09-29,Regionalliga Süd: Staffel BW,1,6,156,24
2930,15281,2018-09-29,Regionalliga Ost Herren,6,7,90,205
2931,14413,2018-09-29,2. FBL Nord/West,5,3,32,194
2932,14414,2018-09-29,2. FBL Nord/West,5,1,158,4
2933,15213,2018-09-29,Verbandsliga Ost Herren St. 1,9,3,208,201
2934,14632,2018-09-29,RL West (Hessen) - Herren GF,1,10,84,166
2935,14635,2018-09-30,RL West (Hessen) - Herren GF,19,1,54,84
2936,14908,2018-09-30,Regionalliga NRW Herren,5,4,159,27
2937,14910,2018-09-30,Regionalliga NRW Herren,0,1,184,27
2938,14634,2018-09-30,RL West (Hessen) - Herren GF,11,8,64,56
2939,14633,2018-09-30,RL West (Hessen) - Herren GF,10,1,176,166
2940,14909,2018-09-30,Regionalliga NRW Herren,2,3,184,159
2941,14416,2018-09-30,2. FBL Nord/West,9,4,20,68
2942,15284,2018-09-30,Regionalliga Ost Herren,3,8,211,213
2943,15244,2018-09-30,Verbandsliga Ost Herren St. 2,3,2,179,55
2944,15243,2018-09-30,Verbandsliga Ost Herren St. 2,6,4,60,15
2945,14475,2018-09-30,2. FBL Süd/Ost,4,2,99,207
2946,14474,2018-09-30,2. FBL Süd/Ost,5,4,31,105
2947,14337,2018-09-30,1. FBL,6,11,19,97
2948,14338,2018-09-30,1. FBL,9,4,48,38
2949,14339,2018-09-30,1. FBL,7,8,217,203
2950,14415,2018-09-30,2. FBL Nord/West,9,5,174,4
2951,15283,2018-09-30,Regionalliga Ost Herren,3,7,49,178
2952,16195,2018-10-06,FD-Pokal Herren,10,0,219,64
2953,16182,2018-10-06,FD-Pokal Herren,7,1,152,22
2954,16183,2018-10-06,FD-Pokal Herren,4,10,85,68
2955,16184,2018-10-06,FD-Pokal Herren,1,18,1,197
2956,16185,2018-10-06,FD-Pokal Herren,3,11,51,48
2957,16186,2018-10-06,FD-Pokal Herren,8,21,166,45
2958,16187,2018-10-06,FD-Pokal Herren,1,11,16,202
2959,16189,2018-10-06,FD-Pokal Herren,6,5,66,32
2960,16190,2018-10-06,FD-Pokal Herren,3,12,207,158
2961,16191,2018-10-06,FD-Pokal Herren,3,11,170,11
2962,16198,2018-10-06,FD-Pokal Herren,4,13,60,19
2963,16197,2018-10-06,FD-Pokal Herren,12,2,210,105
2964,16196,2018-10-06,FD-Pokal Herren,16,10,71,20
2965,16192,2018-10-06,FD-Pokal Herren,16,2,145,55
2966,16181,2018-10-06,FD-Pokal Herren,5,9,83,174
2967,16180,2018-10-06,FD-Pokal Herren,4,9,159,176
2968,16193,2018-10-06,FD-Pokal Herren,5,9,38,76
2969,16270,2018-10-06,FD-Pokal Herren,7,4,15,103
2970,16207,2018-10-06,FD-Pokal Herren,43,0,212,35
2971,16194,2018-10-06,FD-Pokal Herren,5,11,98,4
2972,16210,2018-10-06,FD-Pokal Herren,5,2,13,193
2973,16271,2018-10-06,FD-Pokal Herren,8,4,39,34
2974,16203,2018-10-07,FD-Pokal Herren,6,2,217,99
2975,16202,2018-10-07,FD-Pokal Herren,6,7,54,26
2976,16201,2018-10-07,FD-Pokal Herren,3,31,192,203
2977,16208,2018-10-07,FD-Pokal Herren,1,19,142,80
2978,16209,2018-10-07,FD-Pokal Herren,4,3,155,183
2979,16206,2018-10-07,FD-Pokal Herren,2,22,175,194
2980,16204,2018-10-07,FD-Pokal Herren,5,3,205,200
2981,16200,2018-10-07,FD-Pokal Herren,12,8,31,46
2982,16199,2018-10-07,FD-Pokal Herren,6,5,165,77
2983,16205,2018-10-07,FD-Pokal Herren,6,15,90,97
2984,15215,2018-10-13,Verbandsliga Ost Herren St. 1,5,4,215,201
2985,13781,2018-10-13,Regionalliga Süd Staffel Bayern Süd,5,6,219,77
2986,16054,2018-10-13,Jamasi Regionalliga Nordwest Herren,2,3,194,85
2987,16055,2018-10-13,Jamasi Regionalliga Nordwest Herren,4,7,3,71
2988,16056,2018-10-13,Jamasi Regionalliga Nordwest Herren,3,10,70,69
2989,13780,2018-10-13,Regionalliga Süd Staffel Bayern Süd,4,3,192,86
2990,15991,2018-10-13,Herren Großfeld Regionalliga,5,4,152,13
2991,15992,2018-10-13,Herren Großfeld Regionalliga,4,5,162,103
2992,15993,2018-10-13,Herren Großfeld Regionalliga,3,0,8,62
2993,15216,2018-10-13,Verbandsliga Ost Herren St. 1,5,7,212,208
2994,14419,2018-10-13,2. FBL Nord/West,7,6,194,158
2995,15286,2018-10-13,Regionalliga Ost Herren,1,7,98,213
2996,14418,2018-10-13,2. FBL Nord/West,3,7,68,174
2997,14417,2018-10-13,2. FBL Nord/West,5,6,66,32
2998,14343,2018-10-13,1. FBL,8,7,97,76
2999,14342,2018-10-13,1. FBL,4,5,38,217
3000,14340,2018-10-13,1. FBL,6,7,19,48
3001,14913,2018-10-13,Regionalliga NRW Herren,2,3,27,1
3002,14636,2018-10-13,RL West (Hessen) - Herren GF,13,9,64,166
3003,14912,2018-10-13,Regionalliga NRW Herren,0,2,27,184
3004,14911,2018-10-13,Regionalliga NRW Herren,2,2,184,1
3005,15285,2018-10-13,Regionalliga Ost Herren,7,5,178,83
3006,14477,2018-10-13,2. FBL Süd/Ost,5,19,31,197
3007,14478,2018-10-13,2. FBL Süd/Ost,14,9,99,45
3008,14479,2018-10-13,2. FBL Süd/Ost,4,7,200,46
3009,14637,2018-10-13,RL West (Hessen) - Herren GF,5,14,56,84
3010,14638,2018-10-13,RL West (Hessen) - Herren GF,5,8,176,54
3011,14341,2018-10-13,1. FBL,4,5,80,203
3012,14420,2018-10-14,2. FBL Nord/West,4,6,4,32
3013,14827,2018-10-14,Regionalliga Süd: Staffel BW,2,3,156,165
3014,14639,2018-10-14,RL West (Hessen) - Herren GF,8,7,64,84
3015,14829,2018-10-14,Regionalliga Süd: Staffel BW,3,4,183,24
3016,14828,2018-10-14,Regionalliga Süd: Staffel BW,5,4,155,209
3017,14641,2018-10-14,RL West (Hessen) - Herren GF,5,6,56,176
3018,14481,2018-10-14,2. FBL Süd/Ost,4,7,207,210
3019,14345,2018-10-14,1. FBL,3,2,26,11
3020,14344,2018-10-14,1. FBL,5,2,203,97
3021,14480,2018-10-14,2. FBL Süd/Ost,5,7,105,45
3022,14346,2018-10-14,1. FBL,5,3,19,217
3023,15246,2018-10-14,Verbandsliga Ost Herren St. 2,8,5,15,43
3024,15245,2018-10-14,Verbandsliga Ost Herren St. 2,0,3,82,55
3025,15287,2018-10-14,Regionalliga Ost Herren,4,12,202,90
3026,14347,2018-10-14,1. FBL,12,5,80,38
3027,14640,2018-10-14,RL West (Hessen) - Herren GF,5,6,166,54
3028,16057,2018-10-14,Jamasi Regionalliga Nordwest Herren,7,5,145,170
3029,15288,2018-10-14,Regionalliga Ost Herren,4,8,211,205
3030,14878,2018-10-21,Verbandsliga NRW Herren,3,2,16,2
3031,15247,2018-10-21,Verbandsliga Ost Herren St. 2,13,2,82,179
3032,15248,2018-10-21,Verbandsliga Ost Herren St. 2,7,8,43,60
3033,14880,2018-10-21,Verbandsliga NRW Herren,2,7,21,2
3034,14879,2018-10-21,Verbandsliga NRW Herren,5,4,21,22
3035,14881,2018-10-21,Verbandsliga NRW Herren,3,4,22,16
3036,14482,2018-10-27,2. FBL Süd/Ost,4,8,31,99
3037,14483,2018-10-27,2. FBL Süd/Ost,5,8,105,210
3038,14484,2018-10-27,2. FBL Süd/Ost,11,8,45,207
3039,13783,2018-10-27,Regionalliga Süd Staffel Bayern Süd,1,6,192,77
3040,14422,2018-10-27,2. FBL Nord/West,8,2,32,68
3041,14421,2018-10-27,2. FBL Nord/West,7,6,174,66
3042,15217,2018-10-27,Verbandsliga Ost Herren St. 1,2,9,212,51
3043,14349,2018-10-27,1. FBL,12,1,76,48
3044,15218,2018-10-27,Verbandsliga Ost Herren St. 1,7,6,161,215
3045,16059,2018-10-27,Jamasi Regionalliga Nordwest Herren,6,5,170,194
3046,16058,2018-10-27,Jamasi Regionalliga Nordwest Herren,7,11,85,145
3047,15249,2018-10-27,Verbandsliga Ost Herren St. 2,1,4,179,15
3048,14348,2018-10-27,1. FBL,4,13,19,80
3049,15250,2018-10-27,Verbandsliga Ost Herren St. 2,3,2,82,43
3050,13782,2018-10-27,Regionalliga Süd Staffel Bayern Süd,6,2,86,30
3051,14352,2018-10-27,1. FBL,2,7,26,217
3052,14351,2018-10-27,1. FBL,5,1,97,11
3053,14350,2018-10-27,1. FBL,6,10,38,203
3054,14831,2018-10-28,Regionalliga Süd: Staffel BW,5,5,24,155
3055,14485,2018-10-28,2. FBL Süd/Ost,2,6,46,99
3056,13955,2018-10-28,Herren Verbandsliga Nord,15,1,143,182
3057,13954,2018-10-28,Herren Verbandsliga Nord,5,8,168,101
3058,14486,2018-10-28,2. FBL Süd/Ost,16,2,197,207
3059,14830,2018-10-28,Regionalliga Süd: Staffel BW,6,3,183,156
3060,14423,2018-10-28,2. FBL Nord/West,4,7,20,194
3061,14883,2018-10-28,Verbandsliga NRW Herren,3,5,33,16
3062,14884,2018-10-28,Verbandsliga NRW Herren,3,4,33,2
3063,14885,2018-10-28,Verbandsliga NRW Herren,5,4,16,28
3064,14476,2018-10-28,2. FBL Süd/Ost,20,8,45,200
3065,13929,2018-10-28,Herren Regionalliga Nord,4,6,23,39
3066,13928,2018-10-28,Herren Regionalliga Nord,4,13,93,175
3067,14424,2018-10-28,2. FBL Nord/West,12,7,158,66
3068,16060,2018-10-28,Jamasi Regionalliga Nordwest Herren,11,3,69,3
3069,14353,2018-10-28,1. FBL,5,7,11,76
3070,16061,2018-10-28,Jamasi Regionalliga Nordwest Herren,15,4,71,70
3071,13927,2018-10-28,Herren Regionalliga Nord,11,12,106,111
3072,15289,2018-10-28,Regionalliga Ost Herren,5,10,83,98
3073,15290,2018-10-28,Regionalliga Ost Herren,7,2,178,211
3074,15291,2018-10-28,Regionalliga Ost Herren,4,17,202,213
3075,14882,2018-10-28,Verbandsliga NRW Herren,10,1,2,28
3076,15292,2018-10-28,Regionalliga Ost Herren,8,3,49,205
3077,16694,2018-11-03,FD-Pokal Herren,14,2,203,48
3078,16695,2018-11-03,FD-Pokal Herren,8,4,217,174
3079,16713,2018-11-03,FD-Pokal Herren,1,31,15,97
3080,16712,2018-11-03,FD-Pokal Herren,6,7,71,145
3081,16711,2018-11-03,FD-Pokal Herren,5,7,194,19
3082,16714,2018-11-03,FD-Pokal Herren,3,4,210,68
3083,16691,2018-11-03,FD-Pokal Herren,3,16,155,26
3084,16692,2018-11-03,FD-Pokal Herren,3,10,31,80
3085,16693,2018-11-03,FD-Pokal Herren,4,11,205,176
3086,16709,2018-11-03,FD-Pokal Herren,1,11,39,11
3087,16715,2018-11-04,FD-Pokal Herren,8,6,152,202
3088,16720,2018-11-04,FD-Pokal Herren,17,7,158,45
3089,16716,2018-11-04,FD-Pokal Herren,2,21,165,197
3090,16717,2018-11-04,FD-Pokal Herren,1,12,212,219
3091,16718,2018-11-04,FD-Pokal Herren,7,5,4,66
3092,16719,2018-11-04,FD-Pokal Herren,0,22,13,76
3093,15252,2018-11-10,Verbandsliga Ost Herren St. 2,4,3,55,15
3094,15293,2018-11-10,Regionalliga Ost Herren,2,13,202,178
3095,15251,2018-11-10,Verbandsliga Ost Herren St. 2,12,3,60,179
3096,15295,2018-11-10,Regionalliga Ost Herren,8,1,49,211
3097,15296,2018-11-10,Regionalliga Ost Herren,4,3,213,205
3098,15221,2018-11-10,Verbandsliga Ost Herren St. 1,6,5,208,215
3099,15220,2018-11-10,Verbandsliga Ost Herren St. 1,1,3,212,161
3100,15219,2018-11-10,Verbandsliga Ost Herren St. 1,4,5,201,51
3101,15294,2018-11-10,Regionalliga Ost Herren,8,6,90,83
3102,14916,2018-11-10,Regionalliga NRW Herren,6,1,159,184
3103,14915,2018-11-10,Regionalliga NRW Herren,3,1,159,1
3104,14914,2018-11-10,Regionalliga NRW Herren,6,7,1,184
3105,15463,2018-11-10,RL West (Hessen) - Herren GF,4,6,56,64
3106,14642,2018-11-17,RL West (Hessen) - Herren GF,4,6,166,56
3107,14644,2018-11-17,RL West (Hessen) - Herren GF,7,6,64,54
3108,14832,2018-11-17,Regionalliga Süd: Staffel BW,11,4,155,183
3109,14833,2018-11-17,Regionalliga Süd: Staffel BW,5,4,209,165
3110,15298,2018-11-17,Regionalliga Ost Herren,5,6,213,90
3111,15254,2018-11-17,Verbandsliga Ost Herren St. 2,11,1,60,82
3112,15253,2018-11-17,Verbandsliga Ost Herren St. 2,6,10,43,55
3113,15297,2018-11-17,Regionalliga Ost Herren,10,9,202,205
3114,14643,2018-11-17,RL West (Hessen) - Herren GF,5,12,84,176
3115,16063,2018-11-17,Jamasi Regionalliga Nordwest Herren,4,11,3,170
3116,14358,2018-11-17,1. FBL,5,5,38,19
3117,14487,2018-11-17,2. FBL Süd/Ost,14,3,105,200
3118,14354,2018-11-17,1. FBL,16,2,80,26
3119,14490,2018-11-17,2. FBL Süd/Ost,3,10,210,197
3120,14488,2018-11-17,2. FBL Süd/Ost,7,8,207,31
3121,14427,2018-11-17,2. FBL Nord/West,20,4,158,68
3122,14426,2018-11-17,2. FBL Nord/West,4,2,194,174
3123,16062,2018-11-17,Jamasi Regionalliga Nordwest Herren,21,11,71,85
3124,14355,2018-11-17,1. FBL,3,12,11,203
3125,14356,2018-11-17,1. FBL,6,12,48,97
3126,14357,2018-11-17,1. FBL,9,10,217,76
3127,14425,2018-11-17,2. FBL Nord/West,8,4,4,20
3128,14489,2018-11-17,2. FBL Süd/Ost,10,6,46,45
3129,15223,2018-11-18,Verbandsliga Ost Herren St. 1,4,5,51,208
3130,15222,2018-11-18,Verbandsliga Ost Herren St. 1,2,5,201,212
3131,13784,2018-11-18,Regionalliga Süd Staffel Bayern Süd,5,6,86,192
3132,13785,2018-11-18,Regionalliga Süd Staffel Bayern Süd,7,3,77,219
3133,15994,2018-11-18,Herren Großfeld Regionalliga,8,6,62,152
3134,15996,2018-11-18,Herren Großfeld Regionalliga,5,12,13,103
3135,15299,2018-11-18,Regionalliga Ost Herren,5,8,49,98
3136,15300,2018-11-18,Regionalliga Ost Herren,12,3,83,211
3137,15995,2018-11-18,Herren Großfeld Regionalliga,11,5,8,162
3138,14359,2018-11-18,1. FBL,4,9,48,26
3139,14491,2018-11-18,2. FBL Süd/Ost,1,6,200,31
3140,14428,2018-11-18,2. FBL Nord/West,2,10,66,20
3141,15997,2018-11-24,Herren Großfeld Regionalliga,4,5,13,162
3142,16064,2018-11-24,Jamasi Regionalliga Nordwest Herren,3,14,69,145
3143,16065,2018-11-24,Jamasi Regionalliga Nordwest Herren,7,12,3,85
3144,16066,2018-11-24,Jamasi Regionalliga Nordwest Herren,3,14,194,71
3145,16067,2018-11-24,Jamasi Regionalliga Nordwest Herren,29,2,170,70
3146,13956,2018-11-24,Herren Verbandsliga Nord,5,7,5,143
3147,14507,2018-11-24,2. FBL Süd/Ost,8,4,45,105
3148,13957,2018-11-24,Herren Verbandsliga Nord,5,9,182,168
3149,15255,2018-11-24,Verbandsliga Ost Herren St. 2,2,12,55,60
3150,15256,2018-11-24,Verbandsliga Ost Herren St. 2,4,7,179,43
3151,15302,2018-11-24,Regionalliga Ost Herren,8,6,90,49
3152,15301,2018-11-24,Regionalliga Ost Herren,7,10,202,83
3153,14647,2018-11-25,RL West (Hessen) - Herren GF,4,13,56,54
3154,14835,2018-11-25,Regionalliga Süd: Staffel BW,7,0,155,156
3155,14834,2018-11-25,Regionalliga Süd: Staffel BW,4,3,165,24
3156,15304,2018-11-25,Regionalliga Ost Herren,8,6,213,178
3157,15303,2018-11-25,Regionalliga Ost Herren,4,7,205,98
3158,13787,2018-11-25,Regionalliga Süd Staffel Bayern Süd,8,1,77,86
3159,13786,2018-11-25,Regionalliga Süd Staffel Bayern Süd,7,5,30,219
3160,14646,2018-11-25,RL West (Hessen) - Herren GF,13,3,176,64
3161,14645,2018-11-25,RL West (Hessen) - Herren GF,8,7,166,84
3162,13958,2018-12-01,Herren Verbandsliga Nord,7,6,143,168
3163,13959,2018-12-01,Herren Verbandsliga Nord,3,5,101,5
3164,15258,2018-12-01,Verbandsliga Ost Herren St. 2,7,10,82,15
3165,15257,2018-12-01,Verbandsliga Ost Herren St. 2,6,8,43,179
3166,13931,2018-12-01,Herren Regionalliga Nord,8,6,106,175
3167,13930,2018-12-01,Herren Regionalliga Nord,6,10,111,39
3168,13932,2018-12-01,Herren Regionalliga Nord,3,7,93,23
3169,16000,2018-12-01,Herren Großfeld Regionalliga,5,0,103,152
3170,15999,2018-12-01,Herren Großfeld Regionalliga,10,11,8,13
3171,15998,2018-12-01,Herren Großfeld Regionalliga,4,9,162,62
3172,14837,2018-12-02,Regionalliga Süd: Staffel BW,4,7,183,165
3173,14836,2018-12-02,Regionalliga Süd: Staffel BW,3,2,24,209
3174,14888,2018-12-02,Verbandsliga NRW Herren,2,3,28,33
3175,14889,2018-12-02,Verbandsliga NRW Herren,13,2,22,21
3176,14886,2018-12-02,Verbandsliga NRW Herren,0,8,33,22
3177,14917,2018-12-02,Regionalliga NRW Herren,3,4,159,184
3178,14918,2018-12-02,Regionalliga NRW Herren,6,5,1,184
3179,14919,2018-12-02,Regionalliga NRW Herren,4,4,1,159
3180,14887,2018-12-02,Verbandsliga NRW Herren,2,1,28,21
3181,15354,2018-12-08,Regionalliga Ost Herren,6,8,178,205
3182,15348,2018-12-08,Regionalliga Ost Herren,7,4,83,49
3183,15352,2018-12-08,Regionalliga Ost Herren,11,5,98,90
3184,15347,2018-12-08,Regionalliga Ost Herren,8,6,211,202
3185,14649,2018-12-08,RL West (Hessen) - Herren GF,1,15,84,54
3186,16068,2018-12-08,Jamasi Regionalliga Nordwest Herren,23,10,71,170
3187,16069,2018-12-08,Jamasi Regionalliga Nordwest Herren,2,10,3,145
3188,14648,2018-12-08,RL West (Hessen) - Herren GF,2,17,166,176
3189,16071,2018-12-09,Jamasi Regionalliga Nordwest Herren,5,1,85,69
3190,16070,2018-12-09,Jamasi Regionalliga Nordwest Herren,1,14,70,194
3191,15357,2018-12-15,Regionalliga Ost Herren,4,5,83,205
3192,15358,2018-12-15,Regionalliga Ost Herren,10,8,49,213
3193,16002,2018-12-15,Herren Großfeld Regionalliga,4,5,103,8
3194,16808,2018-12-15,FD-Pokal Herren,7,6,158,217
3195,16804,2018-12-15,FD-Pokal Herren,3,22,152,76
3196,16807,2018-12-15,FD-Pokal Herren,4,16,219,203
3197,16806,2018-12-15,FD-Pokal Herren,3,5,19,197
3198,16001,2018-12-15,Herren Großfeld Regionalliga,5,6,62,13
3199,16805,2018-12-15,FD-Pokal Herren,3,13,145,26
3200,15227,2018-12-16,Verbandsliga Ost Herren St. 1,12,2,208,161
3201,15226,2018-12-16,Verbandsliga Ost Herren St. 1,11,4,51,215
3202,16809,2018-12-16,FD-Pokal Herren,2,19,68,80
3203,16810,2018-12-16,FD-Pokal Herren,7,2,11,4
3204,15364,2018-12-16,Regionalliga Ost Herren,4,7,211,98
3205,15362,2018-12-16,Regionalliga Ost Herren,7,6,178,90
3206,16811,2018-12-16,FD-Pokal Herren,1,19,176,97
3207,14429,2018-12-22,2. FBL Nord/West,0,6,68,194
3208,14495,2018-12-22,2. FBL Süd/Ost,9,6,210,46
3209,14494,2018-12-22,2. FBL Süd/Ost,11,6,197,45
3210,13788,2018-12-22,Regionalliga Süd Staffel Bayern Süd,7,5,219,192
3211,13789,2018-12-22,Regionalliga Süd Staffel Bayern Süd,7,5,77,30
3212,14493,2018-12-22,2. FBL Süd/Ost,5,4,99,105
3213,14430,2018-12-22,2. FBL Nord/West,7,8,66,4
3214,14431,2018-12-22,2. FBL Nord/West,7,10,20,158
3215,14492,2018-12-22,2. FBL Süd/Ost,5,6,200,207
3216,14360,2018-12-22,1. FBL,10,5,80,76
3217,14361,2018-12-22,1. FBL,9,4,203,19
3218,14362,2018-12-22,1. FBL,7,3,38,26
3219,14363,2018-12-22,1. FBL,6,8,48,11
3220,14432,2018-12-23,2. FBL Nord/West,8,6,174,32
3221,14496,2018-12-23,2. FBL Süd/Ost,9,2,31,46
3222,14364,2018-12-23,1. FBL,11,8,217,97
3223,14365,2019-01-05,1. FBL,5,4,11,217
3224,15224,2019-01-05,Verbandsliga Ost Herren St. 1,3,2,161,201
3225,15225,2019-01-05,Verbandsliga Ost Herren St. 1,6,5,215,212
3226,14368,2019-01-05,1. FBL,5,2,203,48
3227,14367,2019-01-05,1. FBL,7,8,76,38
3228,14366,2019-01-05,1. FBL,9,3,80,97
3229,14369,2019-01-06,1. FBL,5,6,48,80
3230,15260,2019-01-12,Verbandsliga Ost Herren St. 2,7,4,55,82
3231,14852,2019-01-12,Regionalliga Süd: Staffel BW,1,3,156,209
3232,14499,2019-01-12,2. FBL Süd/Ost,5,15,46,197
3233,14498,2019-01-12,2. FBL Süd/Ost,2,6,200,99
3234,14497,2019-01-12,2. FBL Süd/Ost,5,6,105,207
3235,14500,2019-01-12,2. FBL Süd/Ost,8,4,210,31
3236,14853,2019-01-12,Regionalliga Süd: Staffel BW,2,4,155,165
3237,15371,2019-01-12,Regionalliga Ost Herren,4,10,211,83
3238,15375,2019-01-12,Regionalliga Ost Herren,8,6,205,202
3239,15376,2019-01-12,Regionalliga Ost Herren,5,4,90,213
3240,15259,2019-01-12,Verbandsliga Ost Herren St. 2,3,15,15,60
3241,16821,2019-01-12,FD-Pokal Herren,2,12,26,97
3242,15372,2019-01-12,Regionalliga Ost Herren,8,3,98,49
3243,16006,2019-01-12,Herren Großfeld Regionalliga,6,3,8,152
3244,16005,2019-01-12,Herren Großfeld Regionalliga,5,1,62,103
3245,15229,2019-01-12,Verbandsliga Ost Herren St. 1,6,3,201,215
3246,15228,2019-01-12,Verbandsliga Ost Herren St. 1,2,3,161,51
3247,16073,2019-01-13,Jamasi Regionalliga Nordwest Herren,0,20,70,145
3248,13791,2019-01-13,Regionalliga Süd Staffel Bayern Süd,4,6,219,86
3249,16822,2019-01-13,FD-Pokal Herren,6,11,197,80
3250,16072,2019-01-13,Jamasi Regionalliga Nordwest Herren,2,4,69,194
3251,14501,2019-01-13,2. FBL Süd/Ost,14,8,207,45
3252,16823,2019-01-13,FD-Pokal Herren,5,12,158,203
3253,13790,2019-01-13,Regionalliga Süd Staffel Bayern Süd,7,9,192,30
3254,14370,2019-01-19,1. FBL,5,6,19,76
3255,14371,2019-01-19,1. FBL,14,2,80,11
3256,15262,2019-01-19,Verbandsliga Ost Herren St. 2,7,5,43,15
3257,15261,2019-01-19,Verbandsliga Ost Herren St. 2,5,5,55,179
3258,14373,2019-01-19,1. FBL,11,9,26,203
3259,14372,2019-01-19,1. FBL,6,5,38,97
3260,14891,2019-01-19,Verbandsliga NRW Herren,1,2,22,2
3261,14503,2019-01-19,2. FBL Süd/Ost,15,3,197,105
3262,13792,2019-01-19,Regionalliga Süd Staffel Bayern Süd,2,10,30,77
3263,13793,2019-01-19,Regionalliga Süd Staffel Bayern Süd,2,6,192,219
3264,16009,2019-01-19,Herren Großfeld Regionalliga,0,11,62,8
3265,16008,2019-01-19,Herren Großfeld Regionalliga,11,4,13,152
3266,14435,2019-01-19,2. FBL Nord/West,7,2,194,4
3267,14434,2019-01-19,2. FBL Nord/West,8,5,32,20
3268,14433,2019-01-19,2. FBL Nord/West,8,2,68,66
3269,16007,2019-01-19,Herren Großfeld Regionalliga,10,4,103,162
3270,14892,2019-01-19,Verbandsliga NRW Herren,3,4,22,28
3271,14893,2019-01-19,Verbandsliga NRW Herren,6,1,2,33
3272,15390,2019-01-19,Regionalliga Ost Herren,4,9,83,178
3273,15389,2019-01-19,Regionalliga Ost Herren,7,5,213,98
3274,14504,2019-01-19,2. FBL Süd/Ost,6,3,99,210
3275,14502,2019-01-19,2. FBL Süd/Ost,19,5,31,45
3276,14890,2019-01-19,Verbandsliga NRW Herren,6,4,33,28
3277,13961,2019-01-20,Herren Verbandsliga Nord,3,7,168,5
3278,14374,2019-01-20,1. FBL,6,5,48,217
