,ID,Date,League,GT1,GT2,T1ID,T2ID
1397,2702,2016-05-16,Stena Line FD-Pokal Herren,9,5,203,217
1398,4535,2016-05-20,Herren Verbandsliga Nord,3,9,40,175
1399,4530,2016-05-21,Regionalliga Herren Großfeld Playoffs,10,3,116,58
1400,9089,2016-05-21,Playoffs 1. FBL Herren,4,8,76,203
1401,3616,2016-05-21,Playoffs 1. FBL Herren,5,10,97,80
1402,1938,2016-05-21,Regionalliga Herren Großfeld Playoffs,5,3,62,12
1403,2734,2016-05-22,Relegation 1. / 2. FBL Herren,5,6,99,194
1404,6880,2016-05-22,Relegation 2. FBL / RL NW,4,6,221,66
1405,254,2016-05-28,Relegation 1. / 2. FBL Herren,9,6,194,99
1406,5404,2016-05-28,Playoffs 1. FBL Herren,5,3,203,76
1407,9672,2016-05-28,Herren Verbandsliga Nord,5,6,74,187
1408,6068,2016-06-11,Relegation 2. FBL / RL NW,2,5,66,221
1409,3128,2016-06-12,Relegation 2. FBL / RL NW,4,3,66,221
1410,9344,2016-09-17,1. FBL,4,3,76,97
1411,4324,2016-09-17,1. FBL,5,7,38,217
1412,6342,2016-09-17,Stena Line FD-Pokal (Herren),1,6,15,85
1413,8801,2016-09-17,Stena Line FD-Pokal (Herren),4,14,119,60
1414,2691,2016-09-18,Stena Line FD-Pokal (Herren),1,17,16,78
1415,6980,2016-09-18,Stena Line FD-Pokal (Herren),0,15,21,210
1416,6256,2016-09-18,1. FBL,12,4,11,48
1417,7330,2016-09-18,1. FBL,13,5,203,80
1418,8822,2016-09-18,Stena Line FD-Pokal (Herren),8,5,98,62
1419,3902,2016-09-18,Stena Line FD-Pokal (Herren),6,19,212,207
1420,693,2016-09-18,Stena Line FD-Pokal (Herren),1,7,183,32
1421,6555,2016-09-18,Stena Line FD-Pokal (Herren),20,5,99,64
1422,2196,2016-09-24,1. FBL,4,11,217,203
1423,1837,2016-09-24,Verbandsliga Ost Herren Staffel 1,5,10,88,214
1424,1555,2016-09-24,Herren Regionalliga Nord,0,7,125,93
1425,8105,2016-09-24,1. FBL,5,9,194,76
1426,9602,2016-09-24,Verbandsliga Ost Herren Staffel 1,0,8,79,161
1427,148,2016-09-24,1. FBL,12,6,80,197
1428,9008,2016-09-24,2. FBL Nord/West,3,6,66,19
1429,8749,2016-09-24,2. FBL Süd/Ost,6,2,200,210
1430,3002,2016-09-24,2. FBL Nord/West,10,2,158,68
1431,3150,2016-09-24,1. FBL,3,4,97,11
1432,3025,2016-09-24,2. FBL Süd/Ost,5,9,60,99
1433,5031,2016-09-24,Herren Regionalliga Nord,7,5,39,110
1434,5261,2016-09-24,2. FBL Nord/West,8,6,32,186
1435,6554,2016-09-24,Herren Regionalliga Nord,9,4,73,175
1436,4717,2016-09-25,1. FBL,8,7,76,80
1437,4829,2016-09-25,2. FBL Nord/West,2,5,26,186
1438,7394,2016-09-25,1. FBL,6,5,217,48
1439,9577,2016-09-25,1. FBL,7,3,38,97
1440,8367,2016-09-25,Regionalliga Ost Herren,7,4,83,205
1441,7845,2016-09-25,2. FBL Süd/Ost,6,12,12,207
1442,9549,2016-09-25,Regionalliga Ost Herren,2,10,215,98
1443,2103,2016-09-25,1. FBL,20,3,203,197
1444,7093,2016-09-25,Verbandsliga Ost Herren Staffel 2,3,7,204,202
1445,5053,2016-09-25,Verbandsliga Ost Herren Staffel 2,6,5,212,119
1446,3037,2016-10-01,Floorball Regionalliga West Herren GF,8,6,56,166
1447,1019,2016-10-01,Regionalliga Ost Herren,0,18,15,205
1448,6568,2016-10-01,Floorball Regionalliga West Herren GF,7,3,176,78
1449,6017,2016-10-01,2. FBL Nord/West,3,4,158,32
1450,6971,2016-10-01,Verbandsliga Ost Herren Staffel 1,3,5,161,208
1451,7708,2016-10-01,1. FBL,3,14,48,203
1452,3807,2016-10-01,1. FBL,13,2,97,217
1453,1379,2016-10-01,Verbandsliga Ost Herren Staffel 1,6,5,88,79
1454,8684,2016-10-01,2. FBL Nord/West,6,3,186,66
1455,7178,2016-10-01,Floorball Regionalliga West Herren GF,4,5,56,78
1456,170,2016-10-01,1. FBL,7,3,80,11
1457,5117,2016-10-01,1. FBL,3,6,194,38
1458,4554,2016-10-01,Regionalliga Ost Herren,2,3,98,49
1459,2641,2016-10-01,Floorball Regionalliga West Herren GF,3,7,166,176
1460,1737,2016-10-01,1. FBL,7,15,197,76
1461,2733,2016-10-01,2. FBL Süd/Ost,11,2,210,12
1462,383,2016-10-02,Verbandsliga West Herren GF,1,2,33,22
1463,8957,2016-10-02,2. FBL Süd/Ost,3,6,213,200
1464,3804,2016-10-02,Floorball Regionalliga West Herren GF,11,2,174,52
1465,1093,2016-10-02,Verbandsliga West Herren GF,2,1,27,33
1466,6714,2016-10-02,Jamasi Regionalliga Nordwest Herren,4,5,130,185
1467,6213,2016-10-02,2. FBL Nord/West,7,12,64,158
1468,121,2016-10-02,Floorball Regionalliga West Herren GF,1,9,158,174
1469,3223,2016-10-02,2. FBL Nord/West,3,9,68,26
1470,8031,2016-10-02,1. FBL,4,6,48,38
1471,9042,2016-10-02,Verbandsliga Ost Herren Staffel 1,16,5,43,88
1472,5255,2016-10-02,1. FBL,11,2,11,194
1473,9445,2016-10-02,1. FBL,6,3,80,97
1474,8544,2016-10-02,Verbandsliga Ost Herren Staffel 1,0,6,79,100
1475,6287,2016-10-02,Verbandsliga West Herren GF,3,2,27,21
1476,6877,2016-10-02,Verbandsliga West Herren GF,3,3,22,21
1477,1536,2016-10-02,Floorball Regionalliga West Herren GF,6,0,52,158
1478,420,2016-10-02,2. FBL Süd/Ost,13,4,207,60
1479,8218,2016-10-08,Regionalliga Süd - Staffel Bayern,9,10,87,219
1480,6793,2016-10-08,2. FBL Nord/West,5,7,66,68
1481,57,2016-10-08,2. FBL Süd/Ost,7,3,200,12
1482,7063,2016-10-08,Regionalliga Süd - Staffel BW,1,2,183,209
1483,4888,2016-10-08,Verbandsliga Ost Herren Staffel 1,6,7,43,100
1484,8017,2016-10-08,Verbandsliga Ost Herren Staffel 2,2,17,61,55
1485,345,2016-10-08,2. FBL Nord/West,6,2,19,186
1486,7805,2016-10-08,1. FBL,7,6,217,194
1487,4830,2016-10-08,2. FBL Süd/Ost,5,4,60,210
1488,6311,2016-10-08,2. FBL Nord/West,13,5,32,64
1489,9446,2016-10-08,Regionalliga Süd - Staffel Bayern,7,1,46,139
1490,6528,2016-10-08,1. FBL,6,8,197,11
1491,9535,2016-10-08,Verbandsliga Ost Herren Staffel 1,0,6,214,161
1492,7779,2016-10-08,Verbandsliga Ost Herren Staffel 2,4,13,119,90
1493,5899,2016-10-08,Regionalliga Süd - Staffel BW,6,4,24,165
1494,5449,2016-10-08,1. FBL,8,7,38,80
1495,9454,2016-10-08,2. FBL Nord/West,6,8,26,158
1496,5432,2016-10-08,Regionalliga Ost Herren,8,6,45,83
1497,4550,2016-10-08,Regionalliga Süd - Staffel Bayern,1,6,95,31
1498,2573,2016-10-08,Regionalliga Ost Herren,9,3,49,211
1499,3655,2016-10-09,1. FBL,10,9,48,97
1500,1971,2016-10-09,Herren Verbandsliga Nord,7,4,23,123
1501,8225,2016-10-09,Herren Regionalliga Nord,11,2,110,125
1502,6282,2016-10-09,Verbandsliga West Herren GF,1,1,22,27
1503,6338,2016-10-09,Verbandsliga West Herren GF,7,6,2,33
1504,501,2016-10-09,Verbandsliga West Herren GF,2,1,22,2
1505,5187,2016-10-09,Verbandsliga West Herren GF,3,2,33,27
1506,295,2016-10-09,Herren Verbandsliga Nord,8,4,147,187
1507,8363,2016-10-09,Herren Verbandsliga Nord,4,3,40,168
1508,7674,2016-10-09,2. FBL Süd/Ost,4,5,213,99
1509,4587,2016-10-09,Herren Regionalliga Nord,2,11,175,73
1510,2403,2016-10-09,Herren Regionalliga Nord,6,7,39,93
1511,955,2016-10-15,Stena Line FD-Pokal (Herren),5,4,55,73
1512,785,2016-10-15,Stena Line FD-Pokal (Herren),6,9,14,170
1513,8012,2016-10-15,Stena Line FD-Pokal (Herren),0,15,39,11
1514,4446,2016-10-15,Stena Line FD-Pokal (Herren),9,3,56,120
1515,5610,2016-10-15,Stena Line FD-Pokal (Herren),4,9,174,26
1516,8370,2016-10-15,Stena Line FD-Pokal (Herren),1,12,49,158
1517,6564,2016-10-15,Stena Line FD-Pokal (Herren),3,9,52,32
1518,6908,2016-10-15,Stena Line FD-Pokal (Herren),24,0,197,78
1519,6919,2016-10-15,Stena Line FD-Pokal (Herren),1,16,68,19
1520,4590,2016-10-15,Stena Line FD-Pokal (Herren),1,14,85,97
1521,7929,2016-10-15,Stena Line FD-Pokal (Herren),11,5,145,3
1522,5942,2016-10-15,Stena Line FD-Pokal (Herren),4,9,208,176
1523,5758,2016-10-15,Stena Line FD-Pokal (Herren),1,23,46,80
1524,3311,2016-10-15,Stena Line FD-Pokal (Herren),5,15,58,66
1525,4610,2016-10-15,Stena Line FD-Pokal (Herren),2,7,69,65
1526,2842,2016-10-16,Stena Line FD-Pokal (Herren),11,5,31,155
1527,8039,2016-10-16,Stena Line FD-Pokal (Herren),4,2,215,192
1528,892,2016-10-16,Stena Line FD-Pokal (Herren),1,22,175,194
1529,3583,2016-10-16,Stena Line FD-Pokal (Herren),2,11,83,203
1530,39,2016-10-16,Stena Line FD-Pokal (Herren),1,10,133,210
1531,9312,2016-10-16,Stena Line FD-Pokal (Herren),2,18,205,207
1532,6457,2016-10-16,Stena Line FD-Pokal (Herren),5,12,213,217
1533,9262,2016-10-16,Stena Line FD-Pokal (Herren),2,11,12,60
1534,8023,2016-10-16,Stena Line FD-Pokal (Herren),7,5,98,186
1535,6194,2016-10-16,Stena Line FD-Pokal (Herren),8,9,24,200
1536,2801,2016-10-16,Stena Line FD-Pokal (Herren),1,16,216,99
1537,5775,2016-10-16,Stena Line FD-Pokal (Herren),0,7,165,219
1538,1823,2016-10-16,Stena Line FD-Pokal (Herren),6,7,147,202
1539,9293,2016-10-16,Stena Line FD-Pokal (Herren),1,14,20,76
1540,3006,2016-10-16,Stena Line FD-Pokal (Herren),13,14,45,48
1541,7497,2016-10-16,Stena Line FD-Pokal (Herren),0,11,22,38
1542,2684,2016-10-22,Regionalliga Süd - Staffel BW,8,2,209,165
1543,7920,2016-10-22,1. FBL,4,5,194,48
1544,8389,2016-10-22,2. FBL Nord/West,15,6,158,66
1545,1967,2016-10-22,Regionalliga Ost Herren,2,5,211,98
1546,5565,2016-10-22,2. FBL Süd/Ost,5,4,99,200
1547,534,2016-10-22,1. FBL,5,4,97,203
1548,5459,2016-10-22,Regionalliga Ost Herren,3,7,49,83
1549,2778,2016-10-22,1. FBL,6,6,76,11
1550,8807,2016-10-22,Regionalliga Süd - Staffel BW,4,7,155,24
1551,2623,2016-10-22,2. FBL Nord/West,3,2,26,32
1552,2529,2016-10-22,1. FBL,6,5,197,38
1553,7595,2016-10-23,Regionalliga Süd - Staffel Bayern,2,13,192,46
1554,7908,2016-10-23,Verbandsliga Ost Herren Staffel 1,4,14,88,161
1555,4290,2016-10-23,2. FBL Süd/Ost,6,3,207,213
1556,7456,2016-10-23,Verbandsliga Ost Herren Staffel 2,7,3,55,204
1557,4288,2016-10-23,Verbandsliga West Herren GF,0,2,16,21
1558,9122,2016-10-23,Verbandsliga Ost Herren Staffel 1,1,3,79,208
1559,4245,2016-10-23,Verbandsliga West Herren GF,3,6,21,33
1560,6011,2016-10-23,Regionalliga Süd - Staffel Bayern,4,9,31,87
1561,5677,2016-10-23,Regionalliga Ost Herren,7,1,215,15
1562,4638,2016-10-23,Verbandsliga West Herren GF,5,3,22,33
1563,7638,2016-10-23,2. FBL Süd/Ost,3,2,12,60
1564,3860,2016-10-23,2. FBL Nord/West,3,12,68,19
1565,3484,2016-10-23,Verbandsliga Ost Herren Staffel 2,3,6,212,90
1566,7661,2016-10-23,Verbandsliga West Herren GF,1,4,16,22
1567,8547,2016-10-23,1. FBL,7,8,48,80
1568,9286,2016-10-23,1. FBL,8,5,203,76
1569,7203,2016-10-23,Regionalliga Süd - Staffel Bayern,3,1,139,95
1570,9671,2016-10-23,2. FBL Nord/West,9,11,64,66
1571,6296,2016-10-23,Regionalliga Ost Herren,7,8,205,45
1572,2472,2016-10-23,1. FBL,7,5,217,197
1573,4287,2016-10-29,1. FBL,1,17,194,203
1574,6814,2016-10-29,Herren Verbandsliga Nord,8,1,187,40
1575,2834,2016-10-29,Verbandsliga Ost Herren Staffel 2,0,13,61,202
1576,507,2016-10-29,2. FBL Nord/West,7,8,68,32
1577,8118,2016-10-29,Regionalliga Ost Herren,13,4,45,215
1578,4363,2016-10-29,Herren Verbandsliga Nord,5,6,123,147
1579,2589,2016-10-29,Floorball Regionalliga West Herren GF,3,6,52,78
1580,9544,2016-10-29,2. FBL Nord/West,6,5,19,158
1581,8954,2016-10-29,Herren Verbandsliga Nord,5,11,168,23
1582,9039,2016-10-29,Herren Regionalliga Nord,3,24,125,73
1583,8638,2016-10-29,Verbandsliga Ost Herren Staffel 2,4,7,119,55
1584,3697,2016-10-29,Floorball Regionalliga West Herren GF,3,8,166,52
1585,2219,2016-10-29,Regionalliga Ost Herren,5,2,83,211
1586,7668,2016-10-29,2. FBL Süd/Ost,9,3,200,60
1587,2660,2016-10-29,Jamasi Regionalliga Nordwest Herren,5,8,3,194
1588,3021,2016-10-29,1. FBL,8,2,76,217
1589,4752,2016-10-29,Herren Regionalliga Nord,13,5,39,175
1590,6729,2016-10-29,Floorball Regionalliga West Herren GF,4,5,78,166
1591,3974,2016-10-29,1. FBL,5,4,11,38
1592,1826,2016-10-29,2. FBL Nord/West,9,6,66,64
1593,2066,2016-10-30,Regionalliga Herren Großfeld,2,11,58,62
1594,2085,2016-10-30,1. FBL,9,3,203,11
1595,8435,2016-10-30,Regionalliga Süd - Staffel Bayern,2,3,95,46
1596,3988,2016-10-30,Floorball Regionalliga West Herren GF,3,9,56,174
1597,1069,2016-10-30,Regionalliga Herren Großfeld,2,0,65,135
1598,9575,2016-10-30,1. FBL,10,5,76,38
1599,5967,2016-10-30,1. FBL,11,5,197,48
1600,2036,2016-10-30,Regionalliga Süd - Staffel BW,14,2,24,183
1601,6893,2016-10-30,Jamasi Regionalliga Nordwest Herren,3,12,185,20
1602,7448,2016-10-30,Floorball Regionalliga West Herren GF,1,4,158,56
1603,4970,2016-10-30,Regionalliga Süd - Staffel BW,12,8,155,209
1604,344,2016-10-30,Jamasi Regionalliga Nordwest Herren,11,5,145,130
1605,5384,2016-10-30,Verbandsliga Ost Herren Staffel 1,4,8,100,161
1606,4532,2016-10-30,2. FBL Nord/West,15,1,186,64
1607,6630,2016-10-30,2. FBL Süd/Ost,9,4,99,207
1608,7382,2016-10-30,Floorball Regionalliga West Herren GF,5,4,174,176
1609,1895,2016-10-30,Verbandsliga Ost Herren Staffel 1,5,3,214,43
1610,4663,2016-10-30,Regionalliga Süd - Staffel Bayern,5,4,31,139
1611,8278,2016-10-30,Regionalliga Süd - Staffel Bayern,2,12,192,219
1612,7574,2016-10-30,1. FBL,14,0,97,194
1613,7815,2016-10-30,2. FBL Süd/Ost,0,7,213,210
1614,8605,2016-10-30,Floorball Regionalliga West Herren GF,3,1,176,158
1615,2726,2016-11-12,Stena Line FD-Pokal (Herren),4,5,90,210
1616,2827,2016-11-12,Stena Line FD-Pokal (Herren),6,14,176,99
1617,1057,2016-11-12,Stena Line FD-Pokal (Herren),0,12,98,11
1618,4380,2016-11-12,Stena Line FD-Pokal (Herren),6,15,32,203
1619,3195,2016-11-12,Stena Line FD-Pokal (Herren),6,16,202,38
1620,6875,2016-11-12,Stena Line FD-Pokal (Herren),3,9,207,217
1621,2190,2016-11-12,Stena Line FD-Pokal (Herren),3,32,170,76
1622,2862,2016-11-12,Stena Line FD-Pokal (Herren),3,7,158,26
1623,6788,2016-11-12,Stena Line FD-Pokal (Herren),5,6,31,219
1624,6947,2016-11-12,Stena Line FD-Pokal (Herren),4,11,55,60
1625,9182,2016-11-13,Stena Line FD-Pokal (Herren),0,10,215,197
1626,7442,2016-11-13,Stena Line FD-Pokal (Herren),2,9,56,200
1627,7008,2016-11-13,Stena Line FD-Pokal (Herren),4,17,145,97
1628,8215,2016-11-13,Stena Line FD-Pokal (Herren),2,9,65,194
1629,8666,2016-11-13,Stena Line FD-Pokal (Herren),12,1,19,66
1630,6261,2016-11-13,Stena Line FD-Pokal (Herren),10,9,80,48
1631,6931,2016-11-19,Regionalliga Süd - Staffel BW,3,9,183,155
1632,4077,2016-11-19,1. FBL,2,9,194,80
1633,2585,2016-11-19,Regionalliga Süd - Staffel BW,3,4,209,24
1634,8538,2016-11-19,Regionalliga Ost Herren,6,3,49,98
1635,5005,2016-11-19,1. FBL,2,3,217,11
1636,4454,2016-11-19,Regionalliga Ost Herren,29,2,205,15
1637,1216,2016-11-19,2. FBL Süd/Ost,8,5,210,99
1638,2963,2016-11-19,2. FBL Nord/West,4,7,32,158
1639,7570,2016-11-19,Verbandsliga Ost Herren Staffel 2,17,4,90,204
1640,476,2016-11-19,2. FBL Nord/West,3,4,64,68
1641,3029,2016-11-19,2. FBL Nord/West,2,8,186,19
1642,7485,2016-11-19,Jamasi Regionalliga Nordwest Herren,7,5,20,145
1643,5071,2016-11-19,1. FBL,12,11,97,197
1644,9017,2016-11-20,Herren Regionalliga Nord,9,4,93,175
1645,7460,2016-11-20,1. FBL,7,15,48,76
1646,6045,2016-11-20,Herren Regionalliga Nord,5,4,39,73
1647,2522,2016-11-20,Herren Verbandsliga Nord,6,9,187,168
1648,6638,2016-11-20,Regionalliga Süd - Staffel Bayern,8,3,95,87
1649,4921,2016-11-20,Jamasi Regionalliga Nordwest Herren,3,6,69,130
1650,8618,2016-11-20,Herren Regionalliga Nord,5,11,125,110
1651,4959,2016-11-20,Jamasi Regionalliga Nordwest Herren,3,4,85,194
1652,4572,2016-11-20,Regionalliga Herren Großfeld,10,7,62,14
1653,512,2016-11-20,Herren Verbandsliga Nord,5,0,123,40
1654,2754,2016-11-20,Regionalliga Herren Großfeld,4,5,135,65
1655,3490,2016-11-20,Verbandsliga Ost Herren Staffel 1,2,4,79,214
1656,6720,2016-11-20,Regionalliga Süd - Staffel Bayern,2,8,192,139
1657,5116,2016-11-20,Verbandsliga Ost Herren Staffel 1,1,2,161,43
1658,1595,2016-11-20,2. FBL Süd/Ost,10,2,213,12
1659,2764,2016-11-20,Herren Verbandsliga Nord,4,5,147,23
1660,4751,2016-11-20,Regionalliga Süd - Staffel Bayern,5,4,31,219
1661,5079,2016-11-20,2. FBL Nord/West,3,18,66,26
1662,1143,2016-11-20,2. FBL Süd/Ost,11,10,207,200
1663,4626,2016-11-26,Regionalliga Ost Herren,5,14,211,45
1664,2278,2016-11-26,Regionalliga Herren Großfeld,3,6,65,58
1665,1943,2016-11-26,Regionalliga Ost Herren,2,18,15,83
1666,3089,2016-11-27,Verbandsliga Ost Herren Staffel 1,5,9,208,100
1667,901,2016-11-27,Regionalliga Süd - Staffel Bayern,3,4,219,139
1668,97,2016-11-27,Herren Verbandsliga Nord,0,8,40,23
1669,1705,2016-11-27,Verbandsliga Ost Herren Staffel 2,10,7,202,55
1670,979,2016-11-27,Jamasi Regionalliga Nordwest Herren,5,6,20,194
1671,2007,2016-11-27,Regionalliga Süd - Staffel Bayern,2,9,87,46
1672,3403,2016-11-27,Verbandsliga Ost Herren Staffel 2,2,11,61,119
1673,6890,2016-11-27,Herren Verbandsliga Nord,6,5,187,123
1674,1423,2016-11-27,Regionalliga Süd - Staffel Bayern,2,9,192,95
1675,1957,2016-11-27,Herren Regionalliga Nord,5,8,73,39
1676,3635,2016-11-27,Verbandsliga Ost Herren Staffel 1,5,2,161,88
1677,2676,2016-12-03,Floorball Regionalliga West Herren GF,4,2,78,158
1678,7319,2016-12-03,Verbandsliga Ost Herren Staffel 2,4,5,204,119
1679,3472,2016-12-03,Floorball Regionalliga West Herren GF,5,12,166,174
1680,2266,2016-12-03,Regionalliga Ost Herren,11,6,205,211
1681,3214,2016-12-03,Floorball Regionalliga West Herren GF,5,7,174,78
1682,7273,2016-12-03,Verbandsliga Ost Herren Staffel 1,9,1,43,79
1683,8388,2016-12-03,Regionalliga Ost Herren,24,0,49,15
1684,9433,2016-12-03,Regionalliga Ost Herren,1,9,215,83
1685,3141,2016-12-03,Verbandsliga Ost Herren Staffel 2,26,1,90,61
1686,3197,2016-12-03,Regionalliga Ost Herren,10,5,98,45
1687,8887,2016-12-03,Regionalliga Herren Großfeld,3,6,62,65
1688,818,2016-12-03,Regionalliga Herren Großfeld,9,4,14,135
1689,5040,2016-12-03,Verbandsliga Ost Herren Staffel 1,7,8,100,208
1690,6594,2016-12-03,Floorball Regionalliga West Herren GF,1,4,158,166
1691,1742,2016-12-04,Floorball Regionalliga West Herren GF,5,6,52,56
1692,5399,2016-12-04,Floorball Regionalliga West Herren GF,7,8,176,52
1693,800,2016-12-04,Verbandsliga Ost Herren Staffel 2,18,3,55,119
1694,1525,2016-12-04,Floorball Regionalliga West Herren GF,3,6,56,176
1695,8167,2016-12-04,Verbandsliga Ost Herren Staffel 2,9,1,212,61
1696,8987,2016-12-10,Herren Verbandsliga Nord,14,0,23,40
1697,203,2016-12-10,Verbandsliga West Herren GF,2,3,2,27
1698,6042,2016-12-10,Herren Verbandsliga Nord,11,3,147,168
1699,8883,2016-12-10,Verbandsliga West Herren GF,5,0,33,2
1700,8221,2016-12-10,Herren Regionalliga Nord,3,15,175,110
1701,4023,2016-12-10,Verbandsliga West Herren GF,3,13,16,27
1702,1523,2016-12-10,Herren Regionalliga Nord,9,3,93,125
1703,5213,2016-12-10,Verbandsliga West Herren GF,5,2,33,16
1704,5063,2016-12-11,Verbandsliga Ost Herren Staffel 1,5,6,88,100
1705,8010,2016-12-11,Verbandsliga Ost Herren Staffel 1,2,10,79,43
1706,616,2016-12-17,Stena Line FD-Pokal (Herren),6,1,11,217
1707,1608,2016-12-17,Regionalliga Herren Großfeld,5,1,58,135
1708,7218,2016-12-17,Stena Line FD-Pokal (Herren),0,20,60,76
1709,7690,2016-12-17,Stena Line FD-Pokal (Herren),4,5,38,197
1710,1795,2016-12-17,Stena Line FD-Pokal (Herren),4,8,19,194
1711,5530,2016-12-17,Stena Line FD-Pokal (Herren),13,0,26,200
1712,3893,2016-12-17,Regionalliga Herren Großfeld,8,9,14,65
1713,5214,2016-12-17,Stena Line FD-Pokal (Herren),0,16,219,203
1714,1250,2016-12-18,Stena Line FD-Pokal (Herren),10,1,99,210
1715,8757,2016-12-18,Stena Line FD-Pokal (Herren),7,13,80,97
1716,8627,2017-01-07,Verbandsliga Ost Herren Staffel 1,4,3,161,100
1717,7342,2017-01-07,Verbandsliga Ost Herren Staffel 1,4,2,43,214
1718,595,2017-01-08,Regionalliga Ost Herren,5,3,211,15
1719,4618,2017-01-08,Regionalliga Ost Herren,2,4,215,49
1720,5608,2017-01-08,Regionalliga Ost Herren,3,0,83,98
1721,1872,2017-01-14,Herren Verbandsliga Nord,7,10,168,123
1722,6307,2017-01-14,1. FBL,8,10,80,203
1723,4156,2017-01-14,Herren Regionalliga Nord,6,8,93,39
1724,8019,2017-01-14,Jamasi Regionalliga Nordwest Herren,2,11,3,20
1725,2394,2017-01-14,2. FBL Nord/West,6,11,158,19
1726,7809,2017-01-14,Jamasi Regionalliga Nordwest Herren,7,13,130,170
1727,4030,2017-01-14,Herren Regionalliga Nord,4,22,110,73
1728,2526,2017-01-14,Herren Regionalliga Nord,5,7,125,175
1729,7875,2017-01-14,2. FBL Nord/West,7,6,26,66
1730,3702,2017-01-14,1. FBL,6,7,194,197
1731,4370,2017-01-14,1. FBL,7,4,217,38
1732,4715,2017-01-14,1. FBL,4,9,97,76
1733,2147,2017-01-14,Herren Verbandsliga Nord,1,15,40,147
1734,4988,2017-01-14,Herren Verbandsliga Nord,2,6,23,187
1735,638,2017-01-15,Regionalliga Süd - Staffel BW,4,7,165,155
1736,4884,2017-01-15,Verbandsliga Ost Herren Staffel 2,2,1,204,212
1737,1335,2017-01-15,1. FBL,3,11,48,11
1738,3142,2017-01-15,Jamasi Regionalliga Nordwest Herren,3,10,85,145
1739,9485,2017-01-15,Jamasi Regionalliga Nordwest Herren,4,5,69,185
1740,4049,2017-01-15,2. FBL Nord/West,4,10,64,19
1741,1091,2017-01-15,2. FBL Nord/West,9,5,68,186
1742,2566,2017-01-15,Regionalliga Süd - Staffel Bayern,10,4,95,219
1743,6514,2017-01-15,Verbandsliga Ost Herren Staffel 1,2,5,208,43
1744,1930,2017-01-15,Regionalliga Süd - Staffel BW,9,5,209,183
1745,972,2017-01-15,Regionalliga Süd - Staffel Bayern,8,3,87,192
1746,6471,2017-01-15,Verbandsliga Ost Herren Staffel 2,4,9,90,202
1747,2984,2017-01-15,2. FBL Süd/Ost,10,1,213,60
1748,9091,2017-01-15,Regionalliga Süd - Staffel Bayern,5,8,46,31
1749,8946,2017-01-15,2. FBL Süd/Ost,2,3,207,210
1750,3627,2017-01-15,2. FBL Süd/Ost,17,2,99,12
1751,7917,2017-01-15,Verbandsliga Ost Herren Staffel 1,3,13,79,100
1752,9330,2017-01-15,1. FBL,12,6,197,194
1753,7004,2017-01-21,Verbandsliga Ost Herren Staffel 2,4,8,119,202
1754,3136,2017-01-21,Regionalliga Ost Herren,7,8,49,45
1755,9453,2017-01-21,2. FBL Süd/Ost,8,5,210,200
1756,1481,2017-01-21,Verbandsliga Ost Herren Staffel 2,3,7,212,55
1757,1283,2017-01-21,Stena Line FD-Pokal (Herren),3,12,197,76
1758,8450,2017-01-21,Regionalliga Ost Herren,19,2,83,15
1759,3361,2017-01-21,2. FBL Nord/West,6,5,186,32
1760,6754,2017-01-21,2. FBL Süd/Ost,15,4,99,60
1761,442,2017-01-21,2. FBL Nord/West,10,2,19,64
1762,2681,2017-01-22,2. FBL Süd/Ost,6,4,207,12
1763,1387,2017-01-22,Regionalliga Herren Großfeld,10,3,62,58
1764,6732,2017-01-22,2. FBL Nord/West,5,4,68,64
1765,2246,2017-01-22,2. FBL Nord/West,7,4,158,26
1766,2409,2017-01-22,Regionalliga Herren Großfeld,7,8,65,14
1767,2254,2017-01-22,Regionalliga Süd - Staffel Bayern,4,6,139,87
1768,7895,2017-01-22,Regionalliga Süd - Staffel Bayern,13,1,31,192
1769,615,2017-01-22,Regionalliga Süd - Staffel Bayern,3,6,219,46
1770,568,2017-01-22,Regionalliga Süd - Staffel BW,2,3,24,155
1771,7867,2017-01-22,Regionalliga Süd - Staffel BW,5,6,165,183
1772,2119,2017-01-22,Stena Line FD-Pokal (Herren),11,3,11,194
1773,5861,2017-01-22,Stena Line FD-Pokal (Herren),8,7,203,97
1774,7246,2017-01-28,2. FBL Süd/Ost,6,7,60,207
1775,4806,2017-01-28,2. FBL Nord/West,4,5,32,19
1776,7248,2017-01-28,2. FBL Süd/Ost,4,3,200,213
1777,297,2017-01-28,Stena Line FD-Pokal (Herren),9,5,26,99
1778,9215,2017-01-28,Verbandsliga Ost Herren Staffel 2,17,3,204,61
1779,8945,2017-01-28,1. FBL,9,7,38,48
1780,6466,2017-01-28,1. FBL,2,8,197,80
1781,4729,2017-01-28,2. FBL Süd/Ost,4,9,12,210
1782,6963,2017-01-28,1. FBL,3,8,11,97
1783,9085,2017-01-28,Verbandsliga Ost Herren Staffel 2,3,5,55,202
1784,899,2017-01-28,1. FBL,15,2,203,217
1785,9397,2017-01-29,Regionalliga Süd - Staffel Bayern,4,7,139,46
1786,1825,2017-01-29,Jamasi Regionalliga Nordwest Herren,5,9,145,194
1787,6596,2017-01-29,1. FBL,6,8,197,203
1788,7044,2017-01-29,1. FBL,15,1,76,194
1789,6839,2017-01-29,Regionalliga Süd - Staffel Bayern,7,3,31,95
1790,5102,2017-01-29,Regionalliga Ost Herren,2,12,211,49
